statid;timeobs (UTC);atmosfæretryk ved havniveau (hPa);label
614100;2009010100;1023.5;1100
614100;2009010101;1023.2;1100
614100;2009010102;1023.1;1100
614100;2009010103;1023.1;1100
614100;2009010104;1023.2;1100
614100;2009010105;1023.4;1100
614100;2009010106;1023.7;1100
614100;2009010107;1024.3;1100
614100;2009010108;1024.9;1100
614100;2009010109;1025.4;1100
614100;2009010110;1025.8;1100
614100;2009010111;1026.1;1100
614100;2009010112;1026.5;1100
614100;2009010113;1026.8;1100
614100;2009010114;1027.1;1100
614100;2009010115;1027.5;1100
614100;2009010116;1027.8;1100
614100;2009010117;1028;1100
614100;2009010118;1028.1;1100
614100;2009010119;1028;1100
614100;2009010120;1028.2;1100
614100;2009010121;1028.2;1100
614100;2009010122;1028;1100
614100;2009010123;1028;1100
614100;2009010200;1027.9;1100
614100;2009010201;1027.7;1100
614100;2009010202;1027.6;1100
614100;2009010203;1027.7;1100
614100;2009010204;1027.8;1100
614100;2009010205;1027.8;1100
614100;2009010206;1028;1100
614100;2009010207;1028.5;1100
614100;2009010208;1028.8;1100
614100;2009010209;1029.3;1100
614100;2009010210;1029.7;1100
614100;2009010211;1030;1100
614100;2009010212;1030;1100
614100;2009010213;1029.9;1100
614100;2009010214;1029.9;1100
614100;2009010215;1030;1100
614100;2009010216;1030.1;1100
614100;2009010217;1030.1;1100
614100;2009010218;1030.1;1100
614100;2009010219;1030.1;1100
614100;2009010220;1029.9;1100
614100;2009010221;1029.7;1100
614100;2009010222;1029.1;1100
614100;2009010223;1028.5;1100
614100;2009010300;1027.9;1100
614100;2009010301;1026.8;1100
614100;2009010302;1026;1100
614100;2009010303;1024.8;1100
614100;2009010304;1023.8;1100
614100;2009010305;1022.8;1100
614100;2009010306;1021.9;1100
614100;2009010307;1021.2;1100
614100;2009010308;1020.8;1100
614100;2009010309;1020.1;1100
614100;2009010310;1019.2;1100
614100;2009010311;1018.1;1100
614100;2009010312;1016.6;1100
614100;2009010313;1015.3;1100
614100;2009010314;1014.2;1100
614100;2009010315;1013.4;1100
614100;2009010316;1012.8;1100
614100;2009010317;1012.4;1100
614100;2009010318;1012.3;1100
614100;2009010319;1012.3;1100
614100;2009010320;1012.7;1100
614100;2009010321;1013;1100
614100;2009010322;1013.2;1100
614100;2009010323;1013.4;1100
614100;2009010400;1013.5;1100
614100;2009010401;1013.4;1100
614100;2009010402;1013.4;1100
614100;2009010403;1013.4;1100
614100;2009010404;1013.4;1100
614100;2009010405;1013.4;1100
614100;2009010406;1013.2;1100
614100;2009010407;1013.2;1100
614100;2009010408;1013.3;1100
614100;2009010409;1013.4;1100
614100;2009010410;1013.3;1100
614100;2009010411;1012.7;1100
614100;2009010412;1012.2;1100
614100;2009010413;1012.1;1100
614100;2009010414;1012.4;1100
614100;2009010415;1012.5;1100
614100;2009010416;1012.9;1100
614100;2009010417;1013.3;1100
614100;2009010418;1013.9;1100
614100;2009010419;1014.6;1100
614100;2009010420;1015.4;1100
614100;2009010421;1016;1100
614100;2009010422;1016.7;1100
614100;2009010423;1017.2;1100
614100;2009010500;1017.6;1100
614100;2009010501;1018;1100
614100;2009010502;1018.6;1100
614100;2009010503;1019.2;1100
614100;2009010504;1019.9;1100
614100;2009010505;1020.6;1100
614100;2009010506;1021.4;1100
614100;2009010507;1022.3;1100
614100;2009010508;1023.3;1100
614100;2009010509;1024.2;1100
614100;2009010510;1025.2;1100
614100;2009010511;1025.6;1100
614100;2009010512;1026;1100
614100;2009010513;1026.5;1100
614100;2009010514;1026.9;1100
614100;2009010515;1027.5;1100
614100;2009010516;1027.9;1100
614100;2009010517;1028.3;1100
614100;2009010518;1028.5;1100
614100;2009010519;1028.8;1100
614100;2009010520;1028.9;1100
614100;2009010521;1029.1;1100
614100;2009010522;1029.1;1100
614100;2009010523;1029.1;1100
614100;2009010600;1028.9;1100
614100;2009010601;1028.6;1100
614100;2009010602;1028.4;1100
614100;2009010603;1027.9;1100
614100;2009010604;1027.2;1100
614100;2009010605;1026.8;1100
614100;2009010606;1026.2;1100
614100;2009010607;1025.9;1100
614100;2009010608;1025.4;1100
614100;2009010609;1024.8;1100
614100;2009010610;1024.4;1100
614100;2009010611;1023.7;1100
614100;2009010612;1023;1100
614100;2009010613;1022.2;1100
614100;2009010614;1021.5;1100
614100;2009010615;1020.9;1100
614100;2009010616;1020.2;1100
614100;2009010617;1019.5;1100
614100;2009010618;1018.8;1100
614100;2009010619;1018;1100
614100;2009010620;1017;1100
614100;2009010621;1015.8;1100
614100;2009010622;1014.8;1100
614100;2009010623;1013.9;1100
614100;2009010700;1012.8;1100
614100;2009010701;1011.8;1100
614100;2009010702;1011.1;1100
