statid;timeobs;jordtemperatur 1m (°C);label
619700;20081017;11.8;1100
619700;20081018;11.5;1100
619700;20081019;11.2;1100
619700;20081020;10.9;1100
619700;20081021;10.6;1100
619700;20081022;10.4;1100
619700;20081023;10.3;1100
619700;20081024;10.2;1100
619700;20081025;10.2;1100
619700;20081026;10.3;1100
619700;20081027;10.4;1100
619700;20081028;10.6;1100
619700;20081029;10.8;1100
619700;20081030;10.9;1100
619700;20081031;11.0;1100
619700;20101101;10.9;1100
619700;20101102;10.8;1100
619700;20101103;10.7;1100
619700;20101104;10.5;1100
619700;20101105;10.4;1100
619700;20101106;10.2;1100
619700;20101107;10.1;1100
619700;20101108;10.1;1100
619700;20101109;10.1;1100
619700;20101110;10.0;1100
619700;20101111;10.0;1100
619700;20101112;9.8;1100
619700;20101113;9.6;1100
619700;20101114;9.4;1100
619700;20101115;9.2;1100
619700;20101116;9.0;1100
619700;20101117;8.8;1100
619700;20101118;8.6;1100
619700;20101119;8.6;1100
619700;20101120;8.6;1100
619700;20101121;8.5;1100
619700;20101122;8.4;1100
619700;20101123;8.2;1100
619700;20101124;8.0;1100
619700;20101125;7.8;1100
619700;20101126;7.6;1100
619700;20101127;7.4;1100
619700;20101128;7.3;1100
619700;20101129;7.4;1100
619700;20101130;7.5;1100
619700;20091201;7.5;1100
619700;20091202;7.4;1100
619700;20091203;7.4;1100
619700;20091204;7.4;1100
619700;20091205;7.3;1100
619700;20091206;7.1;1100
619700;20091207;7.0;1100
619700;20091208;6.8;1100
619700;20091209;6.6;1100
619700;20091210;6.4;1100
619700;20091211;6.1;1100
619700;20091212;5.7;1100
619700;20091213;5.4;1100
619700;20091214;5.0;1100
619700;20091215;5.2;1100
619700;20091216;5.4;1100
619700;20091217;5.6;1100
619700;20091218;5.8;1100
619700;20091219;6.0;1100
619700;20091220;6.3;1100
619700;20091221;6.6;1100
619700;20091222;6.5;1100
619700;20091223;6.4;1100
619700;20091224;6.4;1100
619700;20091225;6.3;1100
619700;20091226;6.3;1100
619700;20091227;6.2;1100
619700;20091228;6.0;1100
619700;20091229;5.8;1100
619700;20091230;5.5;1100
619700;20091231;5.3;1100
