statid;timeobs;jordtemperatur 1m (°C);label
619700;20090101;5.0;1100
619700;20090102;4.7;1100
619700;20090103;4.5;1100
619700;20090104;4.3;1100
619700;20090105;4.2;1100
619700;20090106;4.1;1100
619700;20090107;4.0;1100
619700;20090108;4.0;1100
619700;20090109;4.0;1100
619700;20090110;4.1;1100
619700;20090111;4.2;1100
619700;20090112;4.2;1100
619700;20090113;4.1;1100
619700;20090114;4.1;1100
619700;20090115;4.0;1100
619700;20090116;3.8;1100
619700;20090117;3.6;1100
619700;20090118;3.4;1100
619700;20090119;3.3;1100
619700;20090120;3.2;1100
619700;20090121;3.1;1100
619700;20090122;3.0;1100
619700;20090123;3.0;1100
619700;20090124;3.0;1100
619700;20090125;3.0;1100
619700;20090126;3.1;1100
619700;20090127;3.1;1100
619700;20090128;3.2;1100
619700;20090129;3.4;1100
619700;20090130;3.5;1100
619700;20090131;3.5;1100
619700;20090201;3.5;1100
619700;20090202;3.5;1100
619700;20090203;3.6;1100
619700;20090204;3.6;1100
619700;20090205;3.5;1100
619700;20090206;3.5;1100
619700;20090207;3.6;1100
619700;20090208;3.7;1100
619700;20090209;3.8;1100
619700;20090210;3.8;1100
619700;20090211;3.9;1100
619700;20090212;3.9;1100
619700;20090213;3.9;1100
619700;20090214;3.9;1100
619700;20090215;3.8;1100
619700;20090216;3.6;1100
619700;20090217;3.5;1100
619700;20090218;3.4;1100
619700;20090219;3.3;1100
619700;20090220;3.2;1100
619700;20090221;3.2;1100
619700;20090222;3.2;1100
619700;20090223;3.3;1100
619700;20090224;3.4;1100
619700;20090225;3.4;1100
619700;20090226;3.5;1100
619700;20090227;3.5;1100
619700;20090228;3.4;1100
619700;20060301;3.4;1100
619700;20060302;3.3;1100
619700;20060303;3.3;1100
619700;20060304;3.2;1100
619700;20060305;3.2;1100
619700;20060306;3.2;1100
619700;20060307;3.1;1100
619700;20060308;3.1;1100
619700;20060309;3.1;1100
619700;20060310;3.1;1100
619700;20060311;3.0;1100
619700;20060312;3.1;1100
619700;20060313;3.2;1100
619700;20060314;3.3;1100
619700;20060315;3.1;1100
619700;20060316;3.0;1100
619700;20060317;3.0;1100
619700;20060318;2.9;1100
619700;20060319;2.7;1100
619700;20060320;2.5;1100
619700;20060321;2.3;1100
619700;20060322;2.3;1100
619700;20060323;2.3;1100
619700;20060324;2.3;1100
619700;20060325;2.3;1100
619700;20060326;2.3;1100
619700;20060327;2.3;1100
619700;20060328;2.3;1100
619700;20060329;2.3;1100
619700;20060330;2.3;1100
619700;20060331;2.3;1100
619700;20100401;2.3;1100
619700;20100402;2.4;1100
619700;20100403;2.4;1100
619700;20100404;2.4;1100
619700;20100405;2.4;1100
619700;20100406;2.4;1100
619700;20100407;2.4;1100
619700;20100408;2.4;1100
619700;20100409;2.4;1100
619700;20100410;2.4;1100
619700;20100411;2.7;1100
619700;20100412;3.0;1100
619700;20100413;3.3;1100
619700;20100414;3.7;1100
619700;20100415;4.3;1100
619700;20100416;4.8;1100
619700;20100417;5.3;1100
619700;20100418;5.5;1100
619700;20100419;5.7;1100
619700;20100420;5.9;1100
619700;20100421;6.1;1100
619700;20100422;6.1;1100
619700;20100423;6.2;1100
619700;20100424;6.3;1100
619700;20100425;6.5;1100
619700;20100426;6.6;1100
619700;20100427;6.6;1100
619700;20100428;6.6;1100
619700;20100429;6.7;1100
619700;20100430;6.7;1100
619700;20060501;6.7;1100
619700;20060502;6.8;1100
619700;20060503;6.9;1100
619700;20060504;7.0;1100
619700;20060505;7.1;1100
619700;20060506;7.2;1100
619700;20060507;7.2;1100
619700;20060508;7.2;1100
619700;20060509;7.2;1100
619700;20060510;7.3;1100
619700;20060511;7.4;1100
619700;20060512;7.5;1100
619700;20060513;7.7;1100
619700;20060514;8.0;1100
619700;20060515;8.1;1100
619700;20060516;8.2;1100
619700;20060517;8.3;1100
619700;20060518;8.5;1100
619700;20060519;8.7;1100
619700;20060520;8.8;1100
619700;20060521;8.9;1100
619700;20060522;9.2;1100
619700;20060523;9.5;1100
619700;20060524;9.7;1100
619700;20060525;9.9;1100
619700;20060526;10.1;1100
619700;20060527;10.3;1100
619700;20060528;10.5;1100
619700;20060529;10.6;1100
619700;20060530;10.6;1100
619700;20060531;10.6;1100
619700;20050601;10.6;1100
619700;20050602;10.6;1100
619700;20050603;10.6;1100
619700;20050604;10.5;1100
619700;20050605;10.6;1100
619700;20050606;10.7;1100
619700;20050607;10.8;1100
619700;20050608;10.9;1100
619700;20050609;11.0;1100
619700;20050610;11.1;1100
619700;20050611;11.1;1100
619700;20050612;11.2;1100
619700;20050613;11.2;1100
619700;20050614;11.3;1100
619700;20050615;11.4;1100
619700;20050616;11.5;1100
619700;20050617;11.7;1100
619700;20050618;11.9;1100
619700;20050619;12.1;1100
619700;20050620;12.3;1100
619700;20050621;12.4;1100
619700;20050622;12.3;1100
619700;20050623;12.4;1100
619700;20050624;12.4;1100
619700;20050625;12.4;1100
619700;20050626;12.3;1100
619700;20050627;12.3;1100
619700;20050628;12.3;1100
619700;20050629;12.4;1100
619700;20050630;12.5;1100
619700;20090701;12.6;1100
619700;20090702;12.8;1100
619700;20090703;13.0;1100
619700;20090704;13.3;1100
619700;20090705;13.7;1100
619700;20090706;13.9;1100
619700;20090707;14.1;1100
619700;20090708;14.3;1100
619700;20090709;14.6;1100
619700;20090710;14.8;1100
619700;20090711;14.9;1100
619700;20090712;15.0;1100
619700;20090713;15.0;1100
619700;20090714;15.1;1100
619700;20090715;15.2;1100
619700;20090716;15.3;1100
619700;20090717;15.4;1100
619700;20090718;15.6;1100
619700;20090719;15.8;1100
619700;20090720;16.0;1100
619700;20090721;16.2;1100
619700;20090722;16.3;1100
619700;20090723;16.3;1100
619700;20090724;16.1;1100
619700;20090725;15.9;1100
619700;20090726;15.7;1100
619700;20090727;15.6;1100
619700;20090728;15.4;1100
619700;20090729;15.4;1100
619700;20090730;15.4;1100
619700;20090731;15.6;1100
619700;20090801;15.8;1100
619700;20090802;15.9;1100
619700;20090803;16.0;1100
619700;20090804;15.9;1100
619700;20090805;15.8;1100
619700;20090806;15.8;1100
619700;20090807;15.8;1100
619700;20090808;15.7;1100
619700;20090809;15.7;1100
619700;20090810;15.7;1100
619700;20090811;15.7;1100
619700;20090812;15.8;1100
619700;20090813;15.8;1100
619700;20090814;15.7;1100
619700;20090815;15.6;1100
619700;20090816;15.6;1100
619700;20090817;15.7;1100
619700;20090818;15.7;1100
619700;20090819;15.8;1100
619700;20090820;15.8;1100
619700;20090821;15.9;1100
619700;20090822;16.1;1100
619700;20090823;16.2;1100
619700;20090824;16.2;1100
619700;20090825;16.2;1100
619700;20090826;16.2;1100
619700;20090827;16.2;1100
619700;20090828;16.0;1100
619700;20090829;15.8;1100
619700;20090830;15.6;1100
619700;20090831;15.5;1100
619700;20090901;15.4;1100
619700;20090902;15.2;1100
619700;20090903;15.1;1100
619700;20090904;15.1;1100
619700;20090905;15.2;1100
619700;20090906;15.2;1100
619700;20090907;15.1;1100
619700;20090908;15.1;1100
619700;20090909;15.2;1100
619700;20090910;15.3;1100
619700;20090911;15.3;1100
619700;20090912;15.2;1100
619700;20090913;15.1;1100
619700;20090914;15.0;1100
619700;20090915;14.9;1100
619700;20090916;14.8;1100
619700;20090917;14.8;1100
619700;20090918;14.6;1100
619700;20090919;14.4;1100
619700;20090920;14.3;1100
619700;20090921;14.3;1100
619700;20090922;14.2;1100
619700;20090923;14.1;1100
619700;20090924;14.0;1100
619700;20090925;13.9;1100
619700;20090926;13.9;1100
619700;20090927;13.8;1100
619700;20090928;13.8;1100
619700;20090929;13.7;1100
619700;20090930;13.6;1100
619700;20081001;13.5;1100
619700;20081002;13.3;1100
619700;20081003;13.2;1100
619700;20081004;13.1;1100
619700;20081005;13.0;1100
619700;20081006;13.0;1100
619700;20081007;12.9;1100
619700;20081008;12.8;1100
619700;20081009;12.8;1100
619700;20081010;12.8;1100
619700;20081011;12.8;1100
619700;20081012;12.8;1100
619700;20081013;12.8;1100
619700;20081014;12.6;1100
619700;20081015;12.4;1100
619700;20081016;12.1;1100
