statid;timeobs;temperature_mean(ºC);label
615600;2009010100;-0.3;1100
615600;2009010101;0.4;1100
615600;2009010102;0.5;1100
615600;2009010103;0.5;1100
615600;2009010104;-0.6;1100
615600;2009010105;-1.1;1100
615600;2009010106;-2;1100
615600;2009010107;-3;1100
615600;2009010108;-2.8;1100
615600;2009010109;-0.4;1100
615600;2009010110;-0.4;1100
615600;2009010111;-0.4;1100
615600;2009010112;0.7;1100
615600;2009010113;0.8;1100
615600;2009010114;0.3;1100
615600;2009010115;0.3;1100
615600;2009010116;0.1;1100
615600;2009010117;-0.4;1100
615600;2009010118;-1.2;1100
615600;2009010119;-1.9;1100
615600;2009010120;-2.7;1100
615600;2009010121;-3.6;1100
615600;2009010122;-4.5;1100
615600;2009010123;-4.9;1100
615600;2009010200;-5.7;1100
615600;2009010201;-6.1;1100
615600;2009010202;-6.2;1100
615600;2009010203;-6.6;1100
615600;2009010204;-6.7;1100
615600;2009010205;-5.7;1100
615600;2009010206;-5.6;1100
615600;2009010207;-6.2;1100
615600;2009010208;-6.4;1100
615600;2009010209;-5.2;1100
615600;2009010210;-2.8;1100
615600;2009010211;-1.6;1100
615600;2009010212;-0.1;1100
615600;2009010213;0.5;1100
615600;2009010214;0.4;1100
615600;2009010215;-0.4;1100
615600;2009010216;-1.4;1100
615600;2009010217;-2.2;1100
615600;2009010218;-3.7;1100
615600;2009010219;-4;1100
615600;2009010220;-3.8;1100
615600;2009010221;-3.2;1100
615600;2009010222;-3;1100
615600;2009010223;-2.8;1100
615600;2009010300;-2.1;1100
615600;2009010301;-1.2;1100
615600;2009010302;-0.6;1100
615600;2009010303;-0.1;1100
615600;2009010304;0.5;1100
615600;2009010305;1.4;1100
615600;2009010306;1.5;1100
615600;2009010307;1.5;1100
615600;2009010308;1.4;1100
615600;2009010309;1.3;1100
615600;2009010310;1.8;1100
615600;2009010311;2.3;1100
615600;2009010312;2.6;1100
615600;2009010313;3.2;1100
615600;2009010314;2.8;1100
615600;2009010315;3.3;1100
615600;2009010316;3.6;1100
615600;2009010317;3.6;1100
615600;2009010318;2.6;1100
615600;2009010319;1.9;1100
615600;2009010320;1.4;1100
615600;2009010321;0.7;1100
615600;2009010322;0.5;1100
615600;2009010323;0.1;1100
615600;2009010400;-0.1;1100
615600;2009010401;-0.5;1100
615600;2009010402;-0.7;1100
615600;2009010403;-1;1100
615600;2009010404;-1.4;1100
615600;2009010405;-1.6;1100
615600;2009010406;-1.8;1100
615600;2009010407;-2.1;1100
615600;2009010408;-2.2;1100
615600;2009010409;-2.3;1100
615600;2009010410;-2.2;1100
615600;2009010411;-2.2;1100
615600;2009010412;-2.2;1100
615600;2009010413;-2.2;1100
615600;2009010414;-2.3;1100
615600;2009010415;-2.6;1100
615600;2009010416;-2.7;1100
615600;2009010417;-3.1;1100
615600;2009010418;-3.8;1100
615600;2009010419;-4.4;1100
615600;2009010420;-4.7;1100
615600;2009010421;-5;1100
615600;2009010422;-4.9;1100
615600;2009010423;-4.8;1100
615600;2009010500;-4.8;1100
615600;2009010501;-4.8;1100
615600;2009010502;-4.7;1100
615600;2009010503;-4.7;1100
615600;2009010504;-4.9;1100
615600;2009010505;-4.9;1100
615600;2009010506;-5;1100
615600;2009010507;-5.1;1100
615600;2009010508;-5;1100
615600;2009010509;-5.2;1100
615600;2009010510;-4;1100
615600;2009010511;-3;1100
615600;2009010512;-2.5;1100
615600;2009010513;-1.6;1100
615600;2009010514;-1.6;1100
615600;2009010515;-2.1;1100
615600;2009010516;-3.1;1100
615600;2009010517;-4.3;1100
615600;2009010518;-5.6;1100
615600;2009010519;-7;1100
615600;2009010520;-7.7;1100
615600;2009010521;-7.8;1100
615600;2009010522;-7.8;1100
615600;2009010523;-7.3;1100
615600;2009010600;-4.8;1100
615600;2009010601;-5;1100
615600;2009010602;-5;1100
615600;2009010603;-4.4;1100
615600;2009010604;-3.4;1100
615600;2009010605;-3;1100
615600;2009010606;-2.5;1100
615600;2009010607;-1.9;1100
615600;2009010608;-1.3;1100
615600;2009010609;-0.6;1100
615600;2009010610;0;1100
615600;2009010611;0.3;1100
615600;2009010612;0.6;1100
615600;2009010613;1.5;1100
615600;2009010614;1.3;1100
615600;2009010615;1.2;1100
615600;2009010616;1.1;1100
615600;2009010617;1.2;1100
615600;2009010618;1.2;1100
615600;2009010619;1.3;1100
615600;2009010620;1.4;1100
615600;2009010621;1.5;1100
615600;2009010622;0.7;1100
615600;2009010623;0.7;1100
615600;2009010700;0.9;1100
615600;2009010701;1.4;1100
615600;2009010702;1.8;1100
615600;2009010703;2.1;1100
615600;2009010704;1.8;1100
615600;2009010705;1.6;1100
615600;2009010706;1.2;1100
615600;2009010707;1.1;1100
615600;2009010708;0.4;1100
615600;2009010709;-0.1;1100
615600;2009010710;0.3;1100
615600;2009010711;1.6;1100
615600;2009010712;1.6;1100
615600;2009010713;1.2;1100
615600;2009010714;0.9;1100
615600;2009010715;-0.1;1100
615600;2009010716;-0.9;1100
615600;2009010717;-1.5;1100
615600;2009010718;-1.6;1100
615600;2009010719;-2;1100
615600;2009010720;-2.3;1100
615600;2009010721;-2.8;1100
615600;2009010722;-4.1;1100
615600;2009010723;-5.5;1100
615600;2009010800;-6.7;1100
615600;2009010801;-6.9;1100
615600;2009010802;-7;1100
615600;2009010803;-6.6;1100
615600;2009010804;-5.2;1100
615600;2009010805;-4;1100
615600;2009010806;-3.4;1100
615600;2009010807;-2.3;1100
615600;2009010808;-1.3;1100
615600;2009010809;-0.9;1100
615600;2009010810;-0.1;1100
615600;2009010811;0.5;1100
615600;2009010812;1.4;1100
615600;2009010813;1.9;1100
615600;2009010814;2.1;1100
615600;2009010815;2.1;1100
615600;2009010816;2.4;1100
615600;2009010817;2.2;1100
615600;2009010818;2.4;1100
615600;2009010819;2.9;1100
615600;2009010820;2.9;1100
615600;2009010821;3.2;1100
615600;2009010822;3.6;1100
615600;2009010823;3.7;1100
615600;2009010900;3.8;1100
615600;2009010901;4;1100
615600;2009010902;3.6;1100
615600;2009010903;3.5;1100
615600;2009010904;3.4;1100
615600;2009010905;3.6;1100
615600;2009010906;3.5;1100
615600;2009010907;3.3;1100
615600;2009010908;3.6;1100
615600;2009010909;3.6;1100
615600;2009010910;4;1100
615600;2009010911;4.6;1100
615600;2009010912;4.6;1100
615600;2009010913;4.7;1100
615600;2009010914;4.5;1100
615600;2009010915;3.9;1100
615600;2009010916;3.9;1100
615600;2009010917;4.1;1100
615600;2009010918;4;1100
615600;2009010919;3.6;1100
615600;2009010920;3.6;1100
615600;2009010921;3.4;1100
615600;2009010922;3.5;1100
615600;2009010923;3.4;1100
615600;2009011000;3.4;1100
615600;2009011001;3.2;1100
615600;2009011002;3;1100
615600;2009011003;2.9;1100
615600;2009011004;2.8;1100
615600;2009011005;2.8;1100
615600;2009011006;2.6;1100
615600;2009011007;2.6;1100
615600;2009011008;2.1;1100
615600;2009011009;1.9;1100
615600;2009011010;2.2;1100
615600;2009011011;2.6;1100
615600;2009011012;3;1100
615600;2009011013;3.3;1100
615600;2009011014;3.4;1100
615600;2009011015;2.8;1100
615600;2009011016;2.6;1100
615600;2009011017;2.2;1100
615600;2009011018;2;1100
615600;2009011019;1.7;1100
615600;2009011020;0.8;1100
615600;2009011021;1;1100
615600;2009011022;0.6;1100
615600;2009011023;0.5;1100
615600;2009011100;0.3;1100
615600;2009011101;0.2;1100
615600;2009011102;0;1100
615600;2009011103;-0.1;1100
615600;2009011104;-0.1;1100
615600;2009011105;-0.2;1100
615600;2009011106;-0.5;1100
615600;2009011107;-0.8;1100
615600;2009011108;-1.2;1100
615600;2009011109;-1.1;1100
615600;2009011110;-0.9;1100
615600;2009011111;-0.6;1100
615600;2009011112;-0.5;1100
615600;2009011113;-0.2;1100
615600;2009011114;0.4;1100
615600;2009011115;1.1;1100
615600;2009011116;1.8;1100
615600;2009011117;2.1;1100
615600;2009011118;2.5;1100
615600;2009011119;3.1;1100
615600;2009011120;3.1;1100
615600;2009011121;3.6;1100
615600;2009011122;3.8;1100
615600;2009011123;3.8;1100
615600;2009011200;3.8;1100
615600;2009011201;4;1100
615600;2009011202;4;1100
615600;2009011203;3.9;1100
615600;2009011204;4;1100
615600;2009011205;3.7;1100
615600;2009011206;3.5;1100
615600;2009011207;3.6;1100
615600;2009011208;3.6;1100
615600;2009011209;3.8;1100
615600;2009011210;4;1100
615600;2009011211;4.5;1100
615600;2009011212;4.3;1100
615600;2009011213;4.4;1100
615600;2009011214;4.4;1100
615600;2009011215;4.2;1100
615600;2009011216;4.3;1100
615600;2009011217;4;1100
615600;2009011218;2.9;1100
615600;2009011219;2.9;1100
615600;2009011220;3.5;1100
615600;2009011221;3.8;1100
615600;2009011222;3.5;1100
615600;2009011223;3;1100
615600;2009011300;3;1100
615600;2009011301;3.2;1100
615600;2009011302;3;1100
615600;2009011303;3;1100
615600;2009011304;3.2;1100
615600;2009011305;3.3;1100
615600;2009011306;3.5;1100
615600;2009011307;3.4;1100
615600;2009011308;3.5;1100
615600;2009011309;3.8;1100
615600;2009011310;3.9;1100
615600;2009011311;4.1;1100
615600;2009011312;4.2;1100
615600;2009011313;4.4;1100
615600;2009011314;4.4;1100
615600;2009011315;4.4;1100
615600;2009011316;4.5;1100
615600;2009011317;4.5;1100
615600;2009011318;4.3;1100
615600;2009011319;4.2;1100
615600;2009011320;4.1;1100
615600;2009011321;3.9;1100
615600;2009011322;3.8;1100
615600;2009011323;3.6;1100
615600;2009011400;3.5;1100
615600;2009011401;3.5;1100
615600;2009011402;3.4;1100
615600;2009011403;3.3;1100
615600;2009011404;3.3;1100
615600;2009011405;3.2;1100
615600;2009011406;3.1;1100
615600;2009011407;3.2;1100
615600;2009011408;3.1;1100
615600;2009011409;3.2;1100
615600;2009011410;3.3;1100
615600;2009011411;3.4;1100
615600;2009011412;3.8;1100
615600;2009011413;4.2;1100
615600;2009011414;4.2;1100
615600;2009011415;3.8;1100
615600;2009011416;3.7;1100
615600;2009011417;3.5;1100
615600;2009011418;3.3;1100
615600;2009011419;3.2;1100
615600;2009011420;3.1;1100
615600;2009011421;2.8;1100
615600;2009011422;2.8;1100
615600;2009011423;2.2;1100
615600;2009011500;2.2;1100
615600;2009011501;1.9;1100
615600;2009011502;1.5;1100
615600;2009011503;1.3;1100
615600;2009011504;1.3;1100
615600;2009011505;1.2;1100
615600;2009011506;1.4;1100
615600;2009011507;1.9;1100
615600;2009011508;2;1100
615600;2009011509;2.1;1100
615600;2009011510;2.3;1100
615600;2009011511;2.5;1100
615600;2009011512;2.8;1100
615600;2009011513;2.8;1100
615600;2009011514;2.5;1100
615600;2009011515;1.9;1100
615600;2009011516;1.1;1100
615600;2009011517;0.3;1100
615600;2009011518;-0.2;1100
615600;2009011519;-0.8;1100
615600;2009011520;-1.3;1100
615600;2009011521;-1.6;1100
615600;2009011522;-1.6;1100
615600;2009011523;-1.8;1100
615600;2009011600;-2.3;1100
615600;2009011601;-2.3;1100
615600;2009011602;-2.3;1100
615600;2009011603;-1.6;1100
615600;2009011604;-1.4;1100
615600;2009011605;-1.5;1100
615600;2009011606;-1.4;1100
615600;2009011607;-1.8;1100
615600;2009011608;-1.9;1100
615600;2009011609;-1.4;1100
615600;2009011610;-1;1100
615600;2009011611;-0.5;1100
615600;2009011612;0.3;1100
615600;2009011613;0.3;1100
615600;2009011614;0.3;1100
615600;2009011615;0.6;1100
615600;2009011616;0.6;1100
615600;2009011617;0.5;1100
615600;2009011618;0.5;1100
615600;2009011619;0.4;1100
615600;2009011620;0.3;1100
615600;2009011621;0.3;1100
615600;2009011622;0.2;1100
615600;2009011623;0.1;1100
615600;2009011700;-0.2;1100
615600;2009011701;-0.1;1100
615600;2009011702;-0.3;1100
615600;2009011703;-0.4;1100
615600;2009011704;-0.3;1100
615600;2009011705;-0.1;1100
615600;2009011706;-0.2;1100
615600;2009011707;-0.5;1100
615600;2009011708;-0.5;1100
615600;2009011709;-0.2;1100
615600;2009011710;0.3;1100
615600;2009011711;0.6;1100
615600;2009011712;0.6;1100
615600;2009011713;0.5;1100
615600;2009011714;0.2;1100
615600;2009011715;0.1;1100
615600;2009011716;0;1100
615600;2009011717;0.1;1100
615600;2009011718;0.2;1100
615600;2009011719;0.1;1100
615600;2009011720;-0.1;1100
615600;2009011721;-0.1;1100
615600;2009011722;0;1100
615600;2009011723;0;1100
615600;2009011800;0.1;1100
615600;2009011801;0.2;1100
615600;2009011802;0.4;1100
615600;2009011803;0.6;1100
615600;2009011804;0.8;1100
615600;2009011805;1;1100
615600;2009011806;1.1;1100
615600;2009011807;1;1100
615600;2009011808;1.4;1100
615600;2009011809;2;1100
615600;2009011810;2.2;1100
615600;2009011811;2.6;1100
615600;2009011812;3;1100
615600;2009011813;2.8;1100
615600;2009011814;2.5;1100
615600;2009011815;2.2;1100
615600;2009011816;2.1;1100
615600;2009011817;2.4;1100
615600;2009011818;2.6;1100
615600;2009011819;2.9;1100
615600;2009011820;2.9;1100
615600;2009011821;2.8;1100
615600;2009011822;2.5;1100
615600;2009011823;2.6;1100
615600;2009011900;2.9;1100
615600;2009011901;3.2;1100
615600;2009011902;2.9;1100
615600;2009011903;2.2;1100
615600;2009011904;1.7;1100
615600;2009011905;1.6;1100
615600;2009011906;1.6;1100
615600;2009011907;1.9;1100
615600;2009011908;2.1;1100
615600;2009011909;2.1;1100
615600;2009011910;2;1100
615600;2009011911;1.9;1100
615600;2009011912;1.8;1100
615600;2009011913;1.8;1100
615600;2009011914;1.8;1100
615600;2009011915;1.8;1100
615600;2009011916;1.7;1100
615600;2009011917;1.7;1100
615600;2009011918;1.9;1100
615600;2009011919;2.3;1100
615600;2009011920;1.7;1100
615600;2009011921;1.4;1100
615600;2009011922;1.3;1100
615600;2009011923;2;1100
615600;2009012000;2.8;1100
615600;2009012001;3.2;1100
615600;2009012002;3.5;1100
615600;2009012003;4.1;1100
615600;2009012004;4.9;1100
615600;2009012005;4.8;1100
615600;2009012006;4;1100
615600;2009012007;3.6;1100
615600;2009012008;3.4;1100
615600;2009012009;3.4;1100
615600;2009012010;3.7;1100
615600;2009012011;4.1;1100
615600;2009012012;4.4;1100
615600;2009012013;4.4;1100
615600;2009012014;4.2;1100
615600;2009012015;3.8;1100
615600;2009012016;3.6;1100
615600;2009012017;3.4;1100
615600;2009012018;3.5;1100
615600;2009012019;3.2;1100
615600;2009012020;3;1100
615600;2009012021;3.2;1100
615600;2009012022;3.2;1100
615600;2009012023;2.8;1100
615600;2009012100;2.3;1100
615600;2009012101;1.5;1100
615600;2009012102;0.4;1100
615600;2009012103;0.4;1100
615600;2009012104;0.3;1100
615600;2009012105;0.4;1100
615600;2009012106;0.1;1100
615600;2009012107;0.2;1100
615600;2009012108;0.2;1100
615600;2009012109;0.6;1100
615600;2009012110;1.9;1100
615600;2009012111;3;1100
615600;2009012112;3.9;1100
615600;2009012113;4.4;1100
615600;2009012114;4.4;1100
615600;2009012115;3.5;1100
615600;2009012116;1.8;1100
615600;2009012117;1.2;1100
615600;2009012118;0.4;1100
615600;2009012119;0.4;1100
615600;2009012120;0.4;1100
615600;2009012121;0.3;1100
615600;2009012122;0.2;1100
615600;2009012123;0.3;1100
615600;2009012200;0.3;1100
615600;2009012201;-0.3;1100
615600;2009012202;-0.5;1100
615600;2009012203;-0.5;1100
615600;2009012204;-0.5;1100
615600;2009012205;-0.6;1100
615600;2009012206;-0.6;1100
615600;2009012207;-0.4;1100
615600;2009012208;-0.2;1100
615600;2009012209;0.1;1100
615600;2009012210;0.6;1100
615600;2009012211;0.8;1100
615600;2009012212;1.1;1100
615600;2009012213;1.4;1100
615600;2009012214;1;1100
615600;2009012215;1;1100
615600;2009012216;0.8;1100
615600;2009012217;1;1100
615600;2009012218;1.1;1100
615600;2009012219;1.4;1100
615600;2009012220;1.1;1100
615600;2009012221;1.1;1100
615600;2009012222;1.5;1100
615600;2009012223;1.6;1100
615600;2009012300;1.7;1100
615600;2009012301;2.1;1100
615600;2009012302;2;1100
615600;2009012303;2.1;1100
615600;2009012304;1.5;1100
615600;2009012305;1.1;1100
615600;2009012306;0.7;1100
615600;2009012307;0.7;1100
615600;2009012308;0.7;1100
615600;2009012309;0.9;1100
615600;2009012310;0.8;1100
615600;2009012311;0.7;1100
615600;2009012312;0.8;1100
615600;2009012313;0.8;1100
615600;2009012314;0.8;1100
615600;2009012315;0.9;1100
615600;2009012316;1.3;1100
615600;2009012317;2;1100
615600;2009012318;2.3;1100
615600;2009012319;2.3;1100
615600;2009012320;2.3;1100
615600;2009012321;2.6;1100
615600;2009012322;2.8;1100
615600;2009012323;2.8;1100
615600;2009012400;3;1100
615600;2009012401;3.1;1100
615600;2009012402;2.8;1100
615600;2009012403;2.3;1100
615600;2009012404;2.2;1100
615600;2009012405;1.8;1100
615600;2009012406;1.6;1100
615600;2009012407;1.7;1100
615600;2009012408;1.6;1100
615600;2009012409;0.8;1100
615600;2009012410;1;1100
615600;2009012411;1.4;1100
615600;2009012412;1.7;1100
615600;2009012413;2.3;1100
615600;2009012414;2.4;1100
615600;2009012415;2.6;1100
615600;2009012416;2.5;1100
615600;2009012417;2.5;1100
615600;2009012418;2.6;1100
615600;2009012419;2.8;1100
615600;2009012420;2.9;1100
615600;2009012421;3.1;1100
615600;2009012422;3.2;1100
615600;2009012423;3.3;1100
615600;2009012500;3.5;1100
615600;2009012501;3.5;1100
615600;2009012502;3.4;1100
615600;2009012503;3.2;1100
615600;2009012504;3.3;1100
615600;2009012505;2.9;1100
615600;2009012506;2;1100
615600;2009012507;2.1;1100
615600;2009012508;2.2;1100
615600;2009012509;2.1;1100
615600;2009012510;2.2;1100
615600;2009012511;2.1;1100
615600;2009012512;2.5;1100
615600;2009012513;3.5;1100
615600;2009012514;3.4;1100
615600;2009012515;3.1;1100
615600;2009012516;2.7;1100
615600;2009012517;2.5;1100
615600;2009012518;2.4;1100
615600;2009012519;2.1;1100
615600;2009012520;1.9;1100
615600;2009012521;1.5;1100
615600;2009012522;1.4;1100
615600;2009012523;1.4;1100
615600;2009012600;1.3;1100
615600;2009012601;1.3;1100
615600;2009012602;1.5;1100
615600;2009012603;1.7;1100
615600;2009012604;1.7;1100
615600;2009012605;1.6;1100
615600;2009012606;1.7;1100
615600;2009012607;1.6;1100
615600;2009012608;1.4;1100
615600;2009012609;1.7;1100
615600;2009012610;1.9;1100
615600;2009012611;1.9;1100
615600;2009012612;1.9;1100
615600;2009012613;1.9;1100
615600;2009012614;1.7;1100
615600;2009012615;1.5;1100
615600;2009012616;1.3;1100
615600;2009012617;1.2;1100
615600;2009012618;1;1100
615600;2009012619;0.8;1100
615600;2009012620;0.7;1100
615600;2009012621;0.3;1100
615600;2009012622;0.1;1100
615600;2009012623;0;1100
615600;2009012700;0;1100
615600;2009012701;0.1;1100
615600;2009012702;0.2;1100
615600;2009012703;0.3;1100
615600;2009012704;0.4;1100
615600;2009012705;0.6;1100
615600;2009012706;0.6;1100
615600;2009012707;0.7;1100
615600;2009012708;0.9;1100
615600;2009012709;1;1100
615600;2009012710;1.6;1100
615600;2009012711;2.2;1100
615600;2009012712;2.3;1100
615600;2009012713;2.2;1100
615600;2009012714;2.2;1100
615600;2009012715;2;1100
615600;2009012716;1.8;1100
615600;2009012717;1.6;1100
615600;2009012718;1.2;1100
615600;2009012719;1;1100
615600;2009012720;1;1100
615600;2009012721;0.9;1100
615600;2009012722;0.8;1100
615600;2009012723;0.8;1100
615600;2009012800;0.5;1100
615600;2009012801;0.6;1100
615600;2009012802;0.5;1100
615600;2009012803;0.6;1100
615600;2009012804;0.5;1100
615600;2009012805;0.4;1100
615600;2009012806;0.4;1100
615600;2009012807;0.4;1100
615600;2009012808;0.2;1100
615600;2009012809;0;1100
615600;2009012810;0.8;1100
615600;2009012811;1.2;1100
615600;2009012812;1.1;1100
615600;2009012813;0.3;1100
615600;2009012814;0.1;1100
615600;2009012815;-0.3;1100
615600;2009012816;-0.1;1100
615600;2009012817;-0.2;1100
615600;2009012818;-0.6;1100
615600;2009012819;-0.8;1100
615600;2009012820;-0.9;1100
615600;2009012821;-1;1100
615600;2009012822;-1.2;1100
615600;2009012823;-1.5;1100
615600;2009012900;-1.7;1100
615600;2009012901;-1.9;1100
615600;2009012902;-2;1100
615600;2009012903;-2.3;1100
615600;2009012904;-2.6;1100
615600;2009012905;-2.8;1100
615600;2009012906;-3;1100
615600;2009012907;-3.1;1100
615600;2009012908;-3;1100
615600;2009012909;-2.8;1100
615600;2009012910;-2.9;1100
615600;2009012911;-2.7;1100
615600;2009012912;-2.6;1100
615600;2009012913;-2.5;1100
615600;2009012914;-2.6;1100
615600;2009012915;-2.7;1100
615600;2009012916;-2.8;1100
615600;2009012917;-2.7;1100
615600;2009012918;-2.7;1100
615600;2009012919;-3;1100
615600;2009012920;-3.2;1100
615600;2009012921;-3.4;1100
615600;2009012922;-3.4;1100
615600;2009012923;-3.4;1100
615600;2009013000;-3.4;1100
615600;2009013001;-3.5;1100
615600;2009013002;-3.4;1100
615600;2009013003;-3.1;1100
615600;2009013004;-3;1100
615600;2009013005;-3;1100
615600;2009013006;-3;1100
615600;2009013007;-2.7;1100
615600;2009013008;-2.3;1100
615600;2009013009;-1.9;1100
615600;2009013010;-1.7;1100
615600;2009013011;-1.3;1100
615600;2009013012;-0.8;1100
615600;2009013013;-0.3;1100
615600;2009013014;0;1100
615600;2009013015;0.1;1100
615600;2009013016;0.1;1100
615600;2009013017;0.1;1100
615600;2009013018;0.2;1100
615600;2009013019;0.2;1100
615600;2009013020;0.1;1100
