statid;timeobs (UTC);vandtemperatur (°C);label
20303;2009010100;3.3;1100
20303;2009010101;3.3;1100
20303;2009010102;3.2;1100
20303;2009010103;3.3;1100
20303;2009010104;3.1;1100
20303;2009010105;3.3;1100
20303;2009010106;3.3;1100
20303;2009010107;3.2;1100
20303;2009010108;3.2;1100
20303;2009010109;2.8;1100
20303;2009010110;2.9;1100
20303;2009010111;3;1100
20303;2009010112;3;1100
20303;2009010113;3;1100
20303;2009010114;3;1100
20303;2009010115;3;1100
20303;2009010116;3;1100
20303;2009010117;3;1100
20303;2009010118;3;1100
20303;2009010119;3;1100
20303;2009010120;3;1100
20303;2009010121;3;1100
20303;2009010122;3;1100
20303;2009010123;3;1100
20303;2009010200;2.9;1100
20303;2009010201;3;1100
20303;2009010202;2.9;1100
20303;2009010203;3;1100
20303;2009010204;2.9;1100
20303;2009010205;3;1100
20303;2009010206;3;1100
20303;2009010207;3;1100
20303;2009010208;3;1100
20303;2009010209;2.4;1100
20303;2009010210;2.5;1100
20303;2009010211;2.4;1100
20303;2009010212;2.5;1100
20303;2009010213;2.4;1100
20303;2009010214;2.7;1100
20303;2009010215;2.6;1100
20303;2009010216;2.7;1100
20303;2009010217;2.7;1100
20303;2009010218;2.6;1100
20303;2009010219;2.6;1100
20303;2009010220;2.8;1100
20303;2009010221;2.8;1100
20303;2009010222;2.8;1100
20303;2009010223;2.9;1100
20303;2009010300;2.9;1100
20303;2009010301;3;1100
20303;2009010302;3.1;1100
20303;2009010303;3.1;1100
20303;2009010304;3.2;1100
20303;2009010305;3.4;1100
20303;2009010306;3.3;1100
20303;2009010307;3.2;1100
20303;2009010308;3.5;1100
20303;2009010309;3.6;1100
20303;2009010310;3.9;1100
20303;2009010311;4.3;1100
20303;2009010312;4.3;1100
20303;2009010313;4.4;1100
20303;2009010314;4.5;1100
20303;2009010315;4.3;1100
20303;2009010316;4.5;1100
20303;2009010317;4.6;1100
20303;2009010318;4.7;1100
20303;2009010319;4.3;1100
20303;2009010320;4.9;1100
20303;2009010321;3.9;1100
20303;2009010322;4.1;1100
20303;2009010323;4;1100
20303;2009010400;3.6;1100
20303;2009010401;3.6;1100
20303;2009010402;3.7;1100
20303;2009010403;3.5;1100
20303;2009010404;3.7;1100
20303;2009010405;3.5;1100
20303;2009010406;3.5;1100
20303;2009010407;3.6;1100
20303;2009010408;3.6;1100
20303;2009010409;3.5;1100
20303;2009010410;3.5;1100
20303;2009010411;3.6;1100
20303;2009010412;3.5;1100
20303;2009010413;3.5;1100
20303;2009010414;3.5;1100
20303;2009010415;3.4;1100
20303;2009010416;3.4;1100
20303;2009010417;3.3;1100
20303;2009010418;3.3;1100
20303;2009010419;3.2;1100
20303;2009010420;3.2;1100
20303;2009010421;3.2;1100
20303;2009010422;3.1;1100
20303;2009010423;2.9;1100
20303;2009010500;2.7;1100
20303;2009010501;2.7;1100
20303;2009010502;2.6;1100
20303;2009010503;2.6;1100
20303;2009010504;2.6;1100
20303;2009010505;2.5;1100
20303;2009010506;2.5;1100
20303;2009010507;2.5;1100
20303;2009010508;2.5;1100
20303;2009010509;2.5;1100
20303;2009010510;2.3;1100
20303;2009010511;2.4;1100
20303;2009010512;2.5;1100
20303;2009010513;2.4;1100
20303;2009010514;2.3;1100
20303;2009010515;2.4;1100
20303;2009010516;2.4;1100
20303;2009010517;2.3;1100
20303;2009010518;2.4;1100
20303;2009010519;2.4;1100
20303;2009010520;2.4;1100
20303;2009010521;2.4;1100
20303;2009010522;2.5;1100
20303;2009010523;2.5;1100
20303;2009010600;2.5;1100
20303;2009010601;2.5;1100
20303;2009010602;2.6;1100
20303;2009010603;2.7;1100
20303;2009010604;2.9;1100
20303;2009010605;2.8;1100
20303;2009010606;3;1100
20303;2009010607;3.2;1100
20303;2009010608;3.2;1100
20303;2009010609;3.3;1100
20303;2009010610;3.3;1100
20303;2009010611;3.4;1100
20303;2009010612;3.4;1100
20303;2009010613;3.5;1100
20303;2009010614;3.5;1100
20303;2009010615;3.4;1100
20303;2009010616;3.5;1100
20303;2009010617;3.5;1100
20303;2009010618;3.5;1100
20303;2009010619;3.5;1100
20303;2009010620;3.5;1100
20303;2009010621;3.6;1100
20303;2009010622;3.8;1100
20303;2009010623;3.9;1100
20303;2009010700;3.9;1100
20303;2009010701;4;1100
20303;2009010702;4;1100
20303;2009010703;4.2;1100
20303;2009010704;4.2;1100
20303;2009010705;4.2;1100
20303;2009010706;4.2;1100
20303;2009010707;3.7;1100
20303;2009010708;3.8;1100
20303;2009010709;4.1;1100
20303;2009010710;4.3;1100
20303;2009010711;3.9;1100
20303;2009010712;3.6;1100
20303;2009010713;3.6;1100
20303;2009010714;3.6;1100
20303;2009010715;3.6;1100
20303;2009010716;4.1;1100
20303;2009010717;3.4;1100
20303;2009010718;3.3;1100
20303;2009010719;3.3;1100
20303;2009010720;3.3;1100
20303;2009010721;3.4;1100
20303;2009010722;3.3;1100
20303;2009010723;3.3;1100
20303;2009010800;3.4;1100
20303;2009010801;3.1;1100
20303;2009010802;3.1;1100
20303;2009010803;3.2;1100
20303;2009010804;3.2;1100
20303;2009010805;3.3;1100
20303;2009010806;3.4;1100
20303;2009010807;3.5;1100
20303;2009010808;3.5;1100
20303;2009010809;3.6;1100
20303;2009010810;3.5;1100
20303;2009010811;3.7;1100
20303;2009010812;3.7;1100
20303;2009010813;3.6;1100
20303;2009010814;3.6;1100
20303;2009010815;3.6;1100
20303;2009010816;3.8;1100
20303;2009010817;3.9;1100
20303;2009010818;3.9;1100
20303;2009010819;4;1100
20303;2009010820;4.1;1100
20303;2009010821;4.1;1100
20303;2009010822;4.1;1100
20303;2009010823;4.2;1100
20303;2009010900;4.2;1100
20303;2009010901;4.6;1100
20303;2009010902;4.6;1100
