statid;timeobs;jordtemperatur 1m (°C);label
606500;20100412;2.4;1100
606500;20100413;2.7;1100
606500;20100414;3.0;1100
606500;20100415;3.5;1100
606500;20100416;4.0;1100
606500;20100417;4.5;1100
606500;20100418;4.9;1100
606500;20100419;5.2;1100
606500;20100420;5.4;1100
606500;20100421;5.8;1100
606500;20100422;5.9;1100
606500;20100423;6.0;1100
606500;20100424;6.2;1100
606500;20100425;6.4;1100
606500;20100426;6.6;1100
606500;20100427;6.8;1100
606500;20100428;7.0;1100
606500;20100429;7.1;1100
606500;20100430;7.3;1100
606500;20060501;7.4;1100
606500;20060502;7.5;1100
606500;20060503;7.6;1100
606500;20060504;7.6;1100
606500;20060505;7.5;1100
606500;20060506;7.4;1100
606500;20060507;7.3;1100
606500;20060508;7.1;1100
606500;20060509;7.1;1100
606500;20060510;7.1;1100
606500;20060511;7.1;1100
606500;20060512;7.2;1100
606500;20060513;7.4;1100
606500;20060514;7.6;1100
606500;20060515;7.8;1100
606500;20060516;7.9;1100
606500;20060517;8.0;1100
606500;20060518;8.2;1100
606500;20060519;8.5;1100
606500;20060520;8.8;1100
606500;20060521;9.0;1100
606500;20060522;9.3;1100
606500;20060523;9.6;1100
606500;20060524;9.9;1100
606500;20060525;10.2;1100
606500;20060526;10.4;1100
606500;20060527;10.5;1100
606500;20060528;10.6;1100
606500;20060529;10.7;1100
606500;20060530;10.7;1100
606500;20060531;10.6;1100
606500;20050601;10.5;1100
606500;20050602;10.4;1100
606500;20050603;10.4;1100
606500;20050604;10.3;1100
606500;20050605;10.4;1100
606500;20050606;10.5;1100
606500;20050607;10.6;1100
606500;20050608;10.6;1100
606500;20050609;10.6;1100
606500;20050610;10.6;1100
606500;20050611;10.6;1100
606500;20050612;10.6;1100
606500;20050613;10.6;1100
606500;20050614;10.7;1100
606500;20050615;10.8;1100
606500;20050616;10.8;1100
606500;20050617;10.9;1100
606500;20050618;11.0;1100
606500;20050619;11.1;1100
606500;20050620;11.1;1100
606500;20050621;11.0;1100
606500;20050622;11.0;1100
606500;20050623;11.1;1100
606500;20050624;11.3;1100
606500;20050625;11.4;1100
606500;20050626;11.5;1100
606500;20050627;11.6;1100
606500;20050628;11.7;1100
606500;20050629;11.8;1100
606500;20050630;11.9;1100
606500;20090701;12.0;1100
606500;20090702;12.1;1100
606500;20090703;12.2;1100
606500;20090704;12.5;1100
606500;20090705;12.9;1100
606500;20090706;13.2;1100
606500;20090707;13.4;1100
606500;20090708;13.7;1100
606500;20090709;14.0;1100
606500;20090710;14.2;1100
606500;20090711;14.3;1100
606500;20090712;14.3;1100
606500;20090713;14.3;1100
606500;20090714;14.4;1100
606500;20090715;14.6;1100
606500;20090716;14.7;1100
606500;20090717;15.0;1100
606500;20090718;15.3;1100
606500;20090719;15.7;1100
606500;20090720;16.0;1100
606500;20090721;16.2;1100
606500;20090722;16.2;1100
606500;20090723;16.1;1100
606500;20090724;15.9;1100
606500;20090725;15.7;1100
606500;20090726;15.5;1100
606500;20090727;15.3;1100
606500;20090728;15.2;1100
606500;20090729;15.2;1100
606500;20090730;15.3;1100
606500;20090731;15.3;1100
606500;20090801;15.4;1100
606500;20090802;15.4;1100
606500;20090803;15.4;1100
606500;20090804;15.4;1100
606500;20090805;15.3;1100
606500;20090806;15.2;1100
606500;20090807;15.1;1100
606500;20090808;15.0;1100
606500;20090809;14.9;1100
606500;20090810;14.8;1100
606500;20090811;14.8;1100
606500;20090812;14.7;1100
606500;20090813;14.7;1100
606500;20090814;14.6;1100
606500;20090815;14.5;1100
606500;20090816;14.5;1100
606500;20090817;14.6;1100
606500;20090818;14.7;1100
606500;20090819;14.8;1100
606500;20090820;15.0;1100
606500;20090821;15.3;1100
606500;20090822;15.5;1100
606500;20090823;15.8;1100
606500;20090824;15.9;1100
606500;20090825;16.1;1100
606500;20090826;16.1;1100
606500;20090827;16.1;1100
606500;20090828;16.0;1100
606500;20090829;15.8;1100
606500;20090830;15.7;1100
606500;20090831;15.6;1100
606500;20090901;15.4;1100
606500;20090902;15.3;1100
606500;20090903;15.3;1100
606500;20090904;15.3;1100
606500;20090905;15.4;1100
606500;20090906;15.4;1100
606500;20090907;15.4;1100
606500;20090908;15.5;1100
606500;20090909;15.5;1100
606500;20090910;15.5;1100
606500;20090911;15.5;1100
606500;20090912;15.3;1100
606500;20090913;15.2;1100
606500;20090914;15.1;1100
606500;20090915;15.0;1100
606500;20090916;15.0;1100
606500;20090917;14.9;1100
606500;20090918;14.7;1100
606500;20090919;14.6;1100
606500;20090920;14.5;1100
606500;20090921;14.4;1100
606500;20090922;14.4;1100
606500;20090923;14.3;1100
606500;20090924;14.2;1100
606500;20090925;14.2;1100
606500;20090926;14.1;1100
606500;20090927;14.0;1100
606500;20090928;13.9;1100
606500;20090929;13.8;1100
606500;20090930;13.5;1100
606500;20081001;13.3;1100
606500;20081002;13.1;1100
606500;20081003;13.0;1100
606500;20081004;12.8;1100
606500;20081005;12.7;1100
606500;20081006;12.6;1100
606500;20081007;12.6;1100
606500;20081008;12.6;1100
606500;20081009;12.6;1100
606500;20081010;12.5;1100
606500;20081011;12.6;1100
606500;20081012;12.6;1100
606500;20081013;12.6;1100
606500;20081014;12.4;1100
606500;20081015;12.3;1100
606500;20081016;12.1;1100
606500;20081017;11.9;1100
606500;20081018;11.7;1100
606500;20081019;11.4;1100
606500;20081020;11.2;1100
606500;20081021;11.0;1100
606500;20081022;10.8;1100
606500;20081023;10.8;1100
606500;20081024;10.7;1100
606500;20081025;10.8;1100
606500;20081026;10.8;1100
606500;20081027;10.9;1100
606500;20081028;11.1;1100
606500;20081029;11.1;1100
606500;20081030;11.1;1100
606500;20081031;11.0;1100
606500;20101101;10.8;1100
606500;20101102;10.6;1100
606500;20101103;10.5;1100
606500;20101104;10.4;1100
606500;20101105;10.2;1100
606500;20101106;10.0;1100
606500;20101107;10.0;1100
606500;20101108;9.9;1100
606500;20101109;9.8;1100
606500;20101110;9.7;1100
606500;20101111;9.6;1100
606500;20101112;9.3;1100
606500;20101113;9.1;1100
606500;20101114;8.9;1100
606500;20101115;8.7;1100
606500;20101116;8.5;1100
606500;20101117;8.3;1100
606500;20101118;8.2;1100
606500;20101119;8.2;1100
606500;20101120;8.2;1100
606500;20101121;8.1;1100
606500;20101122;7.9;1100
606500;20101123;7.6;1100
606500;20101124;7.3;1100
606500;20101125;7.0;1100
606500;20101126;6.7;1100
606500;20101127;6.5;1100
606500;20101128;6.4;1100
606500;20101129;6.4;1100
606500;20101130;6.3;1100
606500;20091201;6.3;1100
606500;20091202;6.2;1100
606500;20091203;6.1;1100
606500;20091204;5.9;1100
606500;20091205;5.7;1100
606500;20091206;5.6;1100
606500;20091207;5.4;1100
606500;20091208;5.4;1100
606500;20091209;5.3;1100
606500;20091210;5.2;1100
606500;20091211;5.1;1100
606500;20091212;5.0;1100
606500;20091213;4.8;1100
606500;20091214;4.7;1100
606500;20091215;4.9;1100
606500;20091216;5.0;1100
606500;20091217;5.0;1100
606500;20091218;5.2;1100
606500;20091219;5.4;1100
606500;20091220;5.6;1100
606500;20091221;5.9;1100
606500;20091222;5.8;1100
606500;20091223;5.8;1100
606500;20091224;6.0;1100
606500;20091225;6.1;1100
606500;20091226;6.1;1100
606500;20091227;6.1;1100
606500;20091228;5.9;1100
606500;20091229;5.7;1100
606500;20091230;5.6;1100
606500;20091231;5.3;1100
