statid;timeobs (UTC);atmosfæretryk ved havniveau (hPa);label
615600;2009010100;1022.3;1100
615600;2009010101;1022;1100
615600;2009010102;1022.2;1100
615600;2009010103;1022.3;1100
615600;2009010104;1022.5;1100
615600;2009010105;1022.7;1100
615600;2009010106;1023.3;1100
615600;2009010107;1024;1100
615600;2009010108;1024.7;1100
615600;2009010109;1025.5;1100
615600;2009010110;1026;1100
615600;2009010111;1026.5;1100
615600;2009010112;1026.7;1100
615600;2009010113;1027.1;1100
615600;2009010114;1027.4;1100
615600;2009010115;1027.9;1100
615600;2009010116;1028.1;1100
615600;2009010117;1028.2;1100
615600;2009010118;1028.3;1100
615600;2009010119;1028.5;1100
615600;2009010120;1028.7;1100
615600;2009010121;1028.6;1100
615600;2009010122;1028.4;1100
615600;2009010123;1028.3;1100
615600;2009010200;1028.2;1100
615600;2009010201;1028.2;1100
615600;2009010202;1028.1;1100
615600;2009010203;1028.3;1100
615600;2009010204;1028.2;1100
615600;2009010205;1028.1;1100
615600;2009010206;1028.3;1100
615600;2009010207;1028.5;1100
615600;2009010208;1028.7;1100
615600;2009010209;1029.1;1100
615600;2009010210;1029.3;1100
615600;2009010211;1029.6;1100
615600;2009010212;1029.6;1100
615600;2009010213;1029.4;1100
615600;2009010214;1029.2;1100
615600;2009010215;1029.3;1100
615600;2009010216;1029.4;1100
615600;2009010217;1029.1;1100
615600;2009010218;1028.9;1100
615600;2009010219;1028.6;1100
615600;2009010220;1028.4;1100
615600;2009010221;1028;1100
615600;2009010222;1027.2;1100
615600;2009010223;1026.3;1100
615600;2009010300;1025;1100
615600;2009010301;1023.5;1100
615600;2009010302;1022.7;1100
615600;2009010303;1021.7;1100
615600;2009010304;1020.6;1100
615600;2009010305;1019.5;1100
615600;2009010306;1018.8;1100
615600;2009010307;1018.3;1100
615600;2009010308;1017.7;1100
615600;2009010309;1017;1100
615600;2009010310;1015.7;1100
615600;2009010311;1013.9;1100
615600;2009010312;1012.3;1100
615600;2009010313;1011.2;1100
615600;2009010314;1010.3;1100
615600;2009010315;1010.1;1100
615600;2009010316;1010.4;1100
615600;2009010317;1010.6;1100
615600;2009010318;1010.8;1100
615600;2009010319;1011.3;1100
615600;2009010320;1011.7;1100
615600;2009010321;1012.3;1100
615600;2009010322;1012.8;1100
615600;2009010323;1013.1;1100
615600;2009010400;1013.2;1100
615600;2009010401;1013.3;1100
615600;2009010402;1013.5;1100
615600;2009010403;1013.6;1100
615600;2009010404;1013.6;1100
615600;2009010405;1013.5;1100
615600;2009010406;1013.5;1100
615600;2009010407;1013.6;1100
615600;2009010408;1013.9;1100
615600;2009010409;1014.2;1100
615600;2009010410;1014;1100
615600;2009010411;1014;1100
615600;2009010412;1013.8;1100
615600;2009010413;1013.8;1100
615600;2009010414;1014.1;1100
615600;2009010415;1014.5;1100
615600;2009010416;1014.8;1100
615600;2009010417;1015.2;1100
615600;2009010418;1015.9;1100
615600;2009010419;1016.5;1100
615600;2009010420;1017.1;1100
615600;2009010421;1017.8;1100
615600;2009010422;1018.3;1100
615600;2009010423;1018.8;1100
615600;2009010500;1019.1;1100
615600;2009010501;1019.6;1100
615600;2009010502;1020.4;1100
615600;2009010503;1021;1100
615600;2009010504;1021.5;1100
615600;2009010505;1022.3;1100
615600;2009010506;1022.8;1100
615600;2009010507;1023.6;1100
