statid;timeobs (UTC);cloud cover (%);label
618400;2009010100;90;1100
618400;2009010101;90;1100
618400;2009010102;98;1100
618400;2009010103;77;1100
618400;2009010104;5;1100
618400;2009010105;0;1100
618400;2009010106;0;1100
618400;2009010107;17;1100
618400;2009010108;80;1100
618400;2009010109;20;1100
618400;2009010110;84;1100
618400;2009010111;45;1100
618400;2009010112;66;1100
618400;2009010113;85;1100
618400;2009010114;37;1100
618400;2009010115;64;1100
618400;2009010116;0;1100
618400;2009010117;0;1100
618400;2009010118;0;1100
618400;2009010119;0;1100
618400;2009010120;0;1100
618400;2009010121;0;1100
618400;2009010122;0;1100
618400;2009010123;0;1100
618400;2009010200;0;1100
618400;2009010201;17;1100
618400;2009010202;80;1100
618400;2009010203;13;1100
618400;2009010204;0;1100
618400;2009010205;0;1100
618400;2009010206;5;1100
618400;2009010207;5;1100
618400;2009010208;0;1100
618400;2009010209;0;1100
618400;2009010210;0;1100
618400;2009010211;0;1100
618400;2009010212;0;1100
618400;2009010213;35;1100
618400;2009010214;7;1100
618400;2009010215;0;1100
618400;2009010216;0;1100
618400;2009010217;0;1100
618400;2009010218;0;1100
618400;2009010219;0;1100
618400;2009010220;0;1100
618400;2009010221;0;1100
618400;2009010222;7;1100
618400;2009010223;0;1100
618400;2009010300;0;1100
618400;2009010301;18;1100
618400;2009010302;77;1100
618400;2009010303;60;1100
618400;2009010304;70;1100
618400;2009010305;97;1100
618400;2009010306;93;1100
618400;2009010307;84;1100
618400;2009010308;90;1100
618400;2009010309;93;1100
618400;2009010310;100;1100
618400;2009010311;95;1100
618400;2009010312;97;1100
618400;2009010313;100;1100
618400;2009010314;93;1100
618400;2009010315;93;1100
618400;2009010316;93;1100
618400;2009010317;20;1100
618400;2009010318;12;1100
618400;2009010319;0;1100
618400;2009010320;0;1100
618400;2009010321;15;1100
618400;2009010322;58;1100
618400;2009010323;94;1100
618400;2009010400;100;1100
618400;2009010401;100;1100
618400;2009010402;98;1100
618400;2009010403;93;1100
618400;2009010404;92;1100
618400;2009010405;100;1100
618400;2009010406;100;1100
618400;2009010407;100;1100
618400;2009010408;95;1100
618400;2009010409;90;1100
618400;2009010410;90;1100
618400;2009010411;95;1100
618400;2009010412;92;1100
618400;2009010413;98;1100
618400;2009010414;92;1100
618400;2009010415;90;1100
618400;2009010416;80;1100
618400;2009010417;90;1100
618400;2009010418;37;1100
618400;2009010419;8;1100
618400;2009010420;7;1100
618400;2009010421;0;1100
618400;2009010422;0;1100
618400;2009010423;0;1100
618400;2009010500;0;1100
618400;2009010501;0;1100
618400;2009010502;0;1100
618400;2009010503;0;1100
618400;2009010504;0;1100
618400;2009010505;0;1100
618400;2009010506;0;1100
618400;2009010507;0;1100
618400;2009010508;0;1100
618400;2009010509;0;1100
618400;2009010510;0;1100
618400;2009010511;0;1100
618400;2009010512;0;1100
618400;2009010513;0;1100
618400;2009010514;0;1100
618400;2009010515;0;1100
618400;2009010516;0;1100
618400;2009010517;0;1100
618400;2009010518;0;1100
618400;2009010519;0;1100
618400;2009010520;0;1100
618400;2009010521;0;1100
618400;2009010522;0;1100
618400;2009010523;0;1100
618400;2009010600;5;1100
618400;2009010601;3;1100
618400;2009010602;15;1100
618400;2009010603;12;1100
618400;2009010604;25;1100
618400;2009010605;55;1100
618400;2009010606;92;1100
618400;2009010607;93;1100
618400;2009010608;98;1100
618400;2009010609;93;1100
618400;2009010610;98;1100
618400;2009010611;92;1100
618400;2009010612;73;1100
618400;2009010613;18;1100
618400;2009010614;95;1100
618400;2009010615;100;1100
618400;2009010616;100;1100
618400;2009010617;100;1100
618400;2009010618;100;1100
