statid;timeobs;radiation_mean(W/m^2);label
606500;2009010100;0;1100
606500;2009010101;0;1100
606500;2009010102;0;1100
606500;2009010103;0;1100
606500;2009010104;0;1100
606500;2009010105;0;1100
606500;2009010106;0;1100
606500;2009010107;1;1100
606500;2009010108;3;1100
606500;2009010109;21;1100
606500;2009010110;57;1100
606500;2009010111;75;1100
606500;2009010112;95;1100
606500;2009010113;74;1100
606500;2009010114;56;1100
606500;2009010115;16;1100
606500;2009010116;2;1100
606500;2009010117;0;1100
606500;2009010118;0;1100
606500;2009010119;0;1100
606500;2009010120;0;1100
606500;2009010121;0;1100
606500;2009010122;0;1100
606500;2009010123;0;1100
606500;2009010200;0;1100
606500;2009010201;0;1100
606500;2009010202;0;1100
606500;2009010203;0;1100
606500;2009010204;0;1100
606500;2009010205;0;1100
606500;2009010206;0;1100
606500;2009010207;2;1100
606500;2009010208;3;1100
606500;2009010209;31;1100
606500;2009010210;114;1100
606500;2009010211;176;1100
606500;2009010212;197;1100
606500;2009010213;175;1100
606500;2009010214;116;1100
606500;2009010215;37;1100
606500;2009010216;3;1100
606500;2009010217;0;1100
606500;2009010218;0;1100
606500;2009010219;0;1100
606500;2009010220;0;1100
606500;2009010221;0;1100
606500;2009010222;0;1100
606500;2009010223;0;1100
606500;2009010300;0;1100
606500;2009010301;0;1100
606500;2009010302;0;1100
606500;2009010303;0;1100
606500;2009010304;0;1100
606500;2009010305;0;1100
606500;2009010306;0;1100
606500;2009010307;0;1100
606500;2009010308;1;1100
606500;2009010309;20;1100
606500;2009010310;21;1100
606500;2009010311;19;1100
606500;2009010312;28;1100
606500;2009010313;124;1100
606500;2009010314;97;1100
606500;2009010315;18;1100
606500;2009010316;1;1100
606500;2009010317;0;1100
606500;2009010318;0;1100
606500;2009010319;0;1100
606500;2009010320;0;1100
606500;2009010321;0;1100
606500;2009010322;0;1100
606500;2009010323;0;1100
606500;2009010400;0;1100
606500;2009010401;0;1100
606500;2009010402;0;1100
606500;2009010403;0;1100
606500;2009010404;0;1100
606500;2009010405;0;1100
606500;2009010406;0;1100
606500;2009010407;1;1100
606500;2009010408;2;1100
606500;2009010409;12;1100
606500;2009010410;33;1100
606500;2009010411;30;1100
606500;2009010412;77;1100
606500;2009010413;74;1100
606500;2009010414;38;1100
606500;2009010415;20;1100
606500;2009010416;3;1100
606500;2009010417;0;1100
606500;2009010418;0;1100
606500;2009010419;0;1100
606500;2009010420;0;1100
606500;2009010421;0;1100
606500;2009010422;0;1100
606500;2009010423;0;1100
606500;2009010500;0;1100
606500;2009010501;0;1100
606500;2009010502;0;1100
606500;2009010503;0;1100
606500;2009010504;0;1100
606500;2009010505;0;1100
606500;2009010506;0;1100
606500;2009010507;2;1100
606500;2009010508;5;1100
606500;2009010509;41;1100
606500;2009010510;119;1100
606500;2009010511;179;1100
606500;2009010512;198;1100
606500;2009010513;178;1100
606500;2009010514;119;1100
606500;2009010515;40;1100
606500;2009010516;4;1100
606500;2009010517;0;1100
606500;2009010518;0;1100
606500;2009010519;0;1100
606500;2009010520;0;1100
606500;2009010521;0;1100
606500;2009010522;0;1100
606500;2009010523;0;1100
606500;2009010600;0;1100
606500;2009010601;0;1100
606500;2009010602;0;1100
606500;2009010603;0;1100
606500;2009010604;0;1100
606500;2009010605;0;1100
606500;2009010606;0;1100
606500;2009010607;0;1100
606500;2009010608;1;1100
606500;2009010609;11;1100
606500;2009010610;33;1100
606500;2009010611;86;1100
606500;2009010612;122;1100
606500;2009010613;52;1100
606500;2009010614;28;1100
606500;2009010615;17;1100
606500;2009010616;2;1100
606500;2009010617;0;1100
606500;2009010618;0;1100
606500;2009010619;0;1100
606500;2009010620;0;1100
606500;2009010621;0;1100
606500;2009010622;0;1100
606500;2009010623;0;1100
606500;2009010700;0;1100
606500;2009010701;0;1100
606500;2009010702;0;1100
606500;2009010703;0;1100
606500;2009010704;0;1100
606500;2009010705;0;1100
606500;2009010706;0;1100
606500;2009010707;1;1100
606500;2009010708;3;1100
606500;2009010709;39;1100
606500;2009010710;98;1100
606500;2009010711;155;1100
606500;2009010712;166;1100
606500;2009010713;174;1100
606500;2009010714;93;1100
606500;2009010715;46;1100
606500;2009010716;3;1100
606500;2009010717;0;1100
606500;2009010718;0;1100
606500;2009010719;0;1100
606500;2009010720;0;1100
606500;2009010721;0;1100
606500;2009010722;0;1100
606500;2009010723;0;1100
606500;2009010800;0;1100
606500;2009010801;0;1100
606500;2009010802;0;1100
606500;2009010803;0;1100
606500;2009010804;0;1100
606500;2009010805;0;1100
606500;2009010806;0;1100
606500;2009010807;1;1100
606500;2009010808;1;1100
606500;2009010809;16;1100
606500;2009010810;24;1100
606500;2009010811;25;1100
606500;2009010812;24;1100
606500;2009010813;32;1100
606500;2009010814;25;1100
606500;2009010815;12;1100
606500;2009010816;1;1100
606500;2009010817;0;1100
606500;2009010818;0;1100
606500;2009010819;0;1100
606500;2009010820;0;1100
606500;2009010821;0;1100
606500;2009010822;0;1100
