statid;timeobs (UTC);atmosfæretryk ved havniveau (hPa);label
603000;2009010100;1022.8;1000
603000;2009010101;1022.6;1100
603000;2009010102;1022.8;1100
603000;2009010103;1023.5;1100
603000;2009010104;1023.9;1100
603000;2009010105;1024.5;1100
603000;2009010106;1025.4;1100
603000;2009010107;1026.2;1100
603000;2009010108;1027;1100
603000;2009010109;1027.7;1100
603000;2009010110;1028.3;1100
603000;2009010111;1028.6;1100
603000;2009010112;1028.9;1100
603000;2009010113;1029.1;1100
603000;2009010114;1029.2;1100
603000;2009010115;1029.4;1100
603000;2009010116;1029.5;1100
603000;2009010117;1029.7;1100
603000;2009010118;1029.7;1100
603000;2009010119;1029.9;1100
603000;2009010120;1029.9;1100
603000;2009010121;1029.8;1100
603000;2009010122;1029.5;1100
603000;2009010123;1029.4;1100
603000;2009010200;1029.1;1000
603000;2009010201;1029;1100
603000;2009010202;1029;1100
603000;2009010203;1029.1;1100
603000;2009010204;1029.2;1100
603000;2009010205;1029.2;1100
603000;2009010206;1029.2;1100
603000;2009010207;1029.3;1100
603000;2009010208;1029.7;1100
603000;2009010209;1030.3;1100
603000;2009010210;1030.7;1100
603000;2009010211;1030.8;1100
603000;2009010212;1030.8;1100
603000;2009010213;1030.5;1100
603000;2009010214;1030.3;1100
603000;2009010215;1029.9;1100
603000;2009010216;1029.5;1100
603000;2009010217;1029;1100
603000;2009010218;1028.3;1100
603000;2009010219;1027.6;1100
603000;2009010220;1026.6;1100
603000;2009010221;1025.7;1100
603000;2009010222;1024.7;1100
603000;2009010223;1023.7;1100
603000;2009010300;1023.1;1000
603000;2009010301;1022;1100
603000;2009010302;1021.1;1100
603000;2009010303;1020.4;1100
603000;2009010304;1019.6;1100
603000;2009010305;1018.6;1100
603000;2009010306;1017.9;1100
603000;2009010307;1016.4;1100
603000;2009010308;1015.3;1100
603000;2009010309;1014;1100
603000;2009010310;1012.4;1100
603000;2009010311;1011.3;1100
603000;2009010312;1010.7;1100
603000;2009010313;1010.6;1100
603000;2009010314;1010.8;1100
603000;2009010315;1011;1100
603000;2009010316;1011.5;1100
603000;2009010317;1011.9;1100
603000;2009010318;1012.1;1100
603000;2009010319;1012.7;1100
603000;2009010320;1013;1100
603000;2009010321;1013.5;1100
603000;2009010322;1013.9;1100
603000;2009010323;1014.1;1100
603000;2009010400;1014.2;1100
603000;2009010401;1014.5;1100
603000;2009010402;1014.5;1100
603000;2009010403;1014.3;1100
603000;2009010404;1014.2;1100
603000;2009010405;1014.1;1100
603000;2009010406;1014.1;1100
603000;2009010407;1014.3;1100
603000;2009010408;1014.6;1100
603000;2009010409;1014.9;1100
603000;2009010410;1015.3;1100
603000;2009010411;1015.6;1100
603000;2009010412;1015.8;1100
603000;2009010413;1016;1100
