statid;timeobs;temperature_mean(ºC);label
608000;2009010100;1.1;1100
608000;2009010101;0.5;1100
608000;2009010102;-0.1;1100
608000;2009010103;-0.3;1100
608000;2009010104;-0.5;1100
608000;2009010105;-1.4;1100
608000;2009010106;-0.9;1100
608000;2009010107;-1;1100
608000;2009010108;-2.4;1100
608000;2009010109;-0.1;1000
608000;2009010110;-1.2;1100
608000;2009010111;-1.1;1100
608000;2009010112;-1;1100
608000;2009010113;-0.6;1100
608000;2009010114;-0.1;1100
608000;2009010115;-0.1;1100
608000;2009010116;-1.9;1100
608000;2009010117;-3.1;1100
608000;2009010118;-1.5;1100
608000;2009010119;-1.2;1100
608000;2009010120;-0.9;1100
608000;2009010121;-1.1;1100
608000;2009010122;-2;1100
608000;2009010123;-2.5;1100
608000;2009010200;-2.7;1100
608000;2009010201;-3.5;1100
608000;2009010202;-4.4;1100
608000;2009010203;-4.2;1100
608000;2009010204;-4.3;1100
608000;2009010205;-5.3;1100
608000;2009010206;-4.5;1100
608000;2009010207;-5.5;1100
608000;2009010208;-6.2;1100
608000;2009010209;-6.5;1100
608000;2009010210;-3.6;1100
608000;2009010211;-2.5;1100
608000;2009010212;-1.6;1100
608000;2009010213;-1.1;1100
608000;2009010214;-1.2;1100
608000;2009010215;-1.7;1100
608000;2009010216;-3.8;1100
608000;2009010217;-4.7;1100
608000;2009010218;-5.5;1100
608000;2009010219;-5.9;1100
608000;2009010220;-6;1100
608000;2009010221;-6;1100
608000;2009010222;-4.5;1100
608000;2009010223;-2.1;1100
608000;2009010300;-0.7;1100
608000;2009010301;0.2;1100
608000;2009010302;0.9;1100
608000;2009010303;1.3;1100
608000;2009010304;1.2;1100
608000;2009010305;1.5;1100
608000;2009010306;1.6;1100
608000;2009010307;2;1100
608000;2009010308;2.2;1100
608000;2009010309;2.4;1100
608000;2009010310;3.1;1100
608000;2009010311;3.8;1100
608000;2009010312;3.9;1100
608000;2009010313;3.9;1100
608000;2009010314;4.4;1100
608000;2009010315;4.8;1100
608000;2009010316;5;1100
608000;2009010317;4.7;1100
608000;2009010318;4.2;1100
608000;2009010319;4;1100
608000;2009010320;3.4;1100
608000;2009010321;2.8;1100
608000;2009010322;2.6;1100
608000;2009010323;2.7;1100
608000;2009010400;2.4;1100
608000;2009010401;1.3;1100
608000;2009010402;0.9;1100
608000;2009010403;0.8;1100
608000;2009010404;1.2;1100
608000;2009010405;0.3;1100
608000;2009010406;0.7;1100
608000;2009010407;-0.2;1100
608000;2009010408;-0.7;1100
608000;2009010409;-0.9;1100
608000;2009010410;-0.7;1100
608000;2009010411;-0.1;1100
608000;2009010412;0.3;1100
608000;2009010413;0.4;1100
608000;2009010414;0.5;1100
608000;2009010415;-0.1;1100
608000;2009010416;-0.8;1100
608000;2009010417;-1.7;1100
608000;2009010418;-2.9;1100
608000;2009010419;-3.5;1100
608000;2009010420;-4;1100
608000;2009010421;-4.5;1100
608000;2009010422;-5.2;1100
608000;2009010423;-5.7;1100
608000;2009010500;-6.2;1100
608000;2009010501;-6.6;1100
608000;2009010502;-7;1100
608000;2009010503;-7.5;1100
608000;2009010504;-7.9;1100
608000;2009010505;-7.8;1100
608000;2009010506;-7.7;1100
608000;2009010507;-8.3;1100
608000;2009010508;-8.4;1100
608000;2009010509;-8.2;1100
608000;2009010510;-6.8;1100
608000;2009010511;-5.2;1100
608000;2009010512;-4.1;1100
608000;2009010513;-3.5;1100
608000;2009010514;-3.2;1100
608000;2009010515;-3.9;1100
608000;2009010516;-5.6;1100
608000;2009010517;-7;1100
608000;2009010518;-7.8;1100
608000;2009010519;-8;1100
608000;2009010520;-7.4;1100
608000;2009010521;-7.7;1100
608000;2009010522;-7.4;1100
608000;2009010523;-6.8;1100
608000;2009010600;-5.8;1100
608000;2009010601;-5.3;1100
608000;2009010602;-4;1100
608000;2009010603;-3.2;1100
608000;2009010604;-2.8;1100
608000;2009010605;0.2;1000
608000;2009010606;-0.1;1100
608000;2009010607;0.6;1100
608000;2009010608;1;1100
608000;2009010609;1.4;1100
608000;2009010610;0.9;1100
608000;2009010611;1.8;1100
608000;2009010612;1.6;1100
608000;2009010613;1.9;1100
608000;2009010614;1.8;1100
608000;2009010615;1.7;1100
608000;2009010616;1.9;1100
608000;2009010617;2.1;1100
608000;2009010618;2.3;1100
608000;2009010619;2.6;1100
608000;2009010620;1.7;1100
608000;2009010621;1.6;1100
608000;2009010622;2.4;1100
608000;2009010623;3.3;1100
608000;2009010700;3;1100
608000;2009010701;2;1100
608000;2009010702;2.4;1100
608000;2009010703;2.7;1100
608000;2009010704;2.3;1100
608000;2009010705;1.9;1100
608000;2009010706;1.3;1100
608000;2009010707;0.7;1100
608000;2009010708;0;1100
608000;2009010709;-0.3;1100
608000;2009010710;0.9;1100
608000;2009010711;1.6;1100
608000;2009010712;1.7;1100
608000;2009010713;1.5;1100
608000;2009010714;1.3;1100
608000;2009010715;0.2;1100
608000;2009010716;-1.5;1100
608000;2009010717;-3.1;1100
608000;2009010718;-4.1;1100
608000;2009010719;-3.8;1100
608000;2009010720;-4.3;1100
608000;2009010721;-4.8;1100
608000;2009010722;-4.3;1100
608000;2009010723;-4.2;1100
608000;2009010800;-4.3;1100
608000;2009010801;-3.8;1100
608000;2009010802;-3.7;1100
608000;2009010803;-2.9;1100
608000;2009010804;-2.8;1100
608000;2009010805;-2.6;1100
608000;2009010806;-0.2;1100
608000;2009010807;1.3;1100
608000;2009010808;2.2;1100
608000;2009010809;3.1;1100
608000;2009010810;3.8;1100
608000;2009010811;4.2;1100
608000;2009010812;4.5;1100
608000;2009010813;4.3;1100
608000;2009010814;4.2;1100
608000;2009010815;4.4;1100
608000;2009010816;4.5;1100
608000;2009010817;4.6;1100
608000;2009010818;4.7;1100
608000;2009010819;4.7;1100
608000;2009010820;4.8;1100
608000;2009010821;4.9;1100
608000;2009010822;4.6;1100
608000;2009010823;4.7;1100
608000;2009010900;4.6;1100
608000;2009010901;4.7;1100
608000;2009010902;4.5;1100
608000;2009010903;4.4;1100
608000;2009010904;4.1;1100
608000;2009010905;3.7;1100
608000;2009010906;3.4;1100
608000;2009010907;2.8;1100
608000;2009010908;2.3;1100
608000;2009010909;2.7;1100
608000;2009010910;3.6;1100
608000;2009010911;5;1100
608000;2009010912;5;1100
608000;2009010913;5.3;1100
608000;2009010914;5.3;1100
608000;2009010915;3.9;1100
608000;2009010916;2.1;1100
608000;2009010917;1.9;1100
608000;2009010918;2.4;1100
608000;2009010919;2.4;1100
608000;2009010920;1.4;1100
608000;2009010921;1.2;1100
608000;2009010922;2.1;1100
608000;2009010923;2;1100
608000;2009011000;2.8;1100
608000;2009011001;3.1;1100
608000;2009011002;2.9;1100
608000;2009011003;3;1100
608000;2009011004;3.1;1100
608000;2009011005;3;1100
608000;2009011006;3.3;1100
608000;2009011007;2.9;1100
608000;2009011008;2.9;1100
608000;2009011009;2.8;1100
608000;2009011010;3.1;1100
608000;2009011011;3.6;1100
608000;2009011012;4.1;1100
608000;2009011013;3.8;1100
608000;2009011014;3.4;1100
608000;2009011015;2.5;1100
608000;2009011016;2.3;1100
608000;2009011017;1;1100
608000;2009011018;0.6;1100
608000;2009011019;-0.1;1100
608000;2009011020;-0.1;1100
608000;2009011021;0;1100
608000;2009011022;0.1;1100
608000;2009011023;0.1;1100
608000;2009011100;0;1100
608000;2009011101;0.4;1100
608000;2009011102;1.7;1100
608000;2009011103;2.1;1100
608000;2009011104;2.1;1100
608000;2009011105;2.1;1100
608000;2009011106;2.3;1100
608000;2009011107;2.2;1100
608000;2009011108;2.3;1100
608000;2009011109;3;1100
608000;2009011110;3.5;1100
608000;2009011111;3.1;1100
608000;2009011112;2.6;1100
608000;2009011113;3.5;1100
608000;2009011114;4.4;1100
608000;2009011115;4.7;1100
608000;2009011116;4.9;1100
608000;2009011117;5.3;1100
608000;2009011118;5.3;1100
608000;2009011119;5.4;1100
608000;2009011120;5.5;1100
608000;2009011121;5.5;1100
608000;2009011122;5.4;1100
608000;2009011123;5.1;1100
608000;2009011200;5.2;1100
608000;2009011201;5.2;1100
608000;2009011202;5;1100
608000;2009011203;4.7;1100
608000;2009011204;4.5;1100
608000;2009011205;4;1100
608000;2009011206;3.9;1100
608000;2009011207;4.1;1100
608000;2009011208;4.4;1100
608000;2009011209;4.5;1100
608000;2009011210;4.8;1100
608000;2009011211;4.5;1100
608000;2009011212;4.2;1100
608000;2009011213;4.2;1100
608000;2009011214;4.2;1100
608000;2009011215;4.3;1100
608000;2009011216;4.4;1100
608000;2009011217;4.5;1100
608000;2009011218;4.5;1100
608000;2009011219;4.2;1100
608000;2009011220;3.9;1100
608000;2009011221;3.8;1100
608000;2009011222;3.9;1100
608000;2009011223;4;1100
608000;2009011300;4.2;1100
608000;2009011301;4.3;1100
608000;2009011302;4.5;1100
608000;2009011303;4.7;1100
608000;2009011304;5;1100
608000;2009011305;5.1;1100
608000;2009011306;5.1;1100
608000;2009011307;5.2;1100
608000;2009011308;5.5;1100
608000;2009011309;5.7;1100
608000;2009011310;6.2;1100
608000;2009011311;6.1;1100
608000;2009011312;6.1;1100
608000;2009011313;6.4;1100
608000;2009011314;6.3;1100
608000;2009011315;6.1;1100
608000;2009011316;5.8;1100
608000;2009011317;5.5;1100
608000;2009011318;5.5;1100
608000;2009011319;5.3;1100
608000;2009011320;5.3;1100
608000;2009011321;5.2;1100
608000;2009011322;5.2;1100
608000;2009011323;5.3;1100
608000;2009011400;5.5;1100
608000;2009011401;5.4;1100
608000;2009011402;5.5;1100
608000;2009011403;5.2;1100
608000;2009011404;5;1100
608000;2009011405;4.9;1100
608000;2009011406;5;1100
608000;2009011407;4.8;1100
608000;2009011408;4.8;1100
608000;2009011409;3.9;1100
608000;2009011410;4;1100
608000;2009011411;4.2;1100
608000;2009011412;4.8;1100
608000;2009011413;5;1100
608000;2009011414;5.3;1100
608000;2009011415;5.1;1100
608000;2009011416;4.9;1100
