statid;timeobs (UTC);vandtemperatur (°C);label
20303;2009011318;2.6;1100
20303;2009011319;2.6;1100
20303;2009011320;2.6;1100
20303;2009011321;2.7;1100
20303;2009011322;2.7;1100
20303;2009011323;2.7;1100
20303;2009011400;2.6;1100
20303;2009011401;2.6;1100
20303;2009011402;2.7;1100
20303;2009011403;2.8;1100
20303;2009011404;2.8;1100
20303;2009011405;2.8;1100
20303;2009011406;2.8;1100
20303;2009011407;2.9;1100
20303;2009011408;2.9;1100
20303;2009011409;2.9;1100
20303;2009011410;3;1100
20303;2009011411;3;1100
20303;2009011412;2.9;1100
20303;2009011413;2.9;1100
20303;2009011414;2.9;1100
20303;2009011415;2.8;1100
20303;2009011416;2.9;1100
20303;2009011417;2.9;1100
20303;2009011418;3;1100
20303;2009011419;3.1;1100
20303;2009011420;3;1100
20303;2009011421;3.1;1100
20303;2009011422;3.2;1100
20303;2009011423;3.2;1100
20303;2009011500;3;1100
20303;2009011501;3;1100
20303;2009011502;3;1100
20303;2009011503;3;1100
20303;2009011504;3;1100
20303;2009011505;3.1;1100
20303;2009011506;3.1;1100
20303;2009011507;3.1;1100
20303;2009011508;3.1;1100
20303;2009011509;3.3;1100
20303;2009011510;3.2;1100
20303;2009011511;3.3;1100
20303;2009011512;3.3;1100
20303;2009011513;3.1;1100
20303;2009011514;3;1100
20303;2009011515;3;1100
20303;2009011516;3;1100
20303;2009011517;3;1100
20303;2009011518;3.1;1100
20303;2009011519;3.1;1100
20303;2009011520;3.2;1100
20303;2009011521;3.4;1100
20303;2009011522;3.5;1100
20303;2009011523;3.5;1100
20303;2009011600;3.4;1100
20303;2009011601;3.3;1100
20303;2009011602;3.3;1100
20303;2009011603;3.2;1100
20303;2009011604;3.1;1100
20303;2009011605;3.1;1100
20303;2009011606;3.2;1100
20303;2009011607;3.3;1100
20303;2009011608;3.3;1100
20303;2009011609;3.5;1100
20303;2009011610;3.5;1100
20303;2009011611;3.5;1100
20303;2009011612;3.6;1100
20303;2009011613;3.4;1100
20303;2009011614;3.3;1100
20303;2009011615;3.2;1100
20303;2009011616;3.1;1100
20303;2009011617;3.1;1100
20303;2009011618;3.1;1100
20303;2009011619;3.2;1100
20303;2009011620;3.3;1100
20303;2009011621;3.3;1100
20303;2009011622;3.4;1100
20303;2009011623;3.5;1100
20303;2009011700;3.5;1100
20303;2009011701;3.2;1100
20303;2009011702;3.1;1100
20303;2009011703;3;1100
20303;2009011704;3;1100
20303;2009011705;3;1100
20303;2009011706;3;1100
20303;2009011707;3.1;1100
20303;2009011708;3.1;1100
20303;2009011709;3.2;1100
20303;2009011710;3.3;1100
20303;2009011711;3.6;1100
20303;2009011712;3.6;1100
20303;2009011713;3.7;1100
20303;2009011714;3;1100
20303;2009011715;2.8;1100
20303;2009011716;2.7;1100
20303;2009011717;2.7;1100
20303;2009011718;2.8;1100
20303;2009011719;2.8;1100
20303;2009011720;2.9;1100
20303;2009011721;3;1100
20303;2009011722;3.3;1100
20303;2009011723;3.7;1100
20303;2009011800;3.7;1100
20303;2009011801;3.7;1100
20303;2009011802;3.1;1100
20303;2009011803;2.9;1100
20303;2009011804;2.7;1100
20303;2009011805;2.7;1100
20303;2009011806;2.8;1100
20303;2009011807;2.8;1100
20303;2009011808;2.8;1100
20303;2009011809;2.8;1100
20303;2009011810;3.1;1100
20303;2009011811;3.3;1100
20303;2009011812;3.3;1100
20303;2009011813;3.4;1100
20303;2009011814;3.4;1100
20303;2009011815;3.2;1100
20303;2009011816;2.8;1100
20303;2009011817;2.6;1100
20303;2009011818;2.7;1100
20303;2009011819;2.8;1100
20303;2009011820;2.9;1100
20303;2009011821;2.9;1100
20303;2009011822;2.9;1100
20303;2009011823;3.1;1100
20303;2009011900;3.3;1100
20303;2009011901;3.3;1100
20303;2009011902;3.3;1100
20303;2009011903;3.3;1100
20303;2009011904;3.2;1100
20303;2009011905;3.2;1100
20303;2009011906;3.2;1100
20303;2009011907;3.1;1100
20303;2009011908;3.2;1100
20303;2009011909;3.2;1100
20303;2009011910;3.1;1100
20303;2009011911;3.1;1100
20303;2009011912;3.3;1100
20303;2009011913;3.3;1100
20303;2009011914;3.3;1100
20303;2009011915;3.3;1100
20303;2009011916;3.3;1100
20303;2009011917;3.3;1100
20303;2009011918;3.3;1100
20303;2009011919;3.1;1100
20303;2009011920;3;1100
20303;2009011921;3;1100
20303;2009011922;3.3;1100
20303;2009011923;3.2;1100
20303;2009012000;3.2;1100
20303;2009012001;3.3;1100
20303;2009012002;3.3;1100
20303;2009012003;3;1100
20303;2009012004;2.9;1100
20303;2009012005;3.1;1100
20303;2009012006;3.1;1100
20303;2009012007;3.1;1100
20303;2009012008;3.1;1100
20303;2009012009;3.1;1100
20303;2009012010;3.1;1100
20303;2009012011;3.1;1100
20303;2009012012;3.1;1100
20303;2009012013;3.3;1100
20303;2009012014;3.2;1100
20303;2009012015;3.2;1100
20303;2009012016;3.2;1100
20303;2009012017;3.2;1100
20303;2009012018;3.3;1100
20303;2009012019;3.3;1100
20303;2009012020;3.3;1100
20303;2009012021;3.3;1100
20303;2009012022;3.3;1100
20303;2009012023;3.4;1100
20303;2009012100;3.4;1100
20303;2009012101;3.5;1100
20303;2009012102;3.4;1100
20303;2009012103;3.4;1100
20303;2009012104;3.4;1100
20303;2009012105;3.4;1100
20303;2009012106;3;1100
20303;2009012107;3;1100
20303;2009012108;3.1;1100
20303;2009012109;3.1;1100
20303;2009012110;3.1;1100
20303;2009012111;3.2;1100
20303;2009012112;3.5;1100
20303;2009012113;3.6;1100
20303;2009012114;3.6;1100
20303;2009012115;3.6;1100
20303;2009012116;3.4;1100
20303;2009012117;3.5;1100
20303;2009012118;3.2;1100
20303;2009012119;3;1100
20303;2009012120;2.9;1100
20303;2009012121;3;1100
20303;2009012122;3;1100
20303;2009012123;3;1100
20303;2009012200;3;1100
20303;2009012201;3.2;1100
20303;2009012202;3.6;1100
20303;2009012203;3.6;1100
20303;2009012204;3.6;1100
20303;2009012205;3.6;1100
20303;2009012206;3.5;1100
20303;2009012207;3.1;1100
20303;2009012208;3;1100
20303;2009012209;3;1100
20303;2009012210;3;1100
20303;2009012211;3.1;1100
20303;2009012212;3.5;1100
20303;2009012213;3.6;1100
20303;2009012214;3.6;1100
20303;2009012215;3.6;1100
20303;2009012216;3.1;1100
20303;2009012217;3;1100
20303;2009012218;3.2;1100
20303;2009012219;3;1100
20303;2009012220;2.9;1100
20303;2009012221;2.8;1100
20303;2009012222;2.8;1100
20303;2009012223;2.9;1100
20303;2009012300;2.9;1100
20303;2009012301;3;1100
20303;2009012302;3;1100
20303;2009012303;3.2;1100
20303;2009012304;3.4;1100
20303;2009012305;3.4;1100
20303;2009012306;3.4;1100
20303;2009012307;3;1100
20303;2009012308;2.8;1100
20303;2009012309;2.8;1100
20303;2009012310;2.8;1100
20303;2009012311;2.8;1100
20303;2009012312;2.9;1100
20303;2009012313;2.9;1100
20303;2009012314;2.9;1100
20303;2009012315;3.1;1100
20303;2009012316;3.3;1100
20303;2009012317;3.5;1100
20303;2009012318;3.5;1100
20303;2009012319;3.5;1100
20303;2009012320;2.7;1100
20303;2009012321;2.5;1100
20303;2009012322;2.6;1100
20303;2009012323;2.7;1100
20303;2009012400;2.8;1100
20303;2009012401;2.8;1100
20303;2009012402;2.9;1100
20303;2009012403;2.9;1100
20303;2009012404;2.9;1100
20303;2009012405;3;1100
20303;2009012406;3.2;1100
20303;2009012407;3.2;1100
20303;2009012408;3;1100
20303;2009012409;2.8;1100
20303;2009012410;2.7;1100
20303;2009012411;2.7;1100
20303;2009012412;2.7;1100
20303;2009012413;2.8;1100
20303;2009012414;2.8;1100
20303;2009012415;2.8;1100
20303;2009012416;2.8;1100
20303;2009012417;3.1;1100
20303;2009012418;3.2;1100
20303;2009012419;3.2;1100
20303;2009012420;3.2;1100
20303;2009012421;2.7;1100
20303;2009012422;2.6;1100
20303;2009012423;2.6;1100
20303;2009012500;2.7;1100
20303;2009012501;2.7;1100
20303;2009012502;2.8;1100
20303;2009012503;2.8;1100
20303;2009012504;2.9;1100
20303;2009012505;3.1;1100
20303;2009012506;3.1;1100
20303;2009012507;3.2;1100
20303;2009012508;3.2;1100
20303;2009012509;3.3;1100
20303;2009012510;2.5;1100
20303;2009012511;2.4;1100
20303;2009012512;2.4;1100
20303;2009012513;2.4;1100
20303;2009012514;2.5;1100
20303;2009012515;2.5;1100
20303;2009012516;2.7;1100
20303;2009012517;3.2;1100
20303;2009012518;3.4;1100
20303;2009012519;3.4;1100
20303;2009012520;3.3;1100
20303;2009012521;3;1100
20303;2009012522;2.5;1100
20303;2009012523;2.4;1100
20303;2009012600;2.3;1100
20303;2009012601;2.3;1100
20303;2009012602;2.3;1100
20303;2009012603;2.4;1100
20303;2009012604;2.6;1100
20303;2009012605;3;1100
20303;2009012606;3.3;1100
20303;2009012607;3.3;1100
20303;2009012608;3.3;1100
20303;2009012609;3.1;1100
20303;2009012610;3;1100
20303;2009012611;2.8;1100
20303;2009012612;2.7;1100
20303;2009012613;2.5;1100
20303;2009012614;2.6;1100
20303;2009012615;2.7;1100
20303;2009012616;2.8;1100
20303;2009012617;2.8;1100
20303;2009012618;2.9;1100
20303;2009012619;3;1100
20303;2009012620;3;1100
20303;2009012621;3;1100
20303;2009012622;2.8;1100
20303;2009012623;2.6;1100
20303;2009012700;2.5;1100
20303;2009012701;2.5;1100
20303;2009012702;2.6;1100
20303;2009012703;2.6;1100
20303;2009012704;2.6;1100
20303;2009012705;2.7;1100
20303;2009012706;2.7;1100
20303;2009012707;2.8;1100
20303;2009012708;3;1100
20303;2009012709;3;1100
20303;2009012710;2.9;1100
20303;2009012711;2.7;1100
20303;2009012712;2.5;1100
20303;2009012713;2.5;1100
20303;2009012714;2.5;1100
20303;2009012715;2.5;1100
20303;2009012716;2.5;1100
20303;2009012717;2.5;1100
20303;2009012718;2.6;1100
20303;2009012719;2.8;1100
20303;2009012720;2.8;1100
20303;2009012721;2.8;1100
20303;2009012722;2.5;1100
20303;2009012723;2.5;1100
20303;2009012800;2.5;1100
20303;2009012801;2.5;1100
20303;2009012802;2.4;1100
20303;2009012803;2.4;1100
20303;2009012804;2.5;1100
20303;2009012805;2.5;1100
20303;2009012806;2.5;1100
20303;2009012807;2.6;1100
20303;2009012808;2.6;1100
20303;2009012809;2.7;1100
20303;2009012810;2.7;1100
20303;2009012811;2.6;1100
20303;2009012812;2.5;1100
20303;2009012813;2.4;1100
20303;2009012814;2.2;1100
20303;2009012815;2.2;1100
20303;2009012816;2.3;1100
20303;2009012817;2.4;1100
20303;2009012818;2.4;1100
20303;2009012819;2.5;1100
20303;2009012820;2.5;1100
20303;2009012821;2.6;1100
20303;2009012822;2.7;1100
20303;2009012823;2.5;1100
20303;2009012900;2.4;1100
20303;2009012901;2.2;1100
20303;2009012902;2.1;1100
20303;2009012903;2.1;1100
20303;2009012904;2.2;1100
20303;2009012905;2.2;1100
20303;2009012906;2.3;1100
20303;2009012907;2.4;1100
20303;2009012908;2.4;1100
20303;2009012909;2.5;1100
20303;2009012910;2.6;1100
20303;2009012911;2.5;1100
20303;2009012912;2.3;1100
20303;2009012913;2;1100
20303;2009012914;1.8;1100
20303;2009012915;1.6;1100
20303;2009012916;1.6;1100
20303;2009012917;1.9;1100
20303;2009012918;2.2;1100
20303;2009012919;2.3;1100
20303;2009012920;2.5;1100
20303;2009012921;2.5;1100
20303;2009012922;2.5;1100
20303;2009012923;2;1100
20303;2009013000;1.9;1100
20303;2009013001;1.8;1100
20303;2009013002;1.6;1100
20303;2009013003;1.6;1100
20303;2009013004;1.6;1100
20303;2009013005;1.7;1100
20303;2009013006;1.9;1100
20303;2009013007;1.9;1100
20303;2009013008;2;1100
20303;2009013009;2.2;1100
20303;2009013010;2.4;1100
20303;2009013011;2.2;1100
20303;2009013012;1.9;1100
20303;2009013013;1.7;1100
20303;2009013014;1.4;1100
20303;2009013015;1.2;1100
20303;2009013016;1.1;1100
20303;2009013017;1.2;1100
20303;2009013018;1.5;1100
20303;2009013019;1.7;1100
20303;2009013020;1.9;1100
20303;2009013021;2;1100
20303;2009013022;2.1;1100
20303;2009013023;2.1;1100
20303;2009013100;1.8;1100
20303;2009013101;1.4;1100
20303;2009013102;1.2;1100
20303;2009013103;0.9;1100
20303;2009013104;0.9;1100
20303;2009013105;0.9;1100
20303;2009013106;1.1;1100
20303;2009013107;1.4;1100
20303;2009013108;1.5;1100
20303;2009013109;1.7;1100
20303;2009013110;1.9;1100
20303;2009013111;1.9;1100
20303;2009013112;1.4;1100
20303;2009013113;0.9;1100
20303;2009013114;0.6;1100
20303;2009013115;0.6;1100
20303;2009013116;0.5;1100
20303;2009013117;0.6;1100
20303;2009013118;0.8;1100
20303;2009013119;0.9;1100
20303;2009013120;1.3;1100
20303;2009013121;1.6;1100
20303;2009013122;1.9;1100
20303;2009013123;1.9;1100
20303;2009020100;1.3;1100
20303;2009020101;0.9;1100
20303;2009020102;0.6;1100
20303;2009020103;0.5;1100
20303;2009020104;0.4;1100
20303;2009020105;0.4;1100
20303;2009020106;0.6;1100
20303;2009020107;0.9;1100
20303;2009020108;1;1100
20303;2009020109;1.4;1100
20303;2009020110;1.7;1100
20303;2009020111;1.9;1100
20303;2009020112;1.4;1100
20303;2009020113;1;1100
20303;2009020114;0.7;1100
20303;2009020115;0.6;1100
20303;2009020116;0.5;1100
20303;2009020117;0.5;1100
20303;2009020118;0.7;1100
20303;2009020119;0.7;1100
20303;2009020120;1;1100
20303;2009020121;1.3;1100
20303;2009020122;1.4;1100
20303;2009020123;1.6;1100
20303;2009020200;1.7;1100
20303;2009020201;0.6;1100
20303;2009020202;0.4;1100
20303;2009020203;0.2;1100
20303;2009020204;0.1;1100
20303;2009020205;0.1;1100
20303;2009020206;0.2;1100
20303;2009020207;0.4;1100
20303;2009020208;0.5;1100
20303;2009020209;0.8;1100
20303;2009020210;1;1100
20303;2009020211;1.6;1100
20303;2009020212;1.8;1100
20303;2009020213;1;1100
20303;2009020214;0.5;1100
20303;2009020215;0.1;1100
20303;2009020216;0.1;1100
20303;2009020217;0.1;1100
20303;2009020218;0.3;1100
20303;2009020219;0.5;1100
20303;2009020220;0.5;1100
20303;2009020221;0.9;1100
20303;2009020222;1.3;1100
20303;2009020223;1.4;1100
20303;2009020300;1.7;1100
20303;2009020301;0.9;1100
20303;2009020302;0.3;1100
20303;2009020303;0.3;1100
20303;2009020304;0.3;1100
20303;2009020305;0.3;1100
20303;2009020306;0.2;1100
20303;2009020307;0.3;1100
20303;2009020308;0.3;1100
20303;2009020309;0.3;1100
20303;2009020310;0.5;1100
20303;2009020311;0.7;1100
20303;2009020312;1.2;1100
20303;2009020313;1.2;1100
20303;2009020314;0.4;1100
20303;2009020315;0.3;1100
20303;2009020316;0.2;1100
20303;2009020317;0.2;1100
20303;2009020318;0.2;1100
20303;2009020319;0.4;1100
20303;2009020320;0.5;1100
20303;2009020321;0.6;1100
20303;2009020322;0.6;1100
20303;2009020323;0.9;1100
20303;2009020400;1.3;1100
20303;2009020401;1.5;1100
20303;2009020402;1;1100
20303;2009020403;0.6;1100
20303;2009020404;0.4;1100
20303;2009020405;0.4;1100
20303;2009020406;0.4;1100
20303;2009020407;0.5;1100
20303;2009020408;0.5;1100
20303;2009020409;0.5;1100
20303;2009020410;0.9;1100
20303;2009020411;0.9;1100
20303;2009020412;1.1;1100
20303;2009020413;1.4;1100
20303;2009020414;1.4;1100
20303;2009020415;1.1;1100
20303;2009020416;0.7;1100
20303;2009020417;0.7;1100
20303;2009020418;0.7;1100
20303;2009020419;0.7;1100
20303;2009020420;0.8;1100
20303;2009020421;0.8;1100
20303;2009020422;0.9;1100
20303;2009020423;1;1100
20303;2009020500;1.4;1100
20303;2009020501;1.8;1100
20303;2009020502;1.9;1100
20303;2009020503;1.9;1100
20303;2009020504;1;1100
20303;2009020505;0.8;1100
20303;2009020506;0.7;1100
20303;2009020507;0.7;1100
20303;2009020508;0.7;1100
20303;2009020509;0.8;1100
20303;2009020510;0.9;1100
20303;2009020511;1.1;1100
20303;2009020512;1.3;1100
20303;2009020513;1.5;1100
20303;2009020514;2;1100
20303;2009020515;2.1;1100
20303;2009020516;1.9;1100
20303;2009020517;1.1;1100
20303;2009020518;1;1100
20303;2009020519;0.9;1100
20303;2009020520;0.9;1100
20303;2009020521;1;1100
20303;2009020522;1.1;1100
20303;2009020523;1.2;1100
20303;2009020600;1.3;1100
20303;2009020601;1.6;1100
20303;2009020602;2.2;1100
20303;2009020603;2.2;1100
20303;2009020604;2.2;1100
20303;2009020605;2;1100
20303;2009020606;1.1;1100
20303;2009020607;1.1;1100
20303;2009020608;1.1;1100
20303;2009020609;1.2;1100
20303;2009020610;1.2;1100
20303;2009020611;1.3;1100
20303;2009020612;1.4;1100
20303;2009020613;1.4;1100
20303;2009020614;2;1100
20303;2009020615;2.1;1100
20303;2009020616;2.1;1100
20303;2009020617;2.2;1100
20303;2009020618;1.8;1100
20303;2009020619;1.5;1100
20303;2009020620;1.3;1100
20303;2009020621;1.2;1100
20303;2009020622;1.3;1100
20303;2009020623;1.4;1100
20303;2009020700;1.4;1100
20303;2009020701;1.5;1100
20303;2009020702;1.7;1100
20303;2009020703;2.1;1100
20303;2009020704;2.3;1100
20303;2009020705;2.3;1100
20303;2009020706;2.3;1100
20303;2009020707;1.8;1100
20303;2009020708;1.6;1100
20303;2009020709;1.5;1100
20303;2009020710;1.4;1100
20303;2009020711;1.4;1100
20303;2009020712;1.5;1100
20303;2009020713;1.5;1100
20303;2009020714;1.6;1100
20303;2009020715;1.9;1100
20303;2009020716;2.2;1100
20303;2009020717;2.2;1100
20303;2009020718;2.3;1100
20303;2009020719;2.2;1100
20303;2009020720;1.7;1100
20303;2009020721;1.6;1100
20303;2009020722;1.6;1100
20303;2009020723;1.6;1100
20303;2009020800;1.7;1100
20303;2009020801;1.7;1100
20303;2009020802;1.8;1100
20303;2009020803;1.9;1100
20303;2009020804;2;1100
20303;2009020805;2.3;1100
20303;2009020806;2.4;1100
20303;2009020807;2.4;1100
20303;2009020808;1.9;1100
20303;2009020809;1.5;1100
20303;2009020810;1.4;1100
20303;2009020811;1.4;1100
20303;2009020812;1.5;1100
20303;2009020813;1.6;1100
20303;2009020814;1.6;1100
20303;2009020815;1.5;1100
20303;2009020816;1.8;1100
20303;2009020817;1.8;1100
20303;2009020818;2.1;1100
20303;2009020819;2.2;1100
20303;2009020820;2.1;1100
20303;2009020821;1.6;1100
20303;2009020822;1.6;1100
20303;2009020823;1.6;1100
20303;2009020900;1.7;1100
20303;2009020901;1.7;1100
20303;2009020902;1.7;1100
20303;2009020903;1.7;1100
20303;2009020904;1.8;1100
20303;2009020905;2.2;1100
