statid;timeobs;relative_humidity_mean(%);label
608000;2009010100;90;1100
608000;2009010101;88;1100
608000;2009010102;88;1100
608000;2009010103;89;1100
608000;2009010104;90;1100
608000;2009010105;90;1100
608000;2009010106;91;1100
608000;2009010107;91;1100
608000;2009010108;92;1100
608000;2009010109;95.3;1000
608000;2009010110;93;1100
608000;2009010111;93;1100
608000;2009010112;94;1100
608000;2009010113;94;1100
608000;2009010114;94;1100
608000;2009010115;94;1100
608000;2009010116;95;1100
608000;2009010117;95;1100
608000;2009010118;95;1100
608000;2009010119;95;1100
608000;2009010120;94;1100
608000;2009010121;94;1100
608000;2009010122;94;1100
608000;2009010123;93;1100
608000;2009010200;93;1100
608000;2009010201;93;1100
608000;2009010202;93;1100
608000;2009010203;92;1100
608000;2009010204;92;1100
608000;2009010205;92;1100
608000;2009010206;92;1100
608000;2009010207;92;1100
608000;2009010208;92;1100
608000;2009010209;93;1100
608000;2009010210;92;1100
608000;2009010211;92;1100
608000;2009010212;92;1100
608000;2009010213;91;1100
608000;2009010214;90;1100
608000;2009010215;89;1100
608000;2009010216;90;1100
608000;2009010217;91;1100
608000;2009010218;91;1100
608000;2009010219;92;1100
608000;2009010220;92;1100
608000;2009010221;92;1100
608000;2009010222;93;1100
608000;2009010223;91;1100
608000;2009010300;83;1100
608000;2009010301;83;1100
608000;2009010302;85;1100
608000;2009010303;88;1100
608000;2009010304;90;1100
608000;2009010305;90;1100
608000;2009010306;90;1100
608000;2009010307;87;1100
608000;2009010308;86;1100
608000;2009010309;86;1100
608000;2009010310;85;1100
608000;2009010311;86;1100
608000;2009010312;88;1100
608000;2009010313;89;1100
608000;2009010314;89;1100
608000;2009010315;90;1100
608000;2009010316;91;1100
608000;2009010317;89;1100
608000;2009010318;87;1100
608000;2009010319;82;1100
608000;2009010320;84;1100
608000;2009010321;85;1100
608000;2009010322;86;1100
608000;2009010323;86;1100
608000;2009010400;86;1100
608000;2009010401;87;1100
608000;2009010402;89;1100
608000;2009010403;90;1100
608000;2009010404;91;1100
608000;2009010405;91;1100
608000;2009010406;92;1100
608000;2009010407;92;1100
608000;2009010408;93;1100
608000;2009010409;94;1100
608000;2009010410;94;1100
608000;2009010411;94;1100
608000;2009010412;94;1100
608000;2009010413;94;1100
608000;2009010414;94;1100
608000;2009010415;93;1100
608000;2009010416;91;1100
608000;2009010417;90;1100
608000;2009010418;90;1100
608000;2009010419;89;1100
608000;2009010420;88;1100
608000;2009010421;85;1100
608000;2009010422;83;1100
608000;2009010423;83;1100
608000;2009010500;83;1100
608000;2009010501;83;1100
608000;2009010502;84;1100
608000;2009010503;84;1100
608000;2009010504;84;1100
608000;2009010505;83;1100
608000;2009010506;82;1100
608000;2009010507;83;1100
608000;2009010508;83;1100
608000;2009010509;83;1100
608000;2009010510;80;1100
608000;2009010511;77;1100
608000;2009010512;74;1100
608000;2009010513;71;1100
608000;2009010514;70;1100
608000;2009010515;74;1100
608000;2009010516;77;1100
608000;2009010517;79;1100
608000;2009010518;82;1100
608000;2009010519;85;1100
608000;2009010520;85;1100
608000;2009010521;85;1100
608000;2009010522;85;1100
608000;2009010523;86;1100
608000;2009010600;87;1100
608000;2009010601;87;1100
608000;2009010602;87;1100
608000;2009010603;87;1100
608000;2009010604;86;1100
608000;2009010605;81.3;1000
608000;2009010606;84;1100
608000;2009010607;84;1100
608000;2009010608;80;1100
608000;2009010609;66;1100
608000;2009010610;69;1100
608000;2009010611;66;1100
608000;2009010612;69;1100
608000;2009010613;63;1100
608000;2009010614;65;1100
608000;2009010615;66;1100
608000;2009010616;66;1100
608000;2009010617;64;1100
