statid;timeobs (UTC);vandtemperatur (°C);label
20303;2009010100;3.8;1100
20303;2009010101;3.8;1100
20303;2009010102;4;1100
20303;2009010103;4;1100
20303;2009010104;4.1;1100
20303;2009010105;4;1100
20303;2009010106;4;1100
20303;2009010107;3.9;1100
20303;2009010108;3.7;1100
20303;2009010109;3.8;1100
20303;2009010110;3.9;1100
20303;2009010111;3.9;1100
20303;2009010112;3.9;1100
20303;2009010113;3.8;1100
20303;2009010114;3.9;1100
20303;2009010115;3.9;1100
20303;2009010116;3.8;1100
20303;2009010117;3.8;1100
20303;2009010118;3.8;1100
20303;2009010119;3.8;1100
20303;2009010120;3.7;1100
20303;2009010121;3.5;1100
20303;2009010122;3.6;1100
20303;2009010123;3.5;1100
20303;2009010200;3.6;1100
20303;2009010201;3.7;1100
20303;2009010202;3.8;1100
20303;2009010203;3.7;1100
20303;2009010204;3.8;1100
20303;2009010205;3.8;1100
20303;2009010206;3.8;1100
20303;2009010207;3.7;1100
20303;2009010208;3.6;1100
20303;2009010209;3.6;1100
20303;2009010210;3.5;1100
20303;2009010211;3.5;1100
20303;2009010212;3.5;1100
20303;2009010213;3.6;1100
20303;2009010214;3.4;1100
20303;2009010215;3.4;1100
20303;2009010216;3.3;1100
20303;2009010217;3.3;1100
20303;2009010218;3.3;1100
20303;2009010219;3.3;1100
20303;2009010220;3.3;1100
20303;2009010221;3.2;1100
20303;2009010222;3.3;1100
20303;2009010223;3.2;1100
20303;2009010300;3.2;1100
20303;2009010301;3.2;1100
20303;2009010302;3.2;1100
20303;2009010303;3.2;1100
20303;2009010304;3.1;1100
20303;2009010305;3.3;1100
20303;2009010306;3.2;1100
20303;2009010307;3.2;1100
20303;2009010308;3.1;1100
20303;2009010309;3.4;1100
20303;2009010310;3.3;1100
20303;2009010311;3.4;1100
20303;2009010312;3.4;1100
20303;2009010313;3.5;1100
20303;2009010314;3.5;1100
20303;2009010315;3.5;1100
20303;2009010316;3.5;1100
20303;2009010317;3.4;1100
20303;2009010318;3.3;1100
20303;2009010319;3.3;1100
20303;2009010320;3.3;1100
20303;2009010321;3.3;1100
20303;2009010322;3.3;1100
20303;2009010323;3.3;1100
20303;2009010400;3.3;1100
20303;2009010401;3.2;1100
20303;2009010402;3.2;1100
20303;2009010403;3.1;1100
20303;2009010404;3.1;1100
20303;2009010405;3;1100
20303;2009010406;3;1100
20303;2009010407;3;1100
20303;2009010408;3;1100
20303;2009010409;3;1100
20303;2009010410;3;1100
20303;2009010411;3;1100
20303;2009010412;2.9;1100
20303;2009010413;2.9;1100
20303;2009010414;2.9;1100
20303;2009010415;3;1100
20303;2009010416;2.9;1100
20303;2009010417;3;1100
20303;2009010418;3;1100
20303;2009010419;2.9;1100
20303;2009010420;2.8;1100
20303;2009010421;2.7;1100
20303;2009010422;2.8;1100
20303;2009010423;2.7;1100
20303;2009010500;2.7;1100
20303;2009010501;2.7;1100
20303;2009010502;2.7;1100
20303;2009010503;2.6;1100
20303;2009010504;2.6;1100
20303;2009010505;2.5;1100
20303;2009010506;2.5;1100
20303;2009010507;2.4;1100
20303;2009010508;2.4;1100
20303;2009010509;2.3;1100
20303;2009010510;2.3;1100
20303;2009010511;2.4;1100
20303;2009010512;2.6;1100
20303;2009010513;2.4;1100
20303;2009010514;2.5;1100
20303;2009010515;2.3;1100
20303;2009010516;2.3;1100
20303;2009010517;2.4;1100
20303;2009010518;2.3;1100
20303;2009010519;2.4;1100
20303;2009010520;2.3;1100
20303;2009010521;2.2;1100
20303;2009010522;2.2;1100
20303;2009010523;2.2;1100
20303;2009010600;2.1;1100
20303;2009010601;2.1;1100
20303;2009010602;2.3;1100
20303;2009010603;2.5;1100
20303;2009010604;2.4;1100
20303;2009010605;2.4;1100
20303;2009010606;2.5;1100
20303;2009010607;2.4;1100
20303;2009010608;2.2;1100
20303;2009010609;2.2;1100
20303;2009010610;2.2;1100
20303;2009010611;2.2;1100
20303;2009010612;2.1;1100
20303;2009010613;2.3;1100
20303;2009010614;2.2;1100
20303;2009010615;2.2;1100
20303;2009010616;2.2;1100
20303;2009010617;2.6;1100
20303;2009010618;2.7;1100
20303;2009010619;2.5;1100
20303;2009010620;2.5;1100
20303;2009010621;2.6;1100
20303;2009010622;2.8;1100
20303;2009010623;2.7;1100
20303;2009010700;2.8;1100
20303;2009010701;2.9;1100
20303;2009010702;3.4;1100
20303;2009010703;3.6;1100
20303;2009010704;3.8;1100
20303;2009010705;3.8;1100
20303;2009010706;3.7;1100
20303;2009010707;3.9;1100
20303;2009010708;3.7;1100
20303;2009010709;4;1100
20303;2009010710;4;1100
20303;2009010711;4.1;1100
20303;2009010712;4;1100
20303;2009010713;3.8;1100
20303;2009010714;4;1100
20303;2009010715;3.9;1100
20303;2009010716;3.8;1100
20303;2009010717;3.7;1100
20303;2009010718;3.6;1100
20303;2009010719;3.6;1100
20303;2009010720;3.7;1100
20303;2009010721;3.6;1100
20303;2009010722;3.6;1100
20303;2009010723;3.7;1100
20303;2009010800;3.7;1100
20303;2009010801;3.8;1100
20303;2009010802;3.3;1100
20303;2009010803;3.5;1100
20303;2009010804;3.6;1100
20303;2009010805;3.6;1100
20303;2009010806;3.5;1100
20303;2009010807;3.6;1100
20303;2009010808;3.5;1100
20303;2009010809;3.6;1100
20303;2009010810;3.6;1100
20303;2009010811;3.2;1100
20303;2009010812;3.3;1100
20303;2009010813;3.3;1100
20303;2009010814;3.4;1100
20303;2009010815;3.4;1100
20303;2009010816;3.6;1100
20303;2009010817;3.5;1100
20303;2009010818;3.5;1100
20303;2009010819;3.5;1100
20303;2009010820;3.7;1100
20303;2009010821;3.8;1100
20303;2009010822;3.8;1100
20303;2009010823;3.8;1100
20303;2009010900;3.8;1100
20303;2009010901;3.9;1100
20303;2009010902;3.9;1100
20303;2009010903;3.8;1100
20303;2009010904;3.6;1100
20303;2009010905;3.5;1100
20303;2009010906;3.5;1100
20303;2009010907;3.6;1100
20303;2009010908;3.6;1100
20303;2009010909;3.5;1100
20303;2009010910;3.6;1100
20303;2009010911;3.6;1100
20303;2009010912;3.6;1100
20303;2009010913;3.6;1100
20303;2009010914;3.7;1100
20303;2009010915;3.7;1100
20303;2009010916;3.4;1100
20303;2009010917;3.4;1100
20303;2009010918;3.3;1100
20303;2009010919;3.3;1100
20303;2009010920;3.5;1100
20303;2009010921;3.5;1100
20303;2009010922;3.5;1100
20303;2009010923;3.5;1100
20303;2009011000;3.5;1100
20303;2009011001;3.5;1100
20303;2009011002;3.5;1100
20303;2009011003;3.6;1100
20303;2009011004;3.6;1100
20303;2009011005;3.6;1100
20303;2009011006;3.6;1100
20303;2009011007;3.6;1100
20303;2009011008;3.5;1100
20303;2009011009;3.6;1100
20303;2009011010;3.6;1100
20303;2009011011;3.6;1100
20303;2009011012;3.6;1100
20303;2009011013;3.7;1100
20303;2009011014;3.7;1100
20303;2009011015;3.6;1100
20303;2009011016;3.7;1100
20303;2009011017;3.6;1100
20303;2009011018;3.7;1100
20303;2009011019;3.7;1100
20303;2009011020;3.7;1100
20303;2009011021;3.7;1100
20303;2009011022;3.7;1100
20303;2009011023;3.7;1100
20303;2009011100;3.7;1100
20303;2009011101;3.7;1100
20303;2009011102;3.7;1100
20303;2009011103;3.6;1100
20303;2009011104;3.7;1100
20303;2009011105;3.6;1100
20303;2009011106;3.6;1100
20303;2009011107;3.5;1100
20303;2009011108;3.5;1100
20303;2009011109;3.5;1100
20303;2009011110;3.4;1100
20303;2009011111;3.4;1100
20303;2009011112;3.4;1100
20303;2009011113;3.4;1100
20303;2009011114;3.4;1100
20303;2009011115;3.4;1100
20303;2009011116;3.4;1100
20303;2009011117;3.4;1100
20303;2009011118;3.4;1100
20303;2009011119;3.5;1100
20303;2009011120;3.5;1100
20303;2009011121;3.5;1100
20303;2009011122;3.5;1100
20303;2009011123;3.4;1100
20303;2009011200;3.4;1100
20303;2009011201;3.4;1100
20303;2009011202;3.5;1100
20303;2009011203;3.6;1100
20303;2009011204;3.6;1100
20303;2009011205;3.6;1100
20303;2009011206;3.9;1100
20303;2009011207;3.5;1100
20303;2009011208;3.6;1100
20303;2009011209;3.7;1100
20303;2009011210;3.7;1100
