statid;timeobs (UTC);cloud cover (%);label
606000;2009010100;4;1100
606000;2009010101;0;1100
606000;2009010102;0;1100
606000;2009010103;0;1100
606000;2009010104;0;1100
606000;2009010105;0;1100
606000;2009010106;0;1100
606000;2009010107;2;1100
606000;2009010108;3;1100
606000;2009010109;2;1100
606000;2009010110;38;1100
606000;2009010111;50;1100
606000;2009010112;94;1100
606000;2009010113;98;1100
606000;2009010114;98;1100
606000;2009010115;98;1100
606000;2009010116;97;1100
606000;2009010117;93;1100
606000;2009010118;52;1100
606000;2009010119;67;1100
606000;2009010120;97;1100
606000;2009010121;92;1100
606000;2009010122;78;1100
606000;2009010123;58;1100
606000;2009010200;92;1100
606000;2009010201;90;1100
606000;2009010202;90;1100
606000;2009010203;94;1100
606000;2009010204;68;1100
606000;2009010205;87;1100
606000;2009010206;98;1100
606000;2009010207;95;1100
606000;2009010208;98;1100
606000;2009010209;98;1100
606000;2009010210;13;1100
606000;2009010211;0;1100
606000;2009010212;6;1100
606000;2009010213;0;1100
606000;2009010214;0;1100
606000;2009010215;0;1100
606000;2009010216;5;1100
606000;2009010217;8;1100
606000;2009010218;10;1100
606000;2009010219;8;1100
606000;2009010220;10;1100
606000;2009010221;52;1100
606000;2009010222;87;1100
606000;2009010223;97;1100
606000;2009010300;96;1100
606000;2009010301;95;1100
606000;2009010302;90;1100
606000;2009010303;62;1100
606000;2009010304;32;1100
606000;2009010305;38;1100
606000;2009010306;58;1100
606000;2009010307;75;1100
606000;2009010308;93;1100
606000;2009010309;94;1100
606000;2009010310;97;1100
606000;2009010311;97;1100
606000;2009010312;96;1100
606000;2009010313;95;1100
606000;2009010314;78;1100
606000;2009010315;22;1100
606000;2009010316;12;1100
606000;2009010317;0;1100
606000;2009010318;16;1100
606000;2009010319;47;1100
606000;2009010320;75;1100
606000;2009010321;66;1100
606000;2009010322;90;1100
606000;2009010323;90;1100
606000;2009010400;90;1100
606000;2009010401;92;1100
606000;2009010402;93;1100
606000;2009010403;78;1100
606000;2009010404;97;1100
606000;2009010405;75;1100
606000;2009010406;82;1100
606000;2009010407;95;1100
606000;2009010408;98;1100
606000;2009010409;98;1100
606000;2009010410;97;1100
606000;2009010411;95;1100
606000;2009010412;90;1100
606000;2009010413;90;1100
606000;2009010414;8;1100
606000;2009010415;30;1100
606000;2009010416;47;1100
606000;2009010417;35;1100
606000;2009010418;4;1100
606000;2009010419;8;1100
606000;2009010420;5;1100
606000;2009010421;10;1100
606000;2009010422;10;1100
606000;2009010423;5;1100
606000;2009010500;0;1100
606000;2009010501;0;1100
606000;2009010502;0;1100
606000;2009010503;0;1100
606000;2009010504;0;1100
606000;2009010505;0;1100
606000;2009010506;0;1100
606000;2009010507;0;1100
606000;2009010508;0;1100
606000;2009010509;0;1100
606000;2009010510;0;1100
606000;2009010511;0;1100
606000;2009010512;0;1100
606000;2009010513;0;1100
606000;2009010514;0;1100
606000;2009010515;12;1100
606000;2009010516;0;1100
606000;2009010517;7;1100
606000;2009010518;0;1100
606000;2009010519;0;1100
606000;2009010520;0;1100
606000;2009010521;0;1100
606000;2009010522;0;1100
606000;2009010523;8;1100
606000;2009010600;42;1100
606000;2009010601;3;1100
606000;2009010602;0;1100
606000;2009010603;34;1100
606000;2009010604;97;1100
606000;2009010605;80;1100
606000;2009010606;94;1100
606000;2009010607;93;1100
606000;2009010608;32;1100
606000;2009010609;30;1100
606000;2009010610;75;1100
606000;2009010611;92;1100
606000;2009010612;98;1100
606000;2009010613;98;1100
606000;2009010614;98;1100
606000;2009010615;100;1100
606000;2009010616;98;1100
606000;2009010617;97;1100
606000;2009010618;100;1100
606000;2009010619;97;1100
606000;2009010620;95;1100
606000;2009010621;100;1100
606000;2009010622;77;1100
606000;2009010623;88;1100
606000;2009010700;98;1100
606000;2009010701;53;1100
606000;2009010702;7;1100
606000;2009010703;14;1100
606000;2009010704;0;1100
606000;2009010705;0;1100
606000;2009010706;0;1100
606000;2009010707;0;1100
606000;2009010708;23;1100
606000;2009010709;10;1100
606000;2009010710;8;1100
606000;2009010711;2;1100
606000;2009010712;0;1100
606000;2009010713;0;1100
606000;2009010714;0;1100
606000;2009010715;0;1100
606000;2009010716;0;1100
606000;2009010717;0;1100
606000;2009010718;0;1100
606000;2009010719;0;1100
606000;2009010720;33;1100
606000;2009010721;36;1100
606000;2009010722;27;1100
606000;2009010723;33;1100
606000;2009010800;84;1100
606000;2009010801;23;1100
606000;2009010802;3;1100
606000;2009010803;30;1100
606000;2009010804;92;1100
606000;2009010805;95;1100
606000;2009010806;96;1100
606000;2009010807;93;1100
606000;2009010808;90;1100
606000;2009010809;98;1100
606000;2009010810;98;1100
606000;2009010811;98;1100
606000;2009010812;98;1100
606000;2009010813;93;1100
606000;2009010814;97;1100
606000;2009010815;98;1100
606000;2009010816;97;1100
606000;2009010817;90;1100
606000;2009010818;92;1100
606000;2009010819;95;1100
606000;2009010820;98;1100
606000;2009010821;98;1100
606000;2009010822;95;1100
606000;2009010823;88;1100
606000;2009010900;10;1100
606000;2009010901;33;1100
606000;2009010902;82;1100
606000;2009010903;92;1100
606000;2009010904;97;1100
606000;2009010905;93;1100
606000;2009010906;90;1100
606000;2009010907;50;1100
