statid;timeobs (UTC);vandtemperatur (°C);label
20303;2009010100;2.2;1100
20303;2009010101;2.5;1100
20303;2009010102;2.8;1100
20303;2009010103;2.8;1100
20303;2009010104;2.9;1100
20303;2009010105;2.8;1100
20303;2009010106;2.8;1100
20303;2009010107;2.6;1100
20303;2009010108;2.4;1100
20303;2009010109;2.3;1100
20303;2009010110;2.5;1100
20303;2009010111;2.8;1100
20303;2009010112;3;1100
20303;2009010113;3.1;1100
20303;2009010114;3.2;1100
20303;2009010115;3.4;1100
20303;2009010116;3.4;1100
20303;2009010117;3.2;1100
20303;2009010118;3.2;1100
20303;2009010119;3.1;1100
20303;2009010120;3.1;1100
20303;2009010121;2.6;1100
20303;2009010122;2.3;1100
20303;2009010123;2.1;1100
20303;2009010200;2;1100
20303;2009010201;2.1;1100
20303;2009010202;2.2;1100
20303;2009010203;2.4;1100
20303;2009010204;2.4;1100
20303;2009010205;2;1100
20303;2009010206;1.9;1100
20303;2009010207;1.4;1100
20303;2009010208;1.1;1100
20303;2009010209;0.8;1100
20303;2009010210;0.8;1100
20303;2009010211;0.9;1100
20303;2009010212;1.3;1100
20303;2009010213;2;1100
20303;2009010214;2.7;1100
20303;2009010215;2.6;1100
20303;2009010216;2.6;1100
20303;2009010217;2.7;1100
20303;2009010218;2.6;1100
20303;2009010219;2.5;1100
20303;2009010220;2.3;1100
20303;2009010221;1.8;1100
20303;2009010222;1.8;1100
20303;2009010223;1.5;1100
20303;2009010300;1.6;1100
20303;2009010301;1.8;1100
20303;2009010302;1.9;1100
20303;2009010303;1.9;1100
20303;2009010304;2;1100
20303;2009010305;2.1;1100
20303;2009010306;1.8;1100
20303;2009010307;1.5;1100
20303;2009010308;1.4;1100
20303;2009010309;1;1100
20303;2009010310;0.4;1100
20303;2009010311;0.1;1100
20303;2009010312;0;1100
20303;2009010313;-0.1;1100
20303;2009010314;0.3;1100
20303;2009010315;1.4;1100
20303;2009010316;2;1100
20303;2009010317;3;1100
20303;2009010318;3.1;1100
20303;2009010319;2.9;1100
20303;2009010320;3;1100
