statid;timeobs;temperature_mean(ºC);label
610200;2009010100;-3.3;1100
610200;2009010101;-3.1;1100
610200;2009010102;-1.8;1100
610200;2009010103;-2.8;1100
610200;2009010104;-2.1;1100
610200;2009010105;-2.4;1100
610200;2009010106;-3.9;1100
610200;2009010107;-2.8;1100
610200;2009010108;-2.6;1100
610200;2009010109;-1.2;1100
610200;2009010110;0.2;1100
610200;2009010111;0.5;1100
610200;2009010112;0.7;1100
610200;2009010113;0.9;1100
610200;2009010114;0.8;1100
610200;2009010115;0.4;1100
610200;2009010116;0.4;1100
610200;2009010117;0.2;1100
610200;2009010118;-0.4;1100
610200;2009010119;-0.5;1100
610200;2009010120;-0.8;1100
610200;2009010121;-1.6;1100
610200;2009010122;-2.1;1100
610200;2009010123;-2.7;1100
610200;2009010200;-3.5;1100
610200;2009010201;-4.2;1100
610200;2009010202;-3.2;1100
610200;2009010203;-3.7;1100
610200;2009010204;-3.9;1100
610200;2009010205;-3.1;1100
610200;2009010206;-3;1100
610200;2009010207;-3.3;1100
610200;2009010208;-3.2;1100
610200;2009010209;-2.7;1100
610200;2009010210;-1.5;1100
610200;2009010211;-0.2;1100
610200;2009010212;-0.5;1100
610200;2009010213;-0.4;1100
610200;2009010214;-0.3;1100
610200;2009010215;-1.6;1100
610200;2009010216;-3;1100
610200;2009010217;-4.9;1100
610200;2009010218;-5.2;1100
610200;2009010219;-5.3;1100
610200;2009010220;-5.4;1100
610200;2009010221;-5;1100
610200;2009010222;-3.8;1100
610200;2009010223;-2.3;1100
610200;2009010300;-1.5;1100
610200;2009010301;-0.5;1100
610200;2009010302;-0.4;1100
610200;2009010303;0.5;1100
610200;2009010304;0.2;1100
610200;2009010305;0.5;1100
610200;2009010306;-0.1;1100
610200;2009010307;0.2;1100
610200;2009010308;0.7;1100
610200;2009010309;1.5;1100
610200;2009010310;2.3;1100
610200;2009010311;2.8;1100
610200;2009010312;3.5;1100
610200;2009010313;3.8;1100
610200;2009010314;4.8;1100
610200;2009010315;4.7;1100
610200;2009010316;4.3;1100
610200;2009010317;3.1;1100
610200;2009010318;2.5;1100
610200;2009010319;1.7;1100
610200;2009010320;1.5;1100
610200;2009010321;0.8;1100
610200;2009010322;0.4;1100
610200;2009010323;-0.2;1100
610200;2009010400;-0.5;1100
610200;2009010401;-0.7;1100
610200;2009010402;-0.6;1100
610200;2009010403;-0.5;1100
610200;2009010404;-0.8;1100
610200;2009010405;-0.2;1100
610200;2009010406;-0.2;1100
610200;2009010407;-0.3;1100
610200;2009010408;0.1;1100
610200;2009010409;-0.1;1100
610200;2009010410;-0.1;1100
610200;2009010411;-0.2;1100
610200;2009010412;-0.6;1100
610200;2009010413;-0.4;1100
610200;2009010414;-0.7;1100
610200;2009010415;-0.9;1100
610200;2009010416;-1.6;1100
610200;2009010417;-1.9;1100
610200;2009010418;-2.9;1100
610200;2009010419;-3.6;1100
610200;2009010420;-4.2;1100
610200;2009010421;-4.6;1100
610200;2009010422;-4.8;1100
610200;2009010423;-5.2;1100
610200;2009010500;-5.3;1100
610200;2009010501;-5.6;1100
610200;2009010502;-6;1100
610200;2009010503;-6.5;1100
610200;2009010504;-6.8;1100
610200;2009010505;-7.3;1100
610200;2009010506;-7.3;1100
610200;2009010507;-7.7;1100
610200;2009010508;-7.7;1100
610200;2009010509;-6.3;1100
610200;2009010510;-5.1;1100
610200;2009010511;-3.8;1100
610200;2009010512;-2.9;1100
610200;2009010513;-2.2;1100
610200;2009010514;-2.2;1100
