statid;timeobs (UTC);cloud cover (%);label
604900;2009010100;0;1100
604900;2009010101;0;1100
604900;2009010102;0;1100
604900;2009010103;0;1100
604900;2009010104;0;1100
604900;2009010105;15;1100
604900;2009010106;85;1100
604900;2009010107;58;1100
604900;2009010108;37;1100
604900;2009010109;90;1100
604900;2009010110;63;1100
604900;2009010111;85;1100
604900;2009010112;90;1100
604900;2009010113;42;1100
604900;2009010114;77;1100
604900;2009010115;68;1100
604900;2009010116;3;1100
604900;2009010117;12;1100
604900;2009010118;8;1100
604900;2009010119;0;1100
604900;2009010120;0;1100
604900;2009010121;0;1100
604900;2009010122;12;1100
604900;2009010123;75;1100
604900;2009010200;90;1100
604900;2009010201;90;1100
604900;2009010202;92;1100
604900;2009010203;92;1100
604900;2009010204;97;1100
604900;2009010205;97;1100
604900;2009010206;87;1100
604900;2009010207;47;1100
604900;2009010208;93;1100
604900;2009010209;42;1100
604900;2009010210;5;1100
604900;2009010211;0;1100
604900;2009010212;0;1100
604900;2009010213;0;1100
604900;2009010214;0;1100
604900;2009010215;0;1100
604900;2009010216;0;1100
604900;2009010217;0;1100
604900;2009010218;0;1100
604900;2009010219;0;1100
604900;2009010220;0;1100
604900;2009010221;0;1100
604900;2009010222;17;1100
604900;2009010223;60;1100
604900;2009010300;83;1100
604900;2009010301;87;1100
604900;2009010302;57;1100
604900;2009010303;95;1100
604900;2009010304;33;1100
604900;2009010305;0;1100
604900;2009010306;43;1100
604900;2009010307;85;1100
604900;2009010308;90;1100
604900;2009010309;93;1100
604900;2009010310;95;1100
604900;2009010311;98;1100
604900;2009010312;95;1100
604900;2009010313;92;1100
604900;2009010314;43;1100
604900;2009010315;0;1100
604900;2009010316;7;1100
604900;2009010317;0;1100
604900;2009010318;5;1100
604900;2009010319;5;1100
604900;2009010320;7;1100
604900;2009010321;63;1100
604900;2009010322;90;1100
604900;2009010323;90;1100
604900;2009010400;90;1100
604900;2009010401;90;1100
604900;2009010402;90;1100
604900;2009010403;90;1100
604900;2009010404;92;1100
604900;2009010405;90;1100
604900;2009010406;98;1100
604900;2009010407;92;1100
604900;2009010408;93;1100
604900;2009010409;92;1100
604900;2009010410;92;1100
604900;2009010411;92;1100
604900;2009010412;90;1100
604900;2009010413;93;1100
604900;2009010414;92;1100
604900;2009010415;93;1100
604900;2009010416;20;1100
604900;2009010417;5;1100
604900;2009010418;0;1100
604900;2009010419;10;1100
604900;2009010420;20;1100
604900;2009010421;8;1100
604900;2009010422;23;1100
604900;2009010423;47;1100
604900;2009010500;12;1100
604900;2009010501;0;1100
604900;2009010502;0;1100
604900;2009010503;5;1100
604900;2009010504;0;1100
604900;2009010505;0;1100
604900;2009010506;0;1100
604900;2009010507;0;1100
604900;2009010508;0;1100
604900;2009010509;0;1100
604900;2009010510;0;1100
604900;2009010511;0;1100
604900;2009010512;0;1100
604900;2009010513;0;1100
604900;2009010514;0;1100
604900;2009010515;0;1100
604900;2009010516;0;1100
604900;2009010517;0;1100
604900;2009010518;0;1100
604900;2009010519;0;1100
604900;2009010520;0;1100
604900;2009010521;0;1100
604900;2009010522;0;1100
604900;2009010523;3;1100
604900;2009010600;2;1100
604900;2009010601;7;1100
604900;2009010602;43;1100
604900;2009010603;67;1100
604900;2009010604;85;1100
604900;2009010605;93;1100
604900;2009010606;95;1100
604900;2009010607;85;1100
604900;2009010608;93;1100
604900;2009010609;95;1100
604900;2009010610;93;1100
604900;2009010611;95;1100
604900;2009010612;70;1100
604900;2009010613;92;1100
604900;2009010614;97;1100
604900;2009010615;98;1100
604900;2009010616;98;1100
604900;2009010617;93;1100
604900;2009010618;97;1100
604900;2009010619;98;1100
604900;2009010620;98;1100
604900;2009010621;98;1100
604900;2009010622;98;1100
604900;2009010623;38;1100
604900;2009010700;12;1100
604900;2009010701;10;1100
604900;2009010702;17;1100
604900;2009010703;8;1100
604900;2009010704;85;1100
604900;2009010705;33;1100
604900;2009010706;0;1100
604900;2009010707;0;1100
604900;2009010708;0;1100
604900;2009010709;0;1100
604900;2009010710;0;1100
604900;2009010711;0;1100
604900;2009010712;0;1100
604900;2009010713;0;1100
604900;2009010714;0;1100
604900;2009010715;0;1100
604900;2009010716;0;1100
604900;2009010717;0;1100
604900;2009010718;0;1100
604900;2009010719;0;1100
604900;2009010720;3;1100
604900;2009010721;13;1100
604900;2009010722;0;1100
604900;2009010723;0;1100
604900;2009010800;7;1100
604900;2009010801;8;1100
604900;2009010802;3;1100
604900;2009010803;65;1100
604900;2009010804;95;1100
604900;2009010805;93;1100
604900;2009010806;98;1100
604900;2009010807;98;1100
604900;2009010808;93;1100
604900;2009010809;90;1100
604900;2009010810;95;1100
604900;2009010811;98;1100
604900;2009010812;98;1100
604900;2009010813;98;1100
604900;2009010814;98;1100
604900;2009010815;98;1100
604900;2009010816;98;1100
604900;2009010817;97;1100
604900;2009010818;97;1100
604900;2009010819;93;1100
604900;2009010820;95;1100
604900;2009010821;92;1100
604900;2009010822;92;1100
604900;2009010823;87;1100
604900;2009010900;42;1100
604900;2009010901;75;1100
604900;2009010902;92;1100
604900;2009010903;98;1100
604900;2009010904;67;1100
604900;2009010905;87;1100
604900;2009010906;97;1100
604900;2009010907;93;1100
604900;2009010908;98;1100
604900;2009010909;98;1100
604900;2009010910;98;1100
604900;2009010911;98;1100
604900;2009010912;97;1100
604900;2009010913;93;1100
604900;2009010914;97;1100
604900;2009010915;97;1100
604900;2009010916;95;1100
604900;2009010917;95;1100
604900;2009010918;90;1100
604900;2009010919;92;1100
604900;2009010920;97;1100
604900;2009010921;97;1100
604900;2009010922;98;1100
604900;2009010923;98;1100
604900;2009011000;98;1100
604900;2009011001;98;1100
604900;2009011002;98;1100
604900;2009011003;98;1100
604900;2009011004;98;1100
604900;2009011005;98;1100
604900;2009011006;98;1100
604900;2009011007;98;1100
604900;2009011008;98;1100
604900;2009011009;98;1100
604900;2009011010;97;1100
604900;2009011011;97;1100
604900;2009011012;97;1100
604900;2009011013;96;1100
604900;2009011014;97;1100
604900;2009011015;97;1100
604900;2009011016;90;1100
604900;2009011017;97;1100
604900;2009011018;93;1100
604900;2009011019;97;1100
604900;2009011020;8;1100
604900;2009011021;0;1100
604900;2009011022;0;1100
604900;2009011023;7;1100
604900;2009011100;10;1100
604900;2009011101;0;1100
604900;2009011102;0;1100
604900;2009011103;3;1100
604900;2009011104;15;1100
604900;2009011105;15;1100
604900;2009011106;37;1100
604900;2009011107;84;1100
604900;2009011108;90;1100
604900;2009011109;92;1100
604900;2009011110;93;1100
604900;2009011111;93;1100
604900;2009011112;93;1100
604900;2009011113;90;1100
604900;2009011114;35;1100
604900;2009011115;8;1100
604900;2009011116;32;1100
604900;2009011117;83;1100
604900;2009011118;98;1100
604900;2009011119;98;1100
604900;2009011120;98;1100
604900;2009011121;92;1100
604900;2009011122;97;1100
604900;2009011123;95;1100
604900;2009011200;92;1100
604900;2009011201;67;1100
604900;2009011202;80;1100
604900;2009011203;87;1100
604900;2009011204;95;1100
604900;2009011205;93;1100
604900;2009011206;93;1100
604900;2009011207;90;1100
604900;2009011208;92;1100
604900;2009011209;97;1100
604900;2009011210;95;1100
604900;2009011211;90;1100
604900;2009011212;90;1100
604900;2009011213;93;1100
604900;2009011214;95;1100
604900;2009011215;93;1100
604900;2009011216;98;1100
604900;2009011217;98;1100
604900;2009011218;90;1100
604900;2009011219;95;1100
604900;2009011220;97;1100
604900;2009011221;98;1100
604900;2009011222;92;1100
604900;2009011223;92;1100
604900;2009011300;90;1100
604900;2009011301;95;1100
604900;2009011302;93;1100
604900;2009011303;95;1100
604900;2009011304;97;1100
604900;2009011305;97;1100
604900;2009011306;95;1100
604900;2009011307;100;1100
604900;2009011308;98;1000
604900;2009011309;97;1000
604900;2009011310;95;1000
604900;2009011311;93;1000
604900;2009011312;92;1000
604900;2009011313;90;1100
604900;2009011314;90;1100
604900;2009011315;90;1100
604900;2009011316;70;1100
604900;2009011317;80;1100
604900;2009011318;90;1100
604900;2009011319;95;1100
604900;2009011320;93;1100
604900;2009011321;95;1100
604900;2009011322;93;1100
604900;2009011323;92;1000
604900;2009011400;90;1100
604900;2009011401;90;1000
604900;2009011402;91;1000
604900;2009011403;91;1000
604900;2009011404;92;1000
604900;2009011405;92;1100
604900;2009011406;97;1100
604900;2009011407;90;1100
604900;2009011408;93;1100
604900;2009011409;93;1000
604900;2009011410;93;1100
604900;2009011411;98;1100
604900;2009011412;98;1100
604900;2009011413;98;1100
604900;2009011414;93;1100
604900;2009011415;90;1100
604900;2009011416;68;1100
604900;2009011417;85;1100
604900;2009011418;53;1100
604900;2009011419;37;1100
604900;2009011420;90;1100
604900;2009011421;25;1100
604900;2009011422;90;1100
604900;2009011423;90;1100
604900;2009011500;95;1100
604900;2009011501;90;1100
604900;2009011502;100;1100
604900;2009011503;95;1000
604900;2009011504;90;1100
604900;2009011505;90;1100
604900;2009011506;90;1100
604900;2009011507;90;1000
604900;2009011508;90;1000
604900;2009011509;90;1000
604900;2009011510;90;1000
604900;2009011511;90;1000
604900;2009011512;90;1000
604900;2009011513;90;1100
604900;2009011514;48;1100
604900;2009011515;25;1100
604900;2009011516;20;1100
604900;2009011517;0;1100
604900;2009011518;0;1100
604900;2009011519;0;1100
604900;2009011520;0;1100
604900;2009011521;0;1100
604900;2009011522;0;1100
604900;2009011523;23;1100
604900;2009011600;75;1100
604900;2009011601;75;1100
604900;2009011602;67;1100
604900;2009011603;92;1100
604900;2009011604;82;1100
604900;2009011605;90;1100
604900;2009011606;92;1100
604900;2009011607;93;1100
604900;2009011608;92;1100
604900;2009011609;90;1100
604900;2009011610;90;1100
604900;2009011611;90;1100
604900;2009011612;90;1100
604900;2009011613;90;1100
604900;2009011614;92;1100
604900;2009011615;90;1100
604900;2009011616;90;1100
604900;2009011617;85;1100
604900;2009011618;92;1100
604900;2009011619;92;1100
604900;2009011620;90;1100
604900;2009011621;92;1100
604900;2009011622;90;1100
604900;2009011623;97;1100
604900;2009011700;95;1100
604900;2009011701;98;1100
604900;2009011702;97;1100
604900;2009011703;92;1100
604900;2009011704;97;1100
604900;2009011705;97;1100
604900;2009011706;97;1100
604900;2009011707;95;1100
604900;2009011708;92;1100
604900;2009011709;97;1100
604900;2009011710;95;1100
604900;2009011711;95;1100
604900;2009011712;97;1100
604900;2009011713;98;1100
604900;2009011714;97;1100
604900;2009011715;93;1100
604900;2009011716;93;1100
604900;2009011717;90;1100
604900;2009011718;93;1100
604900;2009011719;93;1100
604900;2009011720;93;1100
604900;2009011721;93;1100
604900;2009011722;93;1000
604900;2009011723;93;1100
604900;2009011800;95;1100
604900;2009011801;100;1100
604900;2009011802;98;1000
604900;2009011803;97;1000
604900;2009011804;95;1000
604900;2009011805;93;1000
604900;2009011806;92;1000
604900;2009011807;90;1100
604900;2009011808;88;1000
