statid;timeobs (UTC);vindretning (°);label
0° is quiet, 360° is wind from north, 90° is wind from east etc.
612300;2009020816;259;1100
612300;2009020817;258;1100
612300;2009020818;252;1100
612300;2009020819;246;1100
612300;2009020820;252;1100
612300;2009020821;253;1100
612300;2009020822;247;1100
612300;2009020823;257;1100
612300;2009020900;244;1100
612300;2009020901;245;1100
612300;2009020902;237;1100
612300;2009020903;240;1100
612300;2009020904;240;1100
612300;2009020905;240;1100
612300;2009020906;237;1100
612300;2009020907;227;1100
612300;2009020908;220;1100
612300;2009020909;223;1100
612300;2009020910;218;1100
612300;2009020911;197;1100
612300;2009020912;195;1100
612300;2009020913;187;1100
612300;2009020914;169;1100
612300;2009020915;168;1100
612300;2009020916;162;1100
612300;2009020917;166;1100
612300;2009020918;178;1100
612300;2009020919;182;1100
612300;2009020920;190;1100
612300;2009020921;184;1100
612300;2009020922;176;1100
612300;2009020923;175;1100
612300;2009021000;169;1100
612300;2009021001;146;1100
612300;2009021002;145;1100
612300;2009021003;120;1100
612300;2009021004;113;1100
612300;2009021005;102;1100
612300;2009021006;95;1100
612300;2009021007;88;1100
612300;2009021008;85;1100
612300;2009021009;81;1100
612300;2009021010;80;1100
612300;2009021011;77;1100
612300;2009021012;73;1100
612300;2009021013;69;1100
612300;2009021014;62;1100
612300;2009021015;63;1100
612300;2009021016;60;1100
612300;2009021017;52;1100
612300;2009021018;45;1100
612300;2009021019;31;1100
612300;2009021020;25;1100
612300;2009021021;6.1;1000
612300;2009021022;17;1100
612300;2009021023;15;1100
612300;2009021100;353.4;1000
612300;2009021101;2;1100
612300;2009021102;354;1100
612300;2009021103;349;1100
612300;2009021104;352;1100
612300;2009021105;342;1100
612300;2009021106;347;1100
612300;2009021107;341;1100
612300;2009021108;334;1100
612300;2009021109;334;1100
612300;2009021110;333;1100
612300;2009021111;339;1100
612300;2009021112;343;1100
612300;2009021113;339;1100
612300;2009021114;337;1100
612300;2009021115;335;1100
612300;2009021116;332;1100
612300;2009021117;327;1100
612300;2009021118;327;1100
612300;2009021119;339;1100
612300;2009021120;353;1100
612300;2009021121;357;1100
612300;2009021122;10;1100
612300;2009021123;6;1100
612300;2009021200;359;1100
612300;2009021201;9;1100
612300;2009021202;357;1100
612300;2009021203;359;1100
612300;2009021204;359;1100
612300;2009021205;351;1100
612300;2009021206;340;1100
612300;2009021207;338;1100
612300;2009021208;341;1100
612300;2009021209;348;1100
612300;2009021210;355;1100
612300;2009021211;350;1100
612300;2009021212;340;1100
612300;2009021213;351;1100
612300;2009021214;336;1100
612300;2009021215;338;1100
612300;2009021216;341;1100
612300;2009021217;339;1100
612300;2009021218;333;1100
612300;2009021219;336;1100
612300;2009021220;337;1100
612300;2009021221;333;1100
612300;2009021222;334;1100
612300;2009021223;325;1100
612300;2009021300;350;1100
612300;2009021301;319;1100
612300;2009021302;318;1100
612300;2009021303;0;1100
612300;2009021304;132;1100
