statid;timeobs;Integrated_water_vapour_mean_[kg/m^2];Quality_label
618800;2009010100; 6.1543;1000
618800;2009010101; 5.9037;1000
618800;2009010102; 5.9011;1000
618800;2009010103; 6.7531;1000
618800;2009010104; 7.6723;1000
618800;2009010105; 7.8258;1000
618800;2009010106; 7.4485;1000
618800;2009010107; 6.8641;1000
618800;2009010108; 6.2345;1000
618800;2009010109; 5.6319;1000
618800;2009010110; 5.5128;1000
618800;2009010111; 4.9032;1000
618800;2009010112; 4.4010;1000
618800;2009010113; 4.0696;1000
618800;2009010114; 3.8765;1000
618800;2009010115; 3.8027;1000
618800;2009010116; 3.8059;1000
618800;2009010117; 3.8261;1000
618800;2009010118; 3.8597;1000
618800;2009010119; 3.9041;1000
618800;2009010120; 3.9064;1000
618800;2009010121; 3.8331;1000
618800;2009010122; 3.9709;1000
618800;2009010123; 3.8426;1000
618800;2009010200; 3.7124;1000
618800;2009010201; 3.5471;1000
618800;2009010202; 3.4415;1000
618800;2009010203; 3.4154;1000
618800;2009010204; 3.4419;1000
618800;2009010205; 3.5504;1000
618800;2009010206; 3.8414;1000
618800;2009010207; 4.1753;1000
618800;2009010208; 4.2663;1000
618800;2009010209; 4.0593;1000
618800;2009010210; 3.9228;1000
618800;2009010211; 3.7362;1000
618800;2009010212; 3.7903;1000
618800;2009010213; 3.9298;1000
618800;2009010214; 4.1712;1000
618800;2009010215; 4.3730;1000
618800;2009010216; 4.5665;1000
618800;2009010217; 4.7473;1000
618800;2009010218; 5.0552;1000
618800;2009010219; 5.3712;1000
618800;2009010220; 5.4991;1000
618800;2009010221; 5.3160;1000
618800;2009010222; 5.3780;1000
618800;2009010223; 5.3227;1000
618800;2009010300; 6.2210;1000
618800;2009010301; 7.0516;1000
618800;2009010302; 7.0409;1000
618800;2009010303; 6.6655;1000
618800;2009010304; 6.3348;1000
618800;2009010305; 6.4285;1000
618800;2009010306; 6.9239;1000
618800;2009010307; 7.6507;1000
618800;2009010308; 8.8914;1000
618800;2009010309; 9.8055;1000
618800;2009010310;10.4589;1000
618800;2009010311;10.8443;1000
618800;2009010312;10.8050;1000
618800;2009010313; 9.9929;1000
618800;2009010314; 8.8302;1000
618800;2009010315; 7.5497;1000
618800;2009010316; 6.5345;1000
618800;2009010317; 5.7620;1000
618800;2009010318; 5.1428;1000
618800;2009010319; 4.7980;1000
618800;2009010320; 4.6500;1000
618800;2009010321; 4.6177;1000
618800;2009010322; 4.6685;1000
618800;2009010323; 4.6725;1000
618800;2009010400; 4.7297;1000
618800;2009010401; 4.8296;1000
618800;2009010402; 4.9598;1000
618800;2009010403; 5.0255;1000
618800;2009010404; 4.9181;1000
618800;2009010405; 4.5577;1000
618800;2009010406; 4.2431;1000
618800;2009010407; 4.2473;1000
618800;2009010408; 4.3090;1000
618800;2009010409; 4.3163;1000
618800;2009010410; 4.4488;1000
618800;2009010411; 4.3954;1000
618800;2009010412; 4.3891;1000
618800;2009010413; 4.2373;1000
618800;2009010414; 3.9178;1000
618800;2009010415; 3.5638;1000
618800;2009010416; 3.2068;1000
618800;2009010417; 2.8886;1000
618800;2009010418; 2.6689;1000
618800;2009010419; 2.5486;1000
618800;2009010420; 2.4830;1000
618800;2009010421; 2.4458;1000
618800;2009010422; 2.5950;1000
618800;2009010423; 2.5408;1000
618800;2009010500; 2.4941;1000
618800;2009010501; 2.4638;1000
618800;2009010502; 2.3769;1000
618800;2009010503; 2.2714;1000
618800;2009010504; 2.1825;1000
618800;2009010505; 2.1374;1000
618800;2009010506; 2.1745;1000
