statid;timeobs (UTC);cloud cover (%);label
614100;2009010100;92;1100
614100;2009010101;75;1100
614100;2009010102;37;1100
614100;2009010103;0;1100
614100;2009010104;38;1100
614100;2009010105;85;1100
614100;2009010106;63;1100
614100;2009010107;43;1100
614100;2009010108;0;1100
614100;2009010109;5;1100
614100;2009010110;27;1100
614100;2009010111;33;1100
614100;2009010112;90;1100
614100;2009010113;93;1100
614100;2009010114;70;1100
614100;2009010115;77;1100
614100;2009010116;95;1100
614100;2009010117;95;1100
614100;2009010118;92;1100
614100;2009010119;97;1100
614100;2009010120;98;1100
614100;2009010121;98;1100
614100;2009010122;98;1100
614100;2009010123;98;1100
614100;2009010200;98;1100
614100;2009010201;98;1100
614100;2009010202;77;1100
614100;2009010203;85;1100
614100;2009010204;50;1100
614100;2009010205;23;1100
614100;2009010206;18;1100
614100;2009010207;28;1100
614100;2009010208;0;1100
614100;2009010209;0;1100
614100;2009010210;0;1100
614100;2009010211;0;1100
614100;2009010212;0;1100
614100;2009010213;0;1100
614100;2009010214;5;1100
614100;2009010215;7;1100
614100;2009010216;2;1100
614100;2009010217;2;1100
614100;2009010218;7;1100
614100;2009010219;0;1100
614100;2009010220;0;1100
614100;2009010221;0;1100
614100;2009010222;0;1100
614100;2009010223;0;1100
614100;2009010300;0;1100
614100;2009010301;0;1100
614100;2009010302;7;1100
614100;2009010303;87;1100
614100;2009010304;90;1100
614100;2009010305;90;1100
614100;2009010306;90;1100
614100;2009010307;97;1100
614100;2009010308;77;1100
614100;2009010309;90;1100
614100;2009010310;92;1100
614100;2009010311;90;1100
614100;2009010312;90;1100
614100;2009010313;95;1100
614100;2009010314;98;1100
614100;2009010315;95;1100
614100;2009010316;97;1100
614100;2009010317;92;1100
614100;2009010318;80;1100
614100;2009010319;42;1100
614100;2009010320;27;1100
614100;2009010321;37;1100
614100;2009010322;13;1100
614100;2009010323;45;1100
614100;2009010400;58;1100
614100;2009010401;84;1100
614100;2009010402;80;1100
614100;2009010403;90;1100
614100;2009010404;90;1100
614100;2009010405;93;1100
614100;2009010406;98;1100
614100;2009010407;93;1100
614100;2009010408;92;1100
614100;2009010409;93;1100
614100;2009010410;90;1100
614100;2009010411;93;1100
614100;2009010412;95;1100
614100;2009010413;92;1100
614100;2009010414;97;1100
614100;2009010415;97;1100
614100;2009010416;93;1100
614100;2009010417;93;1100
614100;2009010418;92;1100
614100;2009010419;93;1100
614100;2009010420;95;1100
614100;2009010421;95;1100
614100;2009010422;77;1100
614100;2009010423;8;1100
614100;2009010500;0;1100
614100;2009010501;0;1100
614100;2009010502;0;1100
614100;2009010503;0;1100
614100;2009010504;12;1100
614100;2009010505;55;1100
614100;2009010506;2;1100
614100;2009010507;0;1100
614100;2009010508;0;1100
614100;2009010509;0;1100
614100;2009010510;0;1100
614100;2009010511;0;1100
614100;2009010512;0;1100
614100;2009010513;0;1100
614100;2009010514;0;1100
614100;2009010515;0;1100
614100;2009010516;0;1100
614100;2009010517;0;1100
614100;2009010518;0;1100
614100;2009010519;0;1100
614100;2009010520;0;1100
614100;2009010521;0;1100
614100;2009010522;0;1100
614100;2009010523;0;1100
614100;2009010600;0;1100
614100;2009010601;0;1100
614100;2009010602;0;1100
614100;2009010603;0;1100
614100;2009010604;18;1100
614100;2009010605;50;1100
614100;2009010606;66;1100
614100;2009010607;92;1100
614100;2009010608;55;1100
614100;2009010609;92;1100
614100;2009010610;90;1100
614100;2009010611;90;1100
614100;2009010612;90;1100
614100;2009010613;93;1100
614100;2009010614;85;1100
614100;2009010615;23;1100
614100;2009010616;40;1100
614100;2009010617;97;1100
614100;2009010618;97;1100
614100;2009010619;97;1100
614100;2009010620;97;1100
614100;2009010621;93;1100
614100;2009010622;75;1100
614100;2009010623;97;1100
614100;2009010700;93;1100
614100;2009010701;97;1100
614100;2009010702;98;1100
614100;2009010703;98;1100
614100;2009010704;87;1100
614100;2009010705;95;1100
614100;2009010706;67;1100
614100;2009010707;20;1100
614100;2009010708;42;1100
614100;2009010709;7;1100
614100;2009010710;0;1100
614100;2009010711;0;1100
614100;2009010712;0;1100
614100;2009010713;0;1100
614100;2009010714;5;1100
614100;2009010715;13;1100
614100;2009010716;12;1100
614100;2009010717;0;1100
614100;2009010718;0;1100
614100;2009010719;0;1100
614100;2009010720;0;1100
614100;2009010721;0;1100
614100;2009010722;0;1100
614100;2009010723;0;1100
614100;2009010800;0;1100
614100;2009010801;0;1100
614100;2009010802;0;1100
614100;2009010803;0;1100
614100;2009010804;0;1100
614100;2009010805;0;1100
614100;2009010806;0;1100
614100;2009010807;13;1100
614100;2009010808;13;1100
614100;2009010809;70;1100
614100;2009010810;37;1100
614100;2009010811;85;1100
614100;2009010812;90;1100
614100;2009010813;47;1100
614100;2009010814;14;1100
614100;2009010815;52;1100
614100;2009010816;97;1100
614100;2009010817;93;1100
614100;2009010818;97;1100
614100;2009010819;95;1100
614100;2009010820;90;1100
614100;2009010821;90;1100
614100;2009010822;90;1100
614100;2009010823;95;1100
614100;2009010900;97;1100
614100;2009010901;97;1100
614100;2009010902;93;1100
614100;2009010903;98;1100
614100;2009010904;97;1100
614100;2009010905;98;1100
614100;2009010906;87;1100
614100;2009010907;17;1100
614100;2009010908;8;1100
614100;2009010909;8;1100
614100;2009010910;5;1100
614100;2009010911;0;1100
614100;2009010912;4;1100
614100;2009010913;0;1100
614100;2009010914;0;1100
614100;2009010915;0;1100
614100;2009010916;0;1100
614100;2009010917;0;1100
614100;2009010918;18;1100
614100;2009010919;97;1100
614100;2009010920;95;1100
614100;2009010921;97;1100
614100;2009010922;97;1100
614100;2009010923;98;1100
614100;2009011000;98;1100
614100;2009011001;73;1100
614100;2009011002;72;1100
614100;2009011003;97;1100
614100;2009011004;93;1100
614100;2009011005;97;1100
614100;2009011006;90;1100
614100;2009011007;97;1100
614100;2009011008;95;1100
614100;2009011009;93;1100
614100;2009011010;93;1100
614100;2009011011;92;1100
614100;2009011012;98;1100
614100;2009011013;98;1100
614100;2009011014;98;1100
614100;2009011015;98;1100
614100;2009011016;98;1100
614100;2009011017;23;1100
614100;2009011018;0;1100
614100;2009011019;0;1100
614100;2009011020;0;1100
614100;2009011021;0;1100
614100;2009011022;0;1100
614100;2009011023;0;1100
614100;2009011100;0;1100
614100;2009011101;0;1100
614100;2009011102;0;1100
614100;2009011103;0;1100
614100;2009011104;0;1100
614100;2009011105;5;1100
614100;2009011106;2;1100
614100;2009011107;0;1100
