statid;timeobs;wind_speed_mean(m/s);label
615600;2009010100;2.6;1100
615600;2009010101;2.6;1100
615600;2009010102;2.2;1100
615600;2009010103;2.4;1100
615600;2009010104;1.8;1100
615600;2009010105;0;1100
615600;2009010106;0;1100
615600;2009010107;0;1100
615600;2009010108;0.8;1100
615600;2009010109;3.7;1100
615600;2009010110;2.1;1100
615600;2009010111;2.7;1100
615600;2009010112;2.7;1100
615600;2009010113;2.6;1100
615600;2009010114;0.6;1100
615600;2009010115;2;1100
615600;2009010116;2;1100
615600;2009010117;1.4;1100
615600;2009010118;0;1100
615600;2009010119;0;1100
615600;2009010120;0;1100
615600;2009010121;0;1100
615600;2009010122;0;1100
615600;2009010123;0;1100
615600;2009010200;0;1100
615600;2009010201;0;1100
615600;2009010202;0;1100
615600;2009010203;0;1100
615600;2009010204;0;1100
615600;2009010205;0;1100
615600;2009010206;0;1100
615600;2009010207;0;1100
615600;2009010208;0;1100
615600;2009010209;0;1100
615600;2009010210;0;1100
615600;2009010211;0;1100
615600;2009010212;2.1;1100
615600;2009010213;3.7;1100
615600;2009010214;3.8;1100
615600;2009010215;2.6;1100
615600;2009010216;2.2;1100
615600;2009010217;2;1100
615600;2009010218;1.3;1100
615600;2009010219;0.9;1100
615600;2009010220;2.2;1100
615600;2009010221;3.2;1100
615600;2009010222;3.8;1100
615600;2009010223;4.6;1100
615600;2009010300;4.6;1100
615600;2009010301;5.8;1100
615600;2009010302;6.8;1100
615600;2009010303;7.2;1100
615600;2009010304;6.5;1100
615600;2009010305;8.9;1100
615600;2009010306;8.6;1100
615600;2009010307;7.8;1100
615600;2009010308;7.7;1100
615600;2009010309;6.9;1100
615600;2009010310;7.7;1100
615600;2009010311;9.3;1100
615600;2009010312;10.3;1100
615600;2009010313;11.4;1100
615600;2009010314;10.3;1100
615600;2009010315;8.6;1100
615600;2009010316;5.6;1100
615600;2009010317;3.6;1100
615600;2009010318;3.3;1100
615600;2009010319;2.4;1100
615600;2009010320;2.7;1100
615600;2009010321;2.4;1100
615600;2009010322;2.6;1100
615600;2009010323;1;1100
615600;2009010400;0.6;1100
615600;2009010401;1.9;1100
615600;2009010402;2;1100
615600;2009010403;1.5;1100
615600;2009010404;1.2;1100
615600;2009010405;2.1;1100
615600;2009010406;3;1100
615600;2009010407;3.8;1100
615600;2009010408;3.7;1100
615600;2009010409;2.5;1100
615600;2009010410;3.6;1100
615600;2009010411;3.9;1100
615600;2009010412;3.9;1100
615600;2009010413;4;1100
615600;2009010414;4.4;1100
615600;2009010415;4.7;1100
615600;2009010416;3.1;1100
615600;2009010417;4.4;1100
615600;2009010418;3.9;1100
615600;2009010419;4;1100
615600;2009010420;4.3;1100
615600;2009010421;5.4;1100
615600;2009010422;5.1;1100
