statid;timeobs (UTC);cloud cover (%);label
603000;2009011501;92;1000
603000;2009011502;91;1000
603000;2009011503;91;1000
603000;2009011504;91;1000
603000;2009011505;90;1000
603000;2009011506;90;1100
603000;2009011507;90;1100
603000;2009011508;85;1100
603000;2009011509;2;1100
603000;2009011510;33;1100
603000;2009011511;90;1100
603000;2009011512;28;1100
603000;2009011513;3;1100
603000;2009011514;0;1100
603000;2009011515;0;1100
603000;2009011516;0;1100
603000;2009011517;0;1100
603000;2009011518;0;1100
603000;2009011519;0;1100
603000;2009011520;0;1100
603000;2009011521;0;1100
603000;2009011522;0;1100
603000;2009011523;10;1100
603000;2009011600;68;1100
603000;2009011601;80;1100
603000;2009011602;85;1100
603000;2009011603;96;1100
603000;2009011604;65;1100
603000;2009011605;80;1100
603000;2009011606;96;1100
603000;2009011607;93;1100
603000;2009011608;90;1100
603000;2009011609;90;1100
603000;2009011610;93;1100
603000;2009011611;90;1100
603000;2009011612;90;1100
603000;2009011613;90;1100
603000;2009011614;90;1100
603000;2009011615;90;1100
603000;2009011616;90;1100
603000;2009011617;90;1100
603000;2009011618;90;1100
603000;2009011619;90;1100
603000;2009011620;85;1100
603000;2009011621;84;1100
603000;2009011622;28;1100
603000;2009011623;20;1100
603000;2009011700;94;1100
603000;2009011701;100;1100
603000;2009011702;100;1100
603000;2009011703;98;1100
603000;2009011704;98;1100
603000;2009011705;97;1100
603000;2009011706;100;1100
603000;2009011707;100;1100
603000;2009011708;90;1100
603000;2009011709;96;1100
603000;2009011710;93;1100
603000;2009011711;92;1100
603000;2009011712;90;1100
603000;2009011713;98;1100
603000;2009011714;92;1100
603000;2009011715;94;1100
603000;2009011716;97;1100
603000;2009011717;93;1100
603000;2009011718;90;1100
603000;2009011719;92;1100
603000;2009011720;90;1100
603000;2009011721;92;1100
603000;2009011722;95;1100
603000;2009011723;98;1100
603000;2009011800;94;1100
603000;2009011801;95;1100
603000;2009011802;98;1100
603000;2009011803;92;1100
603000;2009011804;95;1100
603000;2009011805;100;1100
603000;2009011806;100;1100
603000;2009011807;100;1100
603000;2009011808;97;1100
603000;2009011809;100;1100
603000;2009011810;100;1100
603000;2009011811;95;1100
603000;2009011812;96;1100
603000;2009011813;92;1100
603000;2009011814;98;1100
603000;2009011815;98;1100
603000;2009011816;92;1100
603000;2009011817;93;1100
603000;2009011818;92;1100
603000;2009011819;100;1100
603000;2009011820;100;1100
603000;2009011821;94;1100
603000;2009011822;97;1100
603000;2009011823;97;1100
603000;2009011900;96;1100
603000;2009011901;97;1100
603000;2009011902;77;1100
603000;2009011903;10;1100
603000;2009011904;18;1100
603000;2009011905;42;1100
603000;2009011906;28;1100
603000;2009011907;92;1100
603000;2009011908;93;1100
603000;2009011909;90;1100
603000;2009011910;92;1100
603000;2009011911;90;1100
603000;2009011912;22;1100
603000;2009011913;68;1100
603000;2009011914;50;1100
603000;2009011915;98;1100
603000;2009011916;100;1100
603000;2009011917;98;1100
603000;2009011918;92;1100
603000;2009011919;90;1100
603000;2009011920;92;1100
603000;2009011921;100;1100
603000;2009011922;98;1100
603000;2009011923;100;1100
603000;2009012000;98;1100
603000;2009012001;97;1100
603000;2009012002;90;1100
603000;2009012003;94;1100
603000;2009012004;97;1100
603000;2009012005;97;1100
603000;2009012006;96;1100
603000;2009012007;98;1100
603000;2009012008;82;1100
603000;2009012009;16;1100
603000;2009012010;8;1100
603000;2009012011;8;1100
603000;2009012012;4;1100
603000;2009012013;73;1100
603000;2009012014;90;1100
603000;2009012015;92;1100
603000;2009012016;90;1100
603000;2009012017;60;1100
603000;2009012018;78;1100
603000;2009012019;37;1100
603000;2009012020;12;1100
603000;2009012021;18;1100
603000;2009012022;50;1100
603000;2009012023;93;1100
603000;2009012100;22;1100
603000;2009012101;98;1100
603000;2009012102;95;1100
603000;2009012103;62;1100
603000;2009012104;70;1100
603000;2009012105;97;1100
603000;2009012106;96;1100
603000;2009012107;92;1100
603000;2009012108;92;1100
603000;2009012109;84;1100
603000;2009012110;90;1100
603000;2009012111;90;1100
603000;2009012112;90;1100
603000;2009012113;90;1100
603000;2009012114;70;1100
603000;2009012115;90;1100
603000;2009012116;80;1100
603000;2009012117;95;1100
603000;2009012118;98;1100
603000;2009012119;93;1100
603000;2009012120;50;1100
603000;2009012121;0;1100
603000;2009012122;10;1100
603000;2009012123;73;1100
603000;2009012200;100;1100
603000;2009012201;100;1100
603000;2009012202;97;1100
603000;2009012203;96;1100
603000;2009012204;75;1100
603000;2009012205;93;1100
603000;2009012206;90;1100
603000;2009012207;95;1100
603000;2009012208;93;1100
603000;2009012209;90;1100
603000;2009012210;90;1100
603000;2009012211;85;1100
603000;2009012212;24;1100
603000;2009012213;20;1100
603000;2009012214;53;1100
603000;2009012215;84;1100
603000;2009012216;90;1100
603000;2009012217;90;1100
603000;2009012218;90;1100
603000;2009012219;90;1100
603000;2009012220;90;1100
603000;2009012221;98;1100
603000;2009012222;98;1100
603000;2009012223;97;1100
603000;2009012300;90;1100
603000;2009012301;92;1100
603000;2009012302;90;1100
603000;2009012303;94;1100
603000;2009012304;100;1100
603000;2009012305;97;1100
603000;2009012306;96;1100
603000;2009012307;98;1100
603000;2009012308;100;1100
603000;2009012309;100;1100
603000;2009012310;98;1100
603000;2009012311;97;1100
603000;2009012312;96;1100
603000;2009012313;98;1100
603000;2009012314;98;1100
603000;2009012315;96;1100
603000;2009012316;100;1100
603000;2009012317;98;1100
603000;2009012318;94;1100
603000;2009012319;98;1100
603000;2009012320;98;1100
603000;2009012321;98;1100
603000;2009012322;93;1100
603000;2009012323;95;1100
603000;2009012400;100;1100
603000;2009012401;100;1100
603000;2009012402;100;1100
603000;2009012403;100;1100
603000;2009012404;100;1100
603000;2009012405;100;1100
603000;2009012406;98;1100
603000;2009012407;98;1100
603000;2009012408;97;1100
603000;2009012409;92;1100
603000;2009012410;93;1100
603000;2009012411;93;1100
603000;2009012412;92;1100
603000;2009012413;97;1100
603000;2009012414;98;1100
603000;2009012415;90;1100
603000;2009012416;93;1100
603000;2009012417;97;1100
603000;2009012418;84;1100
603000;2009012419;93;1100
603000;2009012420;97;1100
603000;2009012421;96;1100
603000;2009012422;95;1100
603000;2009012423;97;1100
603000;2009012500;100;1100
603000;2009012501;52;1100
603000;2009012502;48;1100
603000;2009012503;24;1100
603000;2009012504;3;1100
603000;2009012505;42;1100
603000;2009012506;58;1100
603000;2009012507;20;1100
603000;2009012508;38;1100
603000;2009012509;70;1100
603000;2009012510;26;1100
603000;2009012511;80;1100
603000;2009012512;15;1100
603000;2009012513;10;1100
603000;2009012514;8;1100
603000;2009012515;88;1100
603000;2009012516;70;1100
603000;2009012517;38;1100
603000;2009012518;22;1100
603000;2009012519;75;1100
603000;2009012520;68;1100
603000;2009012521;100;1100
603000;2009012522;97;1100
603000;2009012523;100;1100
603000;2009012600;100;1100
603000;2009012601;100;1100
603000;2009012602;100;1100
603000;2009012603;96;1100
603000;2009012604;95;1100
603000;2009012605;95;1100
603000;2009012606;100;1100
603000;2009012607;100;1100
603000;2009012608;100;1100
603000;2009012609;100;1100
603000;2009012610;100;1100
603000;2009012611;100;1100
603000;2009012612;100;1100
603000;2009012613;100;1100
603000;2009012614;95;1100
603000;2009012615;100;1100
603000;2009012616;100;1100
603000;2009012617;97;1100
603000;2009012618;98;1100
603000;2009012619;100;1100
603000;2009012620;100;1100
603000;2009012621;100;1100
603000;2009012622;100;1100
603000;2009012623;100;1100
603000;2009012700;100;1100
603000;2009012701;97;1100
603000;2009012702;100;1100
603000;2009012703;100;1100
603000;2009012704;100;1100
603000;2009012705;100;1100
603000;2009012706;96;1100
603000;2009012707;100;1100
603000;2009012708;100;1100
603000;2009012709;100;1100
603000;2009012710;100;1100
603000;2009012711;98;1100
603000;2009012712;100;1100
603000;2009012713;98;1100
603000;2009012714;100;1100
603000;2009012715;100;1100
603000;2009012716;100;1100
603000;2009012717;97;1100
603000;2009012718;92;1100
603000;2009012719;92;1100
603000;2009012720;98;1100
603000;2009012721;100;1100
603000;2009012722;95;1100
603000;2009012723;92;1100
603000;2009012800;94;1100
603000;2009012801;100;1100
603000;2009012802;100;1100
603000;2009012803;100;1100
603000;2009012804;100;1100
603000;2009012805;97;1100
603000;2009012806;96;1100
603000;2009012807;98;1100
603000;2009012808;97;1100
603000;2009012809;100;1100
603000;2009012810;100;1100
603000;2009012811;97;1100
603000;2009012812;96;1100
603000;2009012813;97;1100
603000;2009012814;95;1100
603000;2009012815;96;1100
603000;2009012816;100;1100
603000;2009012817;100;1100
603000;2009012818;100;1100
603000;2009012819;100;1100
603000;2009012820;100;1100
603000;2009012821;98;1100
603000;2009012822;100;1100
603000;2009012823;100;1100
603000;2009012900;100;1100
603000;2009012901;98;1100
603000;2009012902;100;1100
603000;2009012903;92;1100
603000;2009012904;32;1100
603000;2009012905;93;1100
603000;2009012906;96;1100
603000;2009012907;100;1100
603000;2009012908;100;1100
603000;2009012909;100;1100
603000;2009012910;100;1100
603000;2009012911;100;1100
603000;2009012912;100;1100
603000;2009012913;100;1100
603000;2009012914;100;1100
603000;2009012915;100;1100
603000;2009012916;95;1100
603000;2009012917;100;1100
603000;2009012918;100;1100
603000;2009012919;100;1100
603000;2009012920;95;1100
603000;2009012921;100;1100
603000;2009012922;98;1100
603000;2009012923;100;1100
603000;2009013000;100;1100
603000;2009013001;100;1100
603000;2009013002;100;1100
603000;2009013003;100;1100
603000;2009013004;98;1100
603000;2009013005;97;1100
603000;2009013006;100;1100
603000;2009013007;95;1100
603000;2009013008;97;1100
603000;2009013009;100;1100
603000;2009013010;100;1100
603000;2009013011;100;1100
603000;2009013012;98;1100
603000;2009013013;100;1100
603000;2009013014;100;1100
603000;2009013015;100;1100
603000;2009013016;95;1100
603000;2009013017;97;1100
603000;2009013018;100;1100
603000;2009013019;98;1100
603000;2009013020;100;1100
603000;2009013021;100;1100
603000;2009013022;100;1100
603000;2009013023;97;1100
603000;2009013100;100;1100
603000;2009013101;100;1100
603000;2009013102;100;1100
603000;2009013103;94;1100
603000;2009013104;95;1100
603000;2009013105;100;1100
603000;2009013106;98;1100
603000;2009013107;92;1100
603000;2009013108;97;1100
603000;2009013109;100;1100
603000;2009013110;100;1100
603000;2009013111;100;1100
603000;2009013112;100;1100
603000;2009013113;100;1100
603000;2009013114;100;1100
603000;2009013115;100;1100
603000;2009013116;100;1100
603000;2009013117;100;1100
603000;2009013118;100;1100
603000;2009013119;100;1100
603000;2009013120;100;1100
603000;2009013121;100;1100
603000;2009013122;95;1100
603000;2009013123;100;1100
603000;2009020100;92;1100
603000;2009020101;92;1100
603000;2009020102;90;1100
603000;2009020103;96;1100
603000;2009020104;100;1100
603000;2009020105;100;1100
603000;2009020106;100;1100
603000;2009020107;93;1100
603000;2009020108;90;1100
603000;2009020109;90;1100
603000;2009020110;40;1100
603000;2009020111;7;1100
603000;2009020112;16;1100
603000;2009020113;2;1100
603000;2009020114;0;1100
603000;2009020115;0;1100
603000;2009020116;0;1100
603000;2009020117;0;1100
603000;2009020118;2;1100
603000;2009020119;0;1100
603000;2009020120;0;1100
603000;2009020121;0;1100
603000;2009020122;67;1100
603000;2009020123;28;1100
603000;2009020200;0;1100
603000;2009020201;0;1100
603000;2009020202;32;1100
603000;2009020203;58;1100
603000;2009020204;23;1100
603000;2009020205;5;1100
603000;2009020206;8;1100
603000;2009020207;5;1100
603000;2009020208;18;1100
603000;2009020209;2;1100
603000;2009020210;43;1100
603000;2009020211;97;1100
603000;2009020212;100;1100
603000;2009020213;100;1100
603000;2009020214;97;1100
603000;2009020215;98;1100
603000;2009020216;100;1100
603000;2009020217;100;1100
603000;2009020218;100;1100
603000;2009020219;100;1100
603000;2009020220;97;1100
603000;2009020221;100;1100
603000;2009020222;97;1100
603000;2009020223;97;1100
603000;2009020300;96;1100
603000;2009020301;97;1100
603000;2009020302;92;1100
603000;2009020303;98;1100
603000;2009020304;100;1100
603000;2009020305;100;1100
603000;2009020306;100;1100
603000;2009020307;98;1100
603000;2009020308;100;1100
603000;2009020309;96;1100
603000;2009020310;97;1100
603000;2009020311;100;1100
603000;2009020312;100;1100
603000;2009020313;100;1100
603000;2009020314;97;1100
603000;2009020315;98;1100
603000;2009020316;100;1100
603000;2009020317;98;1100
603000;2009020318;92;1100
603000;2009020319;95;1100
603000;2009020320;93;1100
603000;2009020321;98;1100
603000;2009020322;98;1100
603000;2009020323;97;1100
603000;2009020400;96;1100
603000;2009020401;93;1100
603000;2009020402;98;1100
603000;2009020403;92;1100
603000;2009020404;90;1100
603000;2009020405;93;1100
603000;2009020406;96;1100
603000;2009020407;100;1100
603000;2009020408;92;1100
603000;2009020409;92;1100
603000;2009020410;90;1100
603000;2009020411;90;1100
603000;2009020412;92;1100
603000;2009020413;90;1100
603000;2009020414;90;1100
603000;2009020415;92;1100
603000;2009020416;90;1100
603000;2009020417;95;1100
603000;2009020418;96;1100
603000;2009020419;97;1100
603000;2009020420;97;1100
603000;2009020421;96;1100
603000;2009020422;95;1100
603000;2009020423;97;1100
603000;2009020500;100;1100
603000;2009020501;100;1000
603000;2009020502;99;1000
603000;2009020503;98;1000
603000;2009020504;97;1000
603000;2009020505;97;1000
603000;2009020506;96;1000
603000;2009020507;95;1000
603000;2009020508;94;1000
603000;2009020509;93;1000
603000;2009020510;93;1000
603000;2009020511;92;1000
603000;2009020512;92;1000
603000;2009020513;91;1000
603000;2009020514;90;1000
603000;2009020515;90;1100
603000;2009020516;90;1100
603000;2009020517;95;1100
603000;2009020518;94;1100
603000;2009020519;95;1100
603000;2009020520;98;1100
603000;2009020521;94;1100
603000;2009020522;98;1100
603000;2009020523;98;1100
603000;2009020600;92;1100
603000;2009020601;97;1100
603000;2009020602;93;1100
603000;2009020603;94;1100
603000;2009020604;98;1100
603000;2009020605;98;1100
603000;2009020606;96;1100
603000;2009020607;93;1100
603000;2009020608;97;1100
603000;2009020609;96;1100
603000;2009020610;95;1100
603000;2009020611;47;1100
603000;2009020612;100;1100
603000;2009020613;92;1100
603000;2009020614;93;1100
603000;2009020615;96;1100
603000;2009020616;92;1100
603000;2009020617;93;1100
603000;2009020618;92;1100
603000;2009020619;97;1100
603000;2009020620;97;1100
603000;2009020621;94;1100
603000;2009020622;90;1100
603000;2009020623;97;1100
603000;2009020700;90;1100
603000;2009020701;90;1100
603000;2009020702;90;1100
603000;2009020703;90;1100
603000;2009020704;92;1100
603000;2009020705;90;1100
603000;2009020706;90;1100
603000;2009020707;92;1100
603000;2009020708;95;1100
603000;2009020709;96;1100
603000;2009020710;93;1100
603000;2009020711;92;1100
603000;2009020712;90;1100
603000;2009020713;92;1100
603000;2009020714;92;1100
603000;2009020715;90;1100
603000;2009020716;98;1100
603000;2009020717;98;1100
603000;2009020718;92;1100
603000;2009020719;92;1100
603000;2009020720;92;1100
603000;2009020721;68;1100
603000;2009020722;80;1100
603000;2009020723;77;1100
603000;2009020800;68;1100
603000;2009020801;80;1100
603000;2009020802;92;1100
603000;2009020803;98;1100
603000;2009020804;90;1100
603000;2009020805;95;1100
603000;2009020806;92;1100
603000;2009020807;55;1100
603000;2009020808;45;1100
603000;2009020809;28;1100
603000;2009020810;0;1100
603000;2009020811;15;1100
603000;2009020812;32;1100
603000;2009020813;52;1100
603000;2009020814;15;1100
603000;2009020815;68;1100
603000;2009020816;53;1100
603000;2009020817;5;1100
603000;2009020818;8;1100
603000;2009020819;2;1100
603000;2009020820;0;1100
603000;2009020821;22;1100
603000;2009020822;25;1100
603000;2009020823;12;1100
603000;2009020900;52;1100
603000;2009020901;60;1100
603000;2009020902;83;1100
603000;2009020903;62;1100
603000;2009020904;33;1100
603000;2009020905;90;1100
603000;2009020906;45;1100
603000;2009020907;85;1100
603000;2009020908;13;1100
603000;2009020909;2;1100
603000;2009020910;58;1100
603000;2009020911;50;1100
603000;2009020912;28;1100
603000;2009020913;3;1100
603000;2009020914;7;1100
603000;2009020915;0;1100
603000;2009020916;23;1100
603000;2009020917;65;1100
603000;2009020918;92;1100
603000;2009020919;97;1100
603000;2009020920;93;1100
603000;2009020921;96;1100
603000;2009020922;93;1100
603000;2009020923;93;1100
603000;2009021000;98;1100
603000;2009021001;93;1100
603000;2009021002;92;1100
603000;2009021003;90;1100
603000;2009021004;90;1100
603000;2009021005;93;1100
603000;2009021006;92;1100
603000;2009021007;92;1100
603000;2009021008;90;1100
603000;2009021009;90;1100
603000;2009021010;90;1100
603000;2009021011;90;1100
603000;2009021012;90;1100
603000;2009021013;90;1100
603000;2009021014;90;1100
603000;2009021015;90;1100
603000;2009021016;67;1100
603000;2009021017;90;1100
603000;2009021018;92;1100
603000;2009021019;90;1100
603000;2009021020;97;1100
603000;2009021021;96;1100
603000;2009021022;98;1100
603000;2009021023;97;1100
603000;2009021100;98;1100
603000;2009021101;95;1100
603000;2009021102;98;1100
603000;2009021103;98;1100
603000;2009021104;95;1100
603000;2009021105;92;1100
603000;2009021106;98;1100
603000;2009021107;95;1100
603000;2009021108;90;1100
603000;2009021109;90;1100
603000;2009021110;85;1100
603000;2009021111;90;1100
603000;2009021112;74;1100
603000;2009021113;67;1100
603000;2009021114;93;1100
603000;2009021115;94;1100
603000;2009021116;98;1100
603000;2009021117;92;1100
603000;2009021118;96;1100
603000;2009021119;98;1100
603000;2009021120;95;1100
603000;2009021121;96;1100
603000;2009021122;28;1100
603000;2009021123;25;1100
603000;2009021200;0;1100
603000;2009021201;0;1100
603000;2009021202;0;1100
603000;2009021203;0;1100
603000;2009021204;0;1100
603000;2009021205;0;1100
603000;2009021206;0;1100
603000;2009021207;0;1100
603000;2009021208;0;1100
603000;2009021209;0;1100
603000;2009021210;0;1100
603000;2009021211;0;1100
603000;2009021212;0;1100
603000;2009021213;0;1100
603000;2009021214;0;1100
603000;2009021215;0;1100
603000;2009021216;0;1100
603000;2009021217;0;1100
603000;2009021218;0;1100
603000;2009021219;0;1100
603000;2009021220;0;1100
603000;2009021221;0;1100
603000;2009021222;5;1100
603000;2009021223;2;1100
603000;2009021300;0;1100
603000;2009021301;7;1100
603000;2009021302;17;1100
603000;2009021303;78;1100
603000;2009021304;90;1100
603000;2009021305;42;1100
603000;2009021306;26;1100
603000;2009021307;53;1100
603000;2009021308;0;1100
603000;2009021309;0;1100
603000;2009021310;0;1100
603000;2009021311;0;1100
603000;2009021312;6;1100
603000;2009021313;10;1100
603000;2009021314;18;1100
603000;2009021315;0;1100
603000;2009021316;0;1100
603000;2009021317;0;1100
603000;2009021318;0;1100
603000;2009021319;0;1100
603000;2009021320;0;1100
603000;2009021321;0;1100
603000;2009021322;0;1100
603000;2009021323;0;1100
603000;2009021400;0;1100
603000;2009021401;0;1100
603000;2009021402;0;1100
603000;2009021403;0;1100
603000;2009021404;0;1100
603000;2009021405;0;1100
603000;2009021406;0;1100
603000;2009021407;0;1100
603000;2009021408;0;1100
603000;2009021409;0;1100
603000;2009021410;0;1100
603000;2009021411;0;1100
603000;2009021412;0;1100
603000;2009021413;0;1100
603000;2009021414;0;1100
603000;2009021415;0;1100
603000;2009021416;10;1100
