statid;timeobs (UTC);atmosfæretryk ved havniveau (hPa);label
619000;2009010100;1021.8;1100
619000;2009010101;1021.3;1100
619000;2009010102;1021.1;1100
619000;2009010103;1020.9;1100
619000;2009010104;1020.7;1100
619000;2009010105;1020.9;1100
619000;2009010106;1021.5;1100
619000;2009010107;1022.2;1100
619000;2009010108;1022.9;1100
619000;2009010109;1023.5;1100
619000;2009010110;1024.2;1100
619000;2009010111;1024.5;1100
619000;2009010112;1024.8;1100
619000;2009010113;1025.2;1100
619000;2009010114;1025.6;1100
619000;2009010115;1026.1;1100
619000;2009010116;1026.6;1100
619000;2009010117;1026.9;1100
619000;2009010118;1027;1100
619000;2009010119;1027.2;1100
619000;2009010120;1027.3;1100
619000;2009010121;1027.3;1100
619000;2009010122;1027.3;1100
619000;2009010123;1027.1;1100
619000;2009010200;1027;1100
619000;2009010201;1026.8;1100
619000;2009010202;1026.7;1100
619000;2009010203;1026.4;1100
619000;2009010204;1026.3;1100
619000;2009010205;1026.2;1100
619000;2009010206;1026.4;1100
619000;2009010207;1026.5;1100
619000;2009010208;1026.6;1100
619000;2009010209;1026.8;1100
619000;2009010210;1026.9;1100
619000;2009010211;1026.8;1100
619000;2009010212;1026.8;1100
619000;2009010213;1026.6;1100
619000;2009010214;1026.5;1100
619000;2009010215;1026.4;1100
619000;2009010216;1026.5;1100
619000;2009010217;1026.5;1100
619000;2009010218;1026.4;1100
619000;2009010219;1026.4;1100
619000;2009010220;1026.5;1100
619000;2009010221;1026.3;1100
619000;2009010222;1025.9;1100
619000;2009010223;1025.2;1100
619000;2009010300;1024.6;1100
619000;2009010301;1023.8;1100
619000;2009010302;1022.9;1100
619000;2009010303;1021.7;1100
619000;2009010304;1020;1100
619000;2009010305;1018.8;1100
619000;2009010306;1017.9;1100
619000;2009010307;1017.1;1100
619000;2009010308;1016.4;1100
619000;2009010309;1015.7;1100
619000;2009010310;1015;1100
619000;2009010311;1013.8;1100
619000;2009010312;1012.7;1100
619000;2009010313;1011;1100
619000;2009010314;1009.5;1100
619000;2009010315;1008.7;1100
619000;2009010316;1008.3;1100
619000;2009010317;1007.9;1100
619000;2009010318;1008.2;1100
619000;2009010319;1008.6;1100
619000;2009010320;1009.3;1100
619000;2009010321;1010;1100
619000;2009010322;1010.5;1100
619000;2009010323;1011.1;1100
619000;2009010400;1011.5;1100
619000;2009010401;1011.9;1100
619000;2009010402;1012.4;1100
619000;2009010403;1012.6;1100
619000;2009010404;1012.7;1100
619000;2009010405;1012.8;1100
619000;2009010406;1012.9;1100
619000;2009010407;1013.2;1100
619000;2009010408;1013.5;1100
619000;2009010409;1013.8;1100
619000;2009010410;1013.8;1100
619000;2009010411;1013.7;1100
619000;2009010412;1013.3;1100
619000;2009010413;1013.2;1100
619000;2009010414;1013.4;1100
619000;2009010415;1013.6;1100
619000;2009010416;1013.9;1100
619000;2009010417;1013.9;1100
619000;2009010418;1014;1100
619000;2009010419;1014.3;1100
619000;2009010420;1014.6;1100
619000;2009010421;1015;1100
619000;2009010422;1015.5;1100
619000;2009010423;1016;1100
619000;2009010500;1016.5;1100
619000;2009010501;1016.8;1100
619000;2009010502;1017.5;1100
619000;2009010503;1018.2;1100
619000;2009010504;1018.9;1100
619000;2009010505;1019.6;1100
619000;2009010506;1020.4;1100
619000;2009010507;1021.4;1100
619000;2009010508;1022.4;1100
619000;2009010509;1023.2;1100
619000;2009010510;1023.9;1100
619000;2009010511;1024.2;1100
619000;2009010512;1024.6;1100
619000;2009010513;1025;1100
619000;2009010514;1025.5;1100
619000;2009010515;1025.9;1100
619000;2009010516;1026.3;1100
619000;2009010517;1026.7;1100
619000;2009010518;1027;1100
619000;2009010519;1027.2;1100
619000;2009010520;1027.4;1100
619000;2009010521;1027.6;1100
619000;2009010522;1027.6;1100
619000;2009010523;1027.7;1100
619000;2009010600;1027.4;1100
619000;2009010601;1027;1100
619000;2009010602;1026.7;1100
619000;2009010603;1026.1;1100
619000;2009010604;1025.5;1100
619000;2009010605;1024.8;1100
619000;2009010606;1024.2;1100
619000;2009010607;1023.8;1100
619000;2009010608;1023.4;1100
619000;2009010609;1022.7;1100
619000;2009010610;1022.1;1100
619000;2009010611;1021.3;1100
619000;2009010612;1020.2;1100
619000;2009010613;1019.4;1100
619000;2009010614;1018.7;1100
619000;2009010615;1018.2;1100
619000;2009010616;1017.6;1100
619000;2009010617;1016.9;1100
619000;2009010618;1016.3;1100
619000;2009010619;1015.3;1100
619000;2009010620;1014.6;1100
619000;2009010621;1013.8;1100
619000;2009010622;1013.1;1100
619000;2009010623;1012.2;1100
619000;2009010700;1011.2;1100
619000;2009010701;1009.9;1100
619000;2009010702;1008.5;1100
619000;2009010703;1007.8;1100
619000;2009010704;1006.9;1100
619000;2009010705;1006;1100
619000;2009010706;1005.4;1100
619000;2009010707;1005.4;1100
619000;2009010708;1005.9;1100
619000;2009010709;1006.8;1100
619000;2009010710;1007.9;1100
619000;2009010711;1008.8;1100
619000;2009010712;1010;1100
619000;2009010713;1011;1100
619000;2009010714;1012.2;1100
619000;2009010715;1013.6;1100
619000;2009010716;1015;1100
619000;2009010717;1016.3;1100
619000;2009010718;1017.4;1100
619000;2009010719;1018.8;1100
619000;2009010720;1019.8;1100
619000;2009010721;1020.8;1100
619000;2009010722;1021.8;1100
619000;2009010723;1022.7;1100
619000;2009010800;1023.5;1100
619000;2009010801;1024.4;1100
619000;2009010802;1024.9;1100
619000;2009010803;1025.3;1100
619000;2009010804;1025.8;1100
619000;2009010805;1025.9;1100
619000;2009010806;1025.8;1100
619000;2009010807;1025.9;1100
619000;2009010808;1026.1;1100
619000;2009010809;1026.3;1100
619000;2009010810;1026;1100
619000;2009010811;1025.6;1100
619000;2009010812;1024.8;1100
619000;2009010813;1024.2;1100
619000;2009010814;1023.7;1100
619000;2009010815;1023.2;1100
619000;2009010816;1022.8;1100
619000;2009010817;1022.3;1100
619000;2009010818;1021.8;1100
619000;2009010819;1021.7;1100
619000;2009010820;1021.8;1100
619000;2009010821;1021.6;1100
619000;2009010822;1021.1;1100
619000;2009010823;1021;1100
619000;2009010900;1020.7;1100
619000;2009010901;1020.6;1100
619000;2009010902;1020.7;1100
619000;2009010903;1020.5;1100
619000;2009010904;1020.4;1100
619000;2009010905;1019.9;1100
619000;2009010906;1019.8;1100
619000;2009010907;1020;1100
619000;2009010908;1020.7;1100
619000;2009010909;1021.2;1100
619000;2009010910;1021.3;1100
619000;2009010911;1021.3;1100
619000;2009010912;1021.4;1100
619000;2009010913;1021.6;1100
619000;2009010914;1022;1100
619000;2009010915;1022.4;1100
619000;2009010916;1022.7;1100
619000;2009010917;1023.2;1100
619000;2009010918;1023.5;1100
619000;2009010919;1024.1;1100
619000;2009010920;1024.7;1100
619000;2009010921;1025.1;1100
619000;2009010922;1025.5;1100
619000;2009010923;1025.7;1100
619000;2009011000;1026;1100
619000;2009011001;1026.2;1100
619000;2009011002;1026.6;1100
619000;2009011003;1026.9;1100
619000;2009011004;1026.9;1100
619000;2009011005;1027.2;1100
619000;2009011006;1027.3;1100
619000;2009011007;1027.5;1100
619000;2009011008;1028.1;1100
619000;2009011009;1028.8;1100
619000;2009011010;1029;1100
619000;2009011011;1029;1100
619000;2009011012;1029;1100
619000;2009011013;1028.7;1100
619000;2009011014;1028.5;1100
619000;2009011015;1028.5;1100
619000;2009011016;1028.4;1100
619000;2009011017;1028.5;1100
619000;2009011018;1028.7;1100
619000;2009011019;1028.6;1100
619000;2009011020;1028.3;1100
619000;2009011021;1028.5;1100
619000;2009011022;1028.6;1100
619000;2009011023;1028.4;1100
619000;2009011100;1028.7;1100
619000;2009011101;1028.1;1100
619000;2009011102;1027.3;1100
619000;2009011103;1026.8;1100
619000;2009011104;1026.2;1100
619000;2009011105;1026.1;1100
619000;2009011106;1026;1100
619000;2009011107;1025.9;1100
619000;2009011108;1026.2;1100
619000;2009011109;1026.3;1100
619000;2009011110;1025.6;1100
619000;2009011111;1025;1100
619000;2009011112;1024.7;1100
619000;2009011113;1024.8;1100
619000;2009011114;1024.8;1100
619000;2009011115;1024.3;1100
619000;2009011116;1023.9;1100
619000;2009011117;1023.7;1100
619000;2009011118;1023.4;1100
619000;2009011119;1023.3;1100
619000;2009011120;1022.9;1100
619000;2009011121;1022.6;1100
619000;2009011122;1022.4;1100
619000;2009011123;1022.2;1100
619000;2009011200;1021.7;1100
619000;2009011201;1021.2;1100
619000;2009011202;1021;1100
619000;2009011203;1020.7;1100
619000;2009011204;1020.1;1100
619000;2009011205;1019.7;1100
619000;2009011206;1019.2;1100
619000;2009011207;1019;1100
619000;2009011208;1018.6;1100
619000;2009011209;1018.2;1100
619000;2009011210;1018;1100
619000;2009011211;1017.7;1100
619000;2009011212;1017.2;1100
619000;2009011213;1016.7;1100
619000;2009011214;1016.1;1100
619000;2009011215;1015.5;1100
619000;2009011216;1015.4;1100
619000;2009011217;1015.1;1100
619000;2009011218;1014.8;1100
619000;2009011219;1014.5;1100
619000;2009011220;1014.4;1100
619000;2009011221;1014.2;1100
619000;2009011222;1013.4;1100
619000;2009011223;1012.4;1100
619000;2009011300;1011.9;1100
619000;2009011301;1011.3;1100
619000;2009011302;1010.7;1100
619000;2009011303;1010.4;1100
619000;2009011304;1010.2;1100
619000;2009011305;1010.2;1100
619000;2009011306;1009.8;1100
619000;2009011307;1009.9;1100
619000;2009011308;1010.2;1100
619000;2009011309;1010.4;1100
619000;2009011310;1010.6;1100
619000;2009011311;1010.7;1100
619000;2009011312;1010.7;1100
619000;2009011313;1010.9;1100
619000;2009011314;1010.9;1100
619000;2009011315;1011;1100
619000;2009011316;1011.2;1100
619000;2009011317;1011.5;1100
619000;2009011318;1011.7;1100
619000;2009011319;1011.8;1100
619000;2009011320;1012;1100
619000;2009011321;1012.2;1100
619000;2009011322;1012.1;1100
619000;2009011323;1012;1100
619000;2009011400;1012;1100
619000;2009011401;1011.9;1100
619000;2009011402;1011.8;1100
619000;2009011403;1011.7;1100
619000;2009011404;1011.4;1100
619000;2009011405;1011.3;1100
619000;2009011406;1011.4;1100
619000;2009011407;1011.5;1100
619000;2009011408;1012;1100
619000;2009011409;1011.9;1100
619000;2009011410;1012.2;1100
619000;2009011411;1012.1;1100
619000;2009011412;1012;1100
619000;2009011413;1011.7;1100
619000;2009011414;1011.8;1100
619000;2009011415;1012.1;1100
619000;2009011416;1012.5;1100
619000;2009011417;1012.8;1100
619000;2009011418;1013.2;1100
619000;2009011419;1013.5;1100
619000;2009011420;1013.5;1100
619000;2009011421;1013.7;1100
619000;2009011422;1014.2;1100
619000;2009011423;1014.4;1100
619000;2009011500;1014.7;1100
619000;2009011501;1015;1100
619000;2009011502;1015.6;1100
619000;2009011503;1015.8;1100
619000;2009011504;1016.1;1100
619000;2009011505;1016.5;1100
619000;2009011506;1016.9;1100
619000;2009011507;1017.4;1100
619000;2009011508;1018;1100
619000;2009011509;1018.7;1100
619000;2009011510;1019.2;1100
619000;2009011511;1019.7;1100
619000;2009011512;1020.1;1100
619000;2009011513;1020.3;1100
619000;2009011514;1021;1100
619000;2009011515;1021.7;1100
619000;2009011516;1022.1;1100
619000;2009011517;1023;1100
619000;2009011518;1023.6;1100
619000;2009011519;1024.3;1100
619000;2009011520;1024.9;1100
619000;2009011521;1025.5;1100
619000;2009011522;1026;1100
619000;2009011523;1026.4;1100
619000;2009011600;1027;1100
619000;2009011601;1027.4;1100
619000;2009011602;1027.7;1100
619000;2009011603;1028;1100
619000;2009011604;1028.3;1100
619000;2009011605;1028.7;1100
619000;2009011606;1028.6;1100
619000;2009011607;1029;1100
619000;2009011608;1029.2;1100
619000;2009011609;1029.7;1100
619000;2009011610;1030;1100
619000;2009011611;1030;1100
619000;2009011612;1029.8;1100
