statid;timeobs;relative_humidity_mean(%);label
615600;2009010100;96;1100
615600;2009010101;94;1100
615600;2009010102;91;1100
615600;2009010103;90;1100
615600;2009010104;95;1100
615600;2009010105;96;1100
615600;2009010106;98;1100
615600;2009010107;98;1100
615600;2009010108;99;1100
615600;2009010109;93;1100
615600;2009010110;88;1100
615600;2009010111;88;1100
615600;2009010112;82;1100
615600;2009010113;79;1100
615600;2009010114;81;1100
615600;2009010115;76;1100
615600;2009010116;83;1100
615600;2009010117;87;1100
615600;2009010118;90;1100
615600;2009010119;90;1100
615600;2009010120;93;1100
615600;2009010121;95;1100
615600;2009010122;97;1100
615600;2009010123;97;1100
615600;2009010200;97;1100
615600;2009010201;96;1100
615600;2009010202;96;1100
615600;2009010203;96;1100
615600;2009010204;96;1100
615600;2009010205;96;1100
615600;2009010206;96;1100
615600;2009010207;96;1100
615600;2009010208;96;1100
615600;2009010209;94;1100
615600;2009010210;91;1100
615600;2009010211;89;1100
615600;2009010212;85;1100
615600;2009010213;80;1100
615600;2009010214;79;1100
615600;2009010215;81;1100
615600;2009010216;82;1100
615600;2009010217;82;1100
615600;2009010218;87;1100
615600;2009010219;87;1100
615600;2009010220;89;1100
615600;2009010221;89;1100
615600;2009010222;88;1100
615600;2009010223;89;1100
615600;2009010300;80;1100
615600;2009010301;79;1100
615600;2009010302;75;1100
615600;2009010303;79;1100
615600;2009010304;86;1100
615600;2009010305;85;1100
615600;2009010306;86;1100
615600;2009010307;86;1100
615600;2009010308;87;1100
615600;2009010309;89;1100
615600;2009010310;87;1100
615600;2009010311;87;1100
615600;2009010312;89;1100
615600;2009010313;88;1100
615600;2009010314;95;1100
615600;2009010315;96;1100
615600;2009010316;95;1100
615600;2009010317;92;1100
615600;2009010318;94;1100
615600;2009010319;95;1100
615600;2009010320;92;1100
615600;2009010321;93;1100
615600;2009010322;92;1100
615600;2009010323;93;1100
615600;2009010400;93;1100
615600;2009010401;93;1100
615600;2009010402;90;1100
615600;2009010403;90;1100
615600;2009010404;90;1100
615600;2009010405;90;1100
615600;2009010406;90;1100
615600;2009010407;88;1100
615600;2009010408;87;1100
615600;2009010409;88;1100
615600;2009010410;89;1100
615600;2009010411;90;1100
615600;2009010412;91;1100
615600;2009010413;91;1100
615600;2009010414;91;1100
615600;2009010415;90;1100
615600;2009010416;81;1100
615600;2009010417;80;1100
615600;2009010418;86;1100
615600;2009010419;84;1100
615600;2009010420;80;1100
615600;2009010421;82;1100
615600;2009010422;80;1100
615600;2009010423;79;1100
615600;2009010500;79;1100
615600;2009010501;76;1100
615600;2009010502;77;1100
615600;2009010503;75;1100
615600;2009010504;72;1100
615600;2009010505;69;1100
615600;2009010506;69;1100
615600;2009010507;67;1100
615600;2009010508;70;1100
615600;2009010509;74;1100
615600;2009010510;74;1100
615600;2009010511;70;1100
615600;2009010512;70;1100
615600;2009010513;65;1100
615600;2009010514;61;1100
615600;2009010515;67;1100
615600;2009010516;69;1100
615600;2009010517;76;1100
615600;2009010518;83;1100
615600;2009010519;88;1100
615600;2009010520;91;1100
615600;2009010521;91;1100
615600;2009010522;92;1100
615600;2009010523;93;1100
615600;2009010600;90;1100
615600;2009010601;90;1100
615600;2009010602;90;1100
615600;2009010603;91;1100
615600;2009010604;89;1100
615600;2009010605;87;1100
615600;2009010606;85;1100
615600;2009010607;88;1100
615600;2009010608;89;1100
615600;2009010609;91;1100
615600;2009010610;92;1100
615600;2009010611;93;1100
615600;2009010612;89;1100
615600;2009010613;80;1100
615600;2009010614;77;1100
615600;2009010615;75;1100
615600;2009010616;74;1100
615600;2009010617;70;1100
615600;2009010618;70;1100
615600;2009010619;70;1100
615600;2009010620;69;1100
615600;2009010621;69;1100
615600;2009010622;85;1100
615600;2009010623;89;1100
615600;2009010700;93;1100
615600;2009010701;93;1100
615600;2009010702;90;1100
615600;2009010703;80;1100
615600;2009010704;78;1100
615600;2009010705;77;1100
615600;2009010706;80;1100
615600;2009010707;70;1100
615600;2009010708;74;1100
615600;2009010709;81;1100
615600;2009010710;80;1100
615600;2009010711;59;1100
615600;2009010712;59;1100
615600;2009010713;61;1100
615600;2009010714;61;1100
615600;2009010715;65;1100
615600;2009010716;70;1100
615600;2009010717;69;1100
615600;2009010718;65;1100
615600;2009010719;63;1100
615600;2009010720;63;1100
615600;2009010721;64;1100
615600;2009010722;70;1100
615600;2009010723;77;1100
615600;2009010800;86;1100
615600;2009010801;87;1100
615600;2009010802;87;1100
615600;2009010803;87;1100
615600;2009010804;86;1100
615600;2009010805;86;1100
615600;2009010806;85;1100
615600;2009010807;84;1100
615600;2009010808;81;1100
615600;2009010809;80;1100
615600;2009010810;86;1100
615600;2009010811;88;1100
615600;2009010812;84;1100
615600;2009010813;83;1100
615600;2009010814;84;1100
615600;2009010815;88;1100
615600;2009010816;90;1100
615600;2009010817;94;1100
615600;2009010818;96;1100
615600;2009010819;95;1100
615600;2009010820;96;1100
615600;2009010821;96;1100
615600;2009010822;96;1100
615600;2009010823;95;1100
615600;2009010900;94;1100
615600;2009010901;90;1100
615600;2009010902;88;1100
615600;2009010903;89;1100
615600;2009010904;90;1100
615600;2009010905;89;1100
615600;2009010906;89;1100
615600;2009010907;91;1100
615600;2009010908;91;1100
615600;2009010909;91;1100
615600;2009010910;89;1100
615600;2009010911;86;1100
615600;2009010912;87;1100
615600;2009010913;87;1100
615600;2009010914;88;1100
615600;2009010915;91;1100
615600;2009010916;92;1100
615600;2009010917;92;1100
615600;2009010918;92;1100
615600;2009010919;94;1100
615600;2009010920;94;1100
615600;2009010921;95;1100
615600;2009010922;95;1100
615600;2009010923;95;1100
615600;2009011000;95;1100
615600;2009011001;96;1100
615600;2009011002;97;1100
615600;2009011003;97;1100
615600;2009011004;98;1100
615600;2009011005;97;1100
615600;2009011006;96;1100
615600;2009011007;95;1100
615600;2009011008;96;1100
615600;2009011009;98;1100
615600;2009011010;98;1100
615600;2009011011;98;1100
615600;2009011012;96;1100
615600;2009011013;91;1100
615600;2009011014;88;1100
615600;2009011015;92;1100
615600;2009011016;91;1100
615600;2009011017;87;1100
615600;2009011018;81;1100
615600;2009011019;81;1100
615600;2009011020;88;1100
615600;2009011021;88;1100
615600;2009011022;92;1100
615600;2009011023;91;1100
615600;2009011100;90;1100
615600;2009011101;88;1100
615600;2009011102;83;1100
615600;2009011103;79;1100
615600;2009011104;81;1100
615600;2009011105;82;1100
615600;2009011106;82;1100
615600;2009011107;84;1100
615600;2009011108;88;1100
615600;2009011109;88;1100
615600;2009011110;90;1100
615600;2009011111;90;1100
615600;2009011112;89;1100
615600;2009011113;87;1100
615600;2009011114;83;1100
615600;2009011115;78;1100
615600;2009011116;73;1100
615600;2009011117;71;1100
615600;2009011118;69;1100
615600;2009011119;65;1100
615600;2009011120;62;1100
615600;2009011121;57;1100
615600;2009011122;57;1100
615600;2009011123;58;1100
615600;2009011200;59;1100
615600;2009011201;58;1100
615600;2009011202;58;1100
615600;2009011203;58;1100
615600;2009011204;58;1100
615600;2009011205;62;1100
615600;2009011206;65;1100
615600;2009011207;66;1100
615600;2009011208;67;1100
615600;2009011209;67;1100
615600;2009011210;67;1100
615600;2009011211;65;1100
615600;2009011212;67;1100
615600;2009011213;67;1100
615600;2009011214;66;1100
615600;2009011215;68;1100
615600;2009011216;66;1100
615600;2009011217;74;1100
615600;2009011218;92;1100
615600;2009011219;91;1100
615600;2009011220;83;1100
615600;2009011221;80;1100
615600;2009011222;83;1100
615600;2009011223;88;1100
615600;2009011300;88;1100
615600;2009011301;88;1100
615600;2009011302;92;1100
615600;2009011303;94;1100
615600;2009011304;94;1100
615600;2009011305;95;1100
615600;2009011306;95;1100
615600;2009011307;96;1100
615600;2009011308;97;1100
615600;2009011309;97;1100
615600;2009011310;98;1100
615600;2009011311;98;1100
615600;2009011312;98;1100
615600;2009011313;98;1100
615600;2009011314;98;1100
615600;2009011315;98;1100
615600;2009011316;98;1100
615600;2009011317;98;1100
615600;2009011318;98;1100
615600;2009011319;98;1100
615600;2009011320;99;1100
615600;2009011321;99;1100
615600;2009011322;99;1100
615600;2009011323;99;1100
615600;2009011400;99;1100
615600;2009011401;99;1100
615600;2009011402;99;1100
615600;2009011403;99;1100
615600;2009011404;99;1100
615600;2009011405;99;1100
615600;2009011406;99;1100
615600;2009011407;99;1100
615600;2009011408;99;1100
615600;2009011409;100;1100
615600;2009011410;100;1100
615600;2009011411;100;1100
615600;2009011412;99;1100
615600;2009011413;99;1100
615600;2009011414;99;1100
615600;2009011415;99;1100
615600;2009011416;99;1100
615600;2009011417;99;1100
615600;2009011418;100;1100
615600;2009011419;100;1100
615600;2009011420;100;1100
615600;2009011421;100;1100
615600;2009011422;100;1100
615600;2009011423;100;1100
615600;2009011500;100;1100
615600;2009011501;100;1100
615600;2009011502;100;1100
615600;2009011503;100;1100
615600;2009011504;100;1100
615600;2009011505;100;1100
615600;2009011506;100;1100
615600;2009011507;100;1100
615600;2009011508;100;1100
615600;2009011509;100;1100
615600;2009011510;100;1100
615600;2009011511;100;1100
615600;2009011512;100;1100
615600;2009011513;100;1100
615600;2009011514;100;1100
615600;2009011515;99;1100
615600;2009011516;97;1100
615600;2009011517;97;1100
615600;2009011518;96;1100
615600;2009011519;97;1100
615600;2009011520;98;1100
615600;2009011521;98;1100
615600;2009011522;97;1100
615600;2009011523;97;1100
615600;2009011600;98;1100
615600;2009011601;97;1100
615600;2009011602;97;1100
615600;2009011603;97;1100
615600;2009011604;96;1100
615600;2009011605;97;1100
615600;2009011606;95;1100
615600;2009011607;94;1100
615600;2009011608;93;1100
615600;2009011609;93;1100
615600;2009011610;93;1100
615600;2009011611;93;1100
615600;2009011612;91;1100
615600;2009011613;92;1100
615600;2009011614;92;1100
615600;2009011615;90;1100
615600;2009011616;90;1100
615600;2009011617;90;1100
615600;2009011618;85;1100
615600;2009011619;82;1100
615600;2009011620;82;1100
615600;2009011621;83;1100
615600;2009011622;85;1100
615600;2009011623;85;1100
615600;2009011700;86;1100
615600;2009011701;87;1100
615600;2009011702;86;1100
615600;2009011703;87;1100
615600;2009011704;87;1100
615600;2009011705;87;1100
615600;2009011706;87;1100
615600;2009011707;87;1100
615600;2009011708;86;1100
615600;2009011709;85;1100
615600;2009011710;83;1100
615600;2009011711;82;1100
615600;2009011712;81;1100
615600;2009011713;81;1100
615600;2009011714;82;1100
615600;2009011715;84;1100
615600;2009011716;86;1100
615600;2009011717;86;1100
615600;2009011718;87;1100
615600;2009011719;90;1100
615600;2009011720;92;1100
615600;2009011721;93;1100
615600;2009011722;95;1100
615600;2009011723;96;1100
615600;2009011800;97;1100
615600;2009011801;97;1100
615600;2009011802;97;1100
615600;2009011803;98;1100
615600;2009011804;99;1100
615600;2009011805;99;1100
615600;2009011806;100;1100
615600;2009011807;100;1100
615600;2009011808;100;1100
615600;2009011809;99;1100
