statid;timeobs (UTC);atmosfæretryk ved havniveau (hPa);label
606800;2009011207;1009.9;1100
606800;2009011208;1009.3;1100
606800;2009011209;1009.2;1100
606800;2009011210;1009.2;1100
606800;2009011211;1009;1100
606800;2009011212;1008.3;1100
606800;2009011213;1007.9;1100
606800;2009011214;1007.4;1100
606800;2009011215;1007.3;1100
606800;2009011216;1007.3;1100
606800;2009011217;1007.1;1100
606800;2009011218;1006.8;1100
606800;2009011219;1006.6;1100
606800;2009011220;1006.2;1100
606800;2009011221;1006;1100
606800;2009011222;1005.5;1100
606800;2009011223;1004.9;1100
606800;2009011300;1004.4;1100
606800;2009011301;1004.1;1100
606800;2009011302;1003.7;1100
606800;2009011303;1003.5;1100
606800;2009011304;1003.4;1100
606800;2009011305;1003.4;1100
606800;2009011306;1003.6;1100
606800;2009011307;1003.8;1100
606800;2009011308;1004.3;1100
606800;2009011309;1004.9;1100
606800;2009011310;1005.4;1100
606800;2009011311;1005.9;1100
606800;2009011312;1006;1100
606800;2009011313;1006.1;1100
606800;2009011314;1006.3;1100
606800;2009011315;1006.8;1100
606800;2009011316;1007.4;1100
606800;2009011317;1007.7;1100
606800;2009011318;1007.7;1100
606800;2009011319;1008.1;1100
606800;2009011320;1008.2;1100
606800;2009011321;1008.2;1100
606800;2009011322;1008.3;1100
606800;2009011323;1008.1;1100
606800;2009011400;1008.2;1100
606800;2009011401;1008.4;1100
606800;2009011402;1008.4;1100
606800;2009011403;1008.5;1100
606800;2009011404;1008.5;1100
606800;2009011405;1008.6;1100
606800;2009011406;1009.1;1100
606800;2009011407;1009.6;1100
606800;2009011408;1009.9;1100
606800;2009011409;1010.4;1100
606800;2009011410;1010.9;1100
606800;2009011411;1011;1100
606800;2009011412;1011;1100
606800;2009011413;1011;1100
606800;2009011414;1011.4;1100
606800;2009011415;1012;1100
606800;2009011416;1012.5;1100
606800;2009011417;1013;1100
606800;2009011418;1013.5;1100
606800;2009011419;1014;1100
606800;2009011420;1014.4;1100
606800;2009011421;1014.7;1100
606800;2009011422;1015;1100
606800;2009011423;1015.3;1100
606800;2009011500;1015.7;1100
606800;2009011501;1016;1100
606800;2009011502;1016.6;1100
606800;2009011503;1017;1100
606800;2009011504;1017.3;1100
606800;2009011505;1017.8;1100
606800;2009011506;1018.1;1100
606800;2009011507;1018.6;1100
606800;2009011508;1019.3;1100
606800;2009011509;1019.8;1100
606800;2009011510;1020.4;1100
606800;2009011511;1020.7;1100
606800;2009011512;1021.3;1100
606800;2009011513;1021.5;1100
606800;2009011514;1021.8;1100
606800;2009011515;1022.3;1100
606800;2009011516;1023;1100
606800;2009011517;1023.7;1100
606800;2009011518;1024.1;1100
606800;2009011519;1024.5;1100
606800;2009011520;1024.8;1100
606800;2009011521;1025.1;1100
606800;2009011522;1025.3;1100
606800;2009011523;1025.6;1100
606800;2009011600;1025.4;1100
606800;2009011601;1025.5;1100
606800;2009011602;1025.5;1100
606800;2009011603;1025.4;1100
606800;2009011604;1025.4;1100
606800;2009011605;1025.4;1100
606800;2009011606;1025.5;1100
606800;2009011607;1025.4;1100
606800;2009011608;1025.3;1100
606800;2009011609;1025.3;1100
606800;2009011610;1025.4;1100
606800;2009011611;1025;1100
606800;2009011612;1024.3;1100
606800;2009011613;1023.6;1100
606800;2009011614;1023.2;1100
606800;2009011615;1022.7;1100
606800;2009011616;1022.5;1100
606800;2009011617;1021.9;1100
606800;2009011618;1021.3;1100
606800;2009011619;1021.2;1100
606800;2009011620;1021.4;1100
606800;2009011621;1021.4;1100
606800;2009011622;1021.1;1100
606800;2009011623;1020.7;1100
606800;2009011700;1020.4;1100
606800;2009011701;1020.1;1100
606800;2009011702;1019.7;1100
606800;2009011703;1019.3;1100
606800;2009011704;1018.6;1100
606800;2009011705;1018;1100
606800;2009011706;1017.5;1100
606800;2009011707;1017.4;1100
606800;2009011708;1017.1;1100
606800;2009011709;1016.5;1100
606800;2009011710;1016;1100
606800;2009011711;1015.5;1100
606800;2009011712;1015;1100
606800;2009011713;1014.3;1100
606800;2009011714;1012.8;1100
606800;2009011715;1012;1100
606800;2009011716;1011.3;1100
606800;2009011717;1010.8;1100
606800;2009011718;1010.1;1100
606800;2009011719;1009.5;1100
606800;2009011720;1008.6;1100
606800;2009011721;1008.1;1100
606800;2009011722;1007.3;1100
606800;2009011723;1006.9;1100
606800;2009011800;1006.4;1100
606800;2009011801;1005.5;1100
606800;2009011802;1004.5;1100
606800;2009011803;1003.2;1100
606800;2009011804;1001.6;1100
606800;2009011805;1000.5;1100
606800;2009011806;999.5;1100
606800;2009011807;998.1;1100
606800;2009011808;996.8;1100
606800;2009011809;995.9;1100
606800;2009011810;995.2;1100
606800;2009011811;994.4;1100
606800;2009011812;993.6;1100
606800;2009011813;992.5;1100
606800;2009011814;991.7;1100
606800;2009011815;991;1100
606800;2009011816;990.4;1100
606800;2009011817;989.8;1100
606800;2009011818;989.7;1100
606800;2009011819;989.5;1100
606800;2009011820;989.4;1100
606800;2009011821;990.1;1100
606800;2009011822;991.5;1100
606800;2009011823;992.4;1100
606800;2009011900;993.3;1100
606800;2009011901;993.8;1100
606800;2009011902;994.2;1100
606800;2009011903;994.3;1100
606800;2009011904;994;1100
606800;2009011905;994.1;1100
606800;2009011906;994.1;1100
606800;2009011907;994.2;1100
606800;2009011908;994.3;1100
606800;2009011909;994.3;1100
606800;2009011910;993.8;1100
606800;2009011911;993.2;1100
606800;2009011912;992.4;1100
606800;2009011913;991.1;1100
606800;2009011914;989.9;1100
606800;2009011915;988.6;1100
606800;2009011916;987.3;1100
606800;2009011917;985.9;1100
606800;2009011918;984.5;1100
606800;2009011919;983.8;1100
606800;2009011920;982.3;1100
606800;2009011921;981.4;1100
606800;2009011922;981.2;1100
606800;2009011923;981.3;1100
606800;2009012000;980.9;1100
606800;2009012001;980.3;1100
606800;2009012002;980;1100
606800;2009012003;979.8;1100
606800;2009012004;980.3;1100
606800;2009012005;982.2;1100
606800;2009012006;983.6;1100
606800;2009012007;984.8;1100
606800;2009012008;986.2;1100
606800;2009012009;987.3;1100
606800;2009012010;988.5;1100
606800;2009012011;989.2;1100
606800;2009012012;989.7;1100
606800;2009012013;990.1;1100
606800;2009012014;991.1;1100
606800;2009012015;992.3;1100
606800;2009012016;993.3;1100
606800;2009012017;994.4;1100
606800;2009012018;995.5;1100
606800;2009012019;996.3;1100
606800;2009012020;996.9;1100
606800;2009012021;997.7;1100
606800;2009012022;998.2;1100
606800;2009012023;998.8;1100
606800;2009012100;999.4;1100
606800;2009012101;999.8;1100
606800;2009012102;1000.2;1100
606800;2009012103;1000.5;1100
606800;2009012104;1001;1100
606800;2009012105;1001.6;1100
606800;2009012106;1002;1100
606800;2009012107;1002.7;1100
606800;2009012108;1003.9;1100
606800;2009012109;1004.6;1100
606800;2009012110;1005;1100
606800;2009012111;1005.3;1100
606800;2009012112;1005.4;1100
606800;2009012113;1005.4;1100
606800;2009012114;1005.4;1100
606800;2009012115;1005.5;1100
606800;2009012116;1005.8;1100
606800;2009012117;1006.1;1100
606800;2009012118;1006.3;1100
606800;2009012119;1006.7;1100
606800;2009012120;1007;1100
606800;2009012121;1007;1100
606800;2009012122;1007;1100
606800;2009012123;1006.8;1100
606800;2009012200;1006.2;1100
606800;2009012201;1005.8;1100
606800;2009012202;1005.4;1100
606800;2009012203;1005.1;1100
606800;2009012204;1004.6;1100
606800;2009012205;1004.1;1100
606800;2009012206;1003.5;1100
606800;2009012207;1003.1;1100
606800;2009012208;1002.6;1100
606800;2009012209;1002.1;1100
606800;2009012210;1001.1;1100
606800;2009012211;999.9;1100
606800;2009012212;998.4;1100
606800;2009012213;997.1;1100
606800;2009012214;996;1100
606800;2009012215;994.9;1100
606800;2009012216;993.6;1100
606800;2009012217;992.7;1100
606800;2009012218;991.7;1100
606800;2009012219;990.9;1100
606800;2009012220;990.1;1100
606800;2009012221;989.4;1100
606800;2009012222;988.5;1100
606800;2009012223;987.7;1100
606800;2009012300;986.7;1100
606800;2009012301;986.1;1100
606800;2009012302;985.9;1100
606800;2009012303;985.3;1100
606800;2009012304;984.8;1100
606800;2009012305;983.8;1100
606800;2009012306;983;1100
606800;2009012307;982.5;1100
606800;2009012308;981.6;1100
606800;2009012309;980.8;1100
606800;2009012310;980;1100
606800;2009012311;978.2;1100
606800;2009012312;976.7;1100
606800;2009012313;975.6;1100
606800;2009012314;974.5;1100
606800;2009012315;974.1;1100
606800;2009012316;974;1100
606800;2009012317;974;1100
606800;2009012318;973.9;1100
606800;2009012319;973.9;1100
606800;2009012320;974.2;1100
606800;2009012321;974.3;1100
606800;2009012322;974.2;1100
606800;2009012323;974;1100
606800;2009012400;973.6;1100
606800;2009012401;973.6;1100
606800;2009012402;973.7;1100
606800;2009012403;974.1;1100
606800;2009012404;974.1;1100
606800;2009012405;974.1;1100
606800;2009012406;974.9;1100
606800;2009012407;975.5;1100
606800;2009012408;976.2;1100
606800;2009012409;976.9;1100
606800;2009012410;977.9;1100
606800;2009012411;978.4;1100
606800;2009012412;978.7;1100
606800;2009012413;979.4;1100
606800;2009012414;980.1;1100
606800;2009012415;981.3;1100
606800;2009012416;982.4;1100
606800;2009012417;983.4;1100
606800;2009012418;984.4;1100
606800;2009012419;985.5;1100
606800;2009012420;986.8;1100
606800;2009012421;988;1100
606800;2009012422;989.3;1100
606800;2009012423;990.3;1100
606800;2009012500;991.2;1100
606800;2009012501;992;1100
606800;2009012502;992.9;1100
606800;2009012503;993.5;1100
606800;2009012504;994.1;1100
606800;2009012505;994.8;1100
606800;2009012506;995.7;1100
606800;2009012507;996.2;1100
606800;2009012508;996.8;1100
606800;2009012509;997.3;1100
606800;2009012510;998.2;1100
606800;2009012511;998.5;1100
606800;2009012512;998.8;1100
606800;2009012513;999.2;1100
606800;2009012514;999.5;1100
606800;2009012515;1000;1100
606800;2009012516;1000.2;1100
606800;2009012517;1000.5;1100
606800;2009012518;1000.8;1100
606800;2009012519;1001.5;1100
606800;2009012520;1002.1;1100
606800;2009012521;1002.8;1100
606800;2009012522;1003.3;1100
606800;2009012523;1003.7;1100
606800;2009012600;1003.9;1100
606800;2009012601;1004.2;1100
606800;2009012602;1004.5;1100
606800;2009012603;1004.8;1100
606800;2009012604;1005.1;1100
606800;2009012605;1005.4;1100
606800;2009012606;1005.9;1100
606800;2009012607;1006.6;1100
606800;2009012608;1007;1100
606800;2009012609;1007.5;1100
606800;2009012610;1008.2;1100
606800;2009012611;1008.6;1100
606800;2009012612;1008.6;1100
606800;2009012613;1008.8;1100
606800;2009012614;1008.9;1100
606800;2009012615;1009.2;1100
606800;2009012616;1009.5;1100
606800;2009012617;1010.1;1100
606800;2009012618;1010.7;1100
606800;2009012619;1011.5;1100
606800;2009012620;1012.2;1100
606800;2009012621;1012.6;1100
606800;2009012622;1012.8;1100
606800;2009012623;1013;1100
606800;2009012700;1013.1;1100
606800;2009012701;1013.4;1100
606800;2009012702;1013.9;1100
606800;2009012703;1014.2;1100
606800;2009012704;1014.7;1100
606800;2009012705;1014.9;1100
606800;2009012706;1015.2;1100
606800;2009012707;1015.4;1100
606800;2009012708;1015.8;1100
606800;2009012709;1016.2;1100
606800;2009012710;1016.8;1100
606800;2009012711;1017.1;1100
606800;2009012712;1017.1;1100
606800;2009012713;1017.2;1100
606800;2009012714;1017.4;1100
606800;2009012715;1017.7;1100
606800;2009012716;1018.1;1100
606800;2009012717;1018.5;1100
606800;2009012718;1019;1100
606800;2009012719;1019;1100
606800;2009012720;1019.1;1100
606800;2009012721;1019.3;1100
606800;2009012722;1019.6;1100
606800;2009012723;1019.7;1100
606800;2009012800;1019.6;1100
606800;2009012801;1019.5;1100
606800;2009012802;1019.5;1100
606800;2009012803;1019.6;1100
606800;2009012804;1019.6;1100
606800;2009012805;1019.7;1100
606800;2009012806;1019.8;1100
606800;2009012807;1019.9;1100
606800;2009012808;1020.3;1100
606800;2009012809;1020.2;1100
606800;2009012810;1020.5;1100
606800;2009012811;1020.9;1100
606800;2009012812;1021;1100
606800;2009012813;1021.1;1100
606800;2009012814;1021.4;1100
606800;2009012815;1021.9;1100
606800;2009012816;1021.9;1100
606800;2009012817;1022.3;1100
606800;2009012818;1022.8;1100
606800;2009012819;1023.1;1100
606800;2009012820;1023.4;1100
606800;2009012821;1023.6;1100
606800;2009012822;1023.9;1100
606800;2009012823;1024;1100
606800;2009012900;1024;1100
606800;2009012901;1024.2;1100
606800;2009012902;1024.4;1100
606800;2009012903;1024.9;1100
606800;2009012904;1024.9;1100
606800;2009012905;1024.7;1100
606800;2009012906;1024.7;1100
606800;2009012907;1025.4;1100
606800;2009012908;1026.1;1100
606800;2009012909;1026.7;1100
606800;2009012910;1027;1100
606800;2009012911;1027.3;1100
606800;2009012912;1027.2;1100
606800;2009012913;1027;1100
606800;2009012914;1026.9;1100
606800;2009012915;1027;1100
606800;2009012916;1027.4;1100
606800;2009012917;1027.7;1100
606800;2009012918;1028.5;1100
606800;2009012919;1028.4;1100
606800;2009012920;1028.2;1100
606800;2009012921;1028.7;1100
606800;2009012922;1029.1;1100
606800;2009012923;1029.2;1100
606800;2009013000;1029.4;1100
606800;2009013001;1029.4;1100
606800;2009013002;1029.3;1100
606800;2009013003;1029.3;1100
606800;2009013004;1029.4;1100
606800;2009013005;1029.5;1100
606800;2009013006;1029.3;1100
606800;2009013007;1029.7;1100
606800;2009013008;1030.1;1100
606800;2009013009;1030.3;1100
606800;2009013010;1030.4;1100
606800;2009013011;1030.2;1100
606800;2009013012;1030.1;1100
606800;2009013013;1029.8;1100
606800;2009013014;1029.6;1100
606800;2009013015;1029.6;1100
606800;2009013016;1029.8;1100
606800;2009013017;1029.9;1100
606800;2009013018;1029.8;1100
606800;2009013019;1030;1100
606800;2009013020;1030;1100
606800;2009013021;1030.1;1100
606800;2009013022;1030.1;1100
606800;2009013023;1030;1100
606800;2009013100;1029.8;1100
606800;2009013101;1029.5;1100
606800;2009013102;1029.5;1100
606800;2009013103;1029.4;1100
606800;2009013104;1029.5;1100
606800;2009013105;1029.5;1100
606800;2009013106;1029.5;1100
606800;2009013107;1029.5;1100
606800;2009013108;1029.3;1100
606800;2009013109;1029.4;1100
606800;2009013110;1029.4;1100
606800;2009013111;1029.4;1100
606800;2009013112;1029;1100
606800;2009013113;1028.7;1100
606800;2009013114;1028.5;1100
606800;2009013115;1028.5;1100
606800;2009013116;1028.6;1100
606800;2009013117;1028.5;1100
606800;2009013118;1028.2;1100
606800;2009013119;1027.9;1100
606800;2009013120;1027.9;1100
606800;2009013121;1027.8;1100
606800;2009013122;1027.7;1100
606800;2009013123;1027.5;1100
606800;2009020100;1027.2;1100
606800;2009020101;1026.8;1100
606800;2009020102;1026.2;1100
606800;2009020103;1026;1100
606800;2009020104;1025.9;1100
606800;2009020105;1026.1;1100
606800;2009020106;1025.9;1100
606800;2009020107;1026.1;1100
606800;2009020108;1026.6;1100
606800;2009020109;1026.7;1100
606800;2009020110;1027;1100
606800;2009020111;1026.8;1100
606800;2009020112;1026.5;1100
606800;2009020113;1026.3;1100
606800;2009020114;1025.7;1100
606800;2009020115;1025.5;1100
606800;2009020116;1025.4;1100
606800;2009020117;1025.3;1100
606800;2009020118;1025.3;1100
606800;2009020119;1025;1100
606800;2009020120;1024.6;1100
606800;2009020121;1024.3;1100
606800;2009020122;1024;1100
606800;2009020123;1023.6;1100
606800;2009020200;1023.2;1100
606800;2009020201;1022.6;1100
606800;2009020202;1022.1;1100
606800;2009020203;1021.5;1100
606800;2009020204;1021;1100
606800;2009020205;1020.5;1100
606800;2009020206;1020.2;1100
606800;2009020207;1019.6;1100
606800;2009020208;1019.3;1100
606800;2009020209;1019;1100
606800;2009020210;1018.6;1100
606800;2009020211;1018.2;1100
606800;2009020212;1017.6;1100
606800;2009020213;1016.9;1100
606800;2009020214;1016.3;1100
606800;2009020215;1015.9;1100
606800;2009020216;1015.5;1100
606800;2009020217;1015.3;1100
606800;2009020218;1014.9;1100
606800;2009020219;1014.2;1100
606800;2009020220;1014.1;1100
606800;2009020221;1013.5;1100
606800;2009020222;1013.2;1100
606800;2009020223;1012.6;1100
606800;2009020300;1011.8;1100
606800;2009020301;1011.1;1100
606800;2009020302;1010;1100
606800;2009020303;1009.4;1100
606800;2009020304;1009.3;1100
606800;2009020305;1008.9;1100
606800;2009020306;1008.5;1100
606800;2009020307;1008.2;1100
606800;2009020308;1007.7;1100
606800;2009020309;1007.4;1100
606800;2009020310;1007.1;1100
606800;2009020311;1006.9;1100
606800;2009020312;1006.2;1100
606800;2009020313;1005.7;1100
606800;2009020314;1005.1;1100
606800;2009020315;1004.7;1100
606800;2009020316;1004.5;1100
606800;2009020317;1004.3;1100
606800;2009020318;1003.8;1100
606800;2009020319;1003.5;1100
606800;2009020320;1003.2;1100
606800;2009020321;1002.6;1100
606800;2009020322;1002.4;1100
606800;2009020323;1001.8;1100
606800;2009020400;1001.2;1100
606800;2009020401;1000.6;1100
606800;2009020402;1000.2;1100
606800;2009020403;999.5;1100
606800;2009020404;998.6;1100
606800;2009020405;998.1;1100
606800;2009020406;997.8;1100
606800;2009020407;997.6;1100
606800;2009020408;997.6;1100
606800;2009020409;997.3;1100
606800;2009020410;997.1;1100
606800;2009020411;997.2;1100
606800;2009020412;996.7;1100
606800;2009020413;996.4;1100
606800;2009020414;995.9;1100
606800;2009020415;996;1100
606800;2009020416;996;1100
606800;2009020417;996.1;1100
606800;2009020418;996.3;1100
606800;2009020419;996.6;1100
606800;2009020420;997;1100
606800;2009020421;997.2;1100
606800;2009020422;997.2;1100
606800;2009020423;997.5;1100
606800;2009020500;997.8;1100
606800;2009020501;997.6;1100
606800;2009020502;997.4;1100
606800;2009020503;997.5;1100
606800;2009020504;997.4;1100
606800;2009020505;997.3;1100
606800;2009020506;997.3;1100
606800;2009020507;997.4;1100
606800;2009020508;997.7;1100
606800;2009020509;997.8;1100
606800;2009020510;997.9;1100
606800;2009020511;997.9;1100
606800;2009020512;997.7;1100
606800;2009020513;997.4;1100
606800;2009020514;997;1100
606800;2009020515;996.6;1100
606800;2009020516;996.1;1100
606800;2009020517;995.6;1100
606800;2009020518;995;1100
606800;2009020519;994.5;1100
606800;2009020520;993.7;1100
606800;2009020521;993.3;1100
606800;2009020522;992.7;1100
606800;2009020523;992.3;1100
606800;2009020600;991.9;1100
606800;2009020601;991.4;1100
606800;2009020602;991.1;1100
606800;2009020603;991;1100
606800;2009020604;990.9;1100
606800;2009020605;991;1100
606800;2009020606;990.7;1100
606800;2009020607;990.7;1100
606800;2009020608;990.9;1100
606800;2009020609;991.2;1100
606800;2009020610;991.4;1100
606800;2009020611;991.5;1100
606800;2009020612;991.5;1100
606800;2009020613;991.5;1100
606800;2009020614;991.7;1100
606800;2009020615;991.6;1100
606800;2009020616;991.9;1100
606800;2009020617;992;1100
606800;2009020618;992.1;1100
606800;2009020619;991.9;1100
606800;2009020620;991.6;1100
606800;2009020621;991.4;1100
606800;2009020622;991;1100
606800;2009020623;991;1100
606800;2009020700;990.7;1100
606800;2009020701;990.5;1100
606800;2009020702;990;1100
606800;2009020703;989.8;1100
606800;2009020704;989.5;1100
606800;2009020705;989.5;1100
606800;2009020706;989.3;1100
606800;2009020707;988.8;1100
