statid;the_date;elem_val(MJ/m^2)
603100;20090101;1.4
603100;20090102;2.2
603100;20090103;1.4
603100;20090104;1
603100;20090105;2.3
603100;20090106;1
603100;20090107;2.4
603100;20090108;0.6
603100;20090109;1
603100;20090110;0.6
603100;20090111;0.5
603100;20090112;0.2
603100;20090113;0.5
603100;20090114;1.3
603100;20090115;2.8
603100;20090116;1.1
603100;20090117;0.4
603100;20090118;0.4
603100;20090119;1.6
603100;20090120;2.1
603100;20090121;1.7
603100;20090122;1.7
603100;20090123;0.3
603100;20090124;0.9
603100;20090125;2.8
603100;20090126;1
603100;20090127;1.2
603100;20090128;1
603100;20090129;0.8
603100;20090130;1.1
603100;20090131;1.1
603100;20090201;3.9
603100;20090202;1.4
603100;20090203;0.5
603100;20090204;0.8
603100;20090205;2.1
603100;20090206;1.4
603100;20090207;0.6
603100;20090208;4.2
603100;20090209;5.4
603100;20090210;2.9
603100;20090211;2.6
603100;20090212;6.7
603100;20090213;6.5
603100;20090214;7.2
603100;20090215;2.9
603100;20090216;3.3
603100;20090217;7
603100;20090218;2.8
603100;20090219;2
603100;20090220;4.8
603100;20090221;2.8
603100;20090222;6.4
603100;20090223;6.1
603100;20090224;4.4
603100;20090225;2
603100;20090226;4.2
603100;20090227;9.4
603100;20090228;4.5
603100;20060301;5.3
603100;20060302;5.7
603100;20060303;5.9
603100;20060304;9.2
603100;20060305;11.2
603100;20060306;8.4
603100;20060307;9.9
603100;20060308;8.9
603100;20060309;8.7
603100;20060310;12.1
603100;20060311;12.3
603100;20060312;11
603100;20060313;14
603100;20060314;13.7
603100;20060315;7.7
603100;20060316;9
603100;20060317;14.7
603100;20060318;11.5
603100;20060319;15
603100;20060320;14.8
603100;20060321;15.6
603100;20060322;16.1
603100;20060323;11.3
603100;20060324;10.5
603100;20060325;9.1
603100;20060326;2.1
603100;20060327;2.5
603100;20060328;2.7
603100;20060329;2.8
603100;20060330;5.9
603100;20060331;4.9
603100;20100401;8.9
603100;20100402;7.2
603100;20100403;15.6
603100;20100404;3.7
603100;20100405;5.1
603100;20100406;6.1
603100;20100407;17.1
603100;20100408;8.6
603100;20100409;20
603100;20100410;20.9
603100;20100411;20.3
603100;20100412;21.3
603100;20100413;20.8
603100;20100414;18.8
603100;20100415;19
603100;20100416;22.7
603100;20100417;13.6
603100;20100418;19.8
603100;20100419;23.7
603100;20100420;13.6
603100;20100421;19.1
603100;20100422;23.5
603100;20100423;21
603100;20100424;24.1
603100;20100425;17.4
603100;20100426;6.9
603100;20100427;9.6
603100;20100428;8.7
603100;20100429;17.4
603100;20100430;6.4
603100;20060501;16.9
603100;20060502;11.2
603100;20060503;21.9
603100;20060504;24.3
603100;20060505;24.5
603100;20060506;23.9
603100;20060507;23.4
603100;20060508;26.1
603100;20060509;27.3
603100;20060510;24.9
603100;20060511;27.7
603100;20060512;25.4
603100;20060513;27.3
603100;20060514;29.2
603100;20060515;19.1
603100;20060516;9.6
603100;20060517;7.5
603100;20060518;3.9
603100;20060519;9.2
603100;20060520;11.5
603100;20060521;14.6
603100;20060522;13
603100;20060523;12.5
603100;20060524;18.7
603100;20060525;21.9
603100;20060526;22.3
603100;20060527;15.1
603100;20060528;13
603100;20060529;21.3
603100;20060530;17.5
603100;20060531;25.2
603100;20050601;15.4
603100;20050602;3.8
603100;20050603;11.1
603100;20050604;7.7
603100;20050605;10.8
603100;20050606;10.5
603100;20050607;29.1
603100;20050608;28
603100;20050609;28.9
603100;20050610;31.5
603100;20050611;13.5
603100;20050612;11.4
603100;20050613;10.4
603100;20050614;12.7
603100;20050615;28.6
603100;20050616;10.4
603100;20050617;8.6
603100;20050618;27.9
603100;20050619;20.8
603100;20050620;25.4
603100;20050621;6.3
603100;20050622;29.3
603100;20050623;28.4
603100;20050624;29.9
603100;20050625;26.1
603100;20050626;29.3
603100;20050627;14.9
603100;20050628;30
603100;20050629;30.7
603100;20050630;28.8
603100;20090701;29.4
603100;20090702;26.7
603100;20090703;28.5
603100;20090704;29.1
603100;20090705;21
603100;20090706;17.3
603100;20090707;20.8
603100;20090708;16
603100;20090709;18.2
603100;20090710;11
603100;20090711;11.3
603100;20090712;13.9
603100;20090713;17
603100;20090714;22.8
603100;20090715;18.7
603100;20090716;21.2
603100;20090717;20.6
603100;20090718;2.7
603100;20090719;15.9
603100;20090720;16.7
603100;20090721;26.1
603100;20090722;9.7
603100;20090723;4.5
603100;20090724;11.1
603100;20090725;21.7
603100;20090726;24.7
603100;20090727;6.8
603100;20090728;18.6
603100;20090729;9.8
603100;20090730;8.6
603100;20090731;15.8
603100;20090801;19.9
603100;20090802;12.8
603100;20090803;10.5
603100;20090804;16.3
603100;20090805;21.6
603100;20090806;24.8
603100;20090807;25.4
603100;20090808;17.9
603100;20090809;10.6
603100;20090810;6.4
603100;20090811;18.5
603100;20090812;20.7
603100;20090813;21.7
603100;20090814;23.5
603100;20090815;5.7
603100;20090816;12.9
603100;20090817;12.2
603100;20090818;19.9
603100;20090819;17.1
603100;20090820;21.4
603100;20090821;15.6
603100;20090822;16.7
603100;20090823;17.2
603100;20090824;18.4
603100;20090825;7.9
603100;20090826;17.3
603100;20090827;8
603100;20090828;7.1
603100;20090829;14.3
603100;20090830;15.5
603100;20090831;4.7
603100;20090901;15.7
603100;20090902;12.4
603100;20090903;4.2
603100;20090904;10
603100;20090905;12.1
603100;20090906;15.5
603100;20090907;5.1
603100;20090908;14.1
603100;20090909;13.3
603100;20090910;17.5
603100;20090911;13.8
603100;20090912;12.7
603100;20090913;15.1
603100;20090914;11.4
603100;20090915;13.7
603100;20090916;12.8
603100;20090917;10.9
603100;20090918;13.5
603100;20090919;13.7
603100;20090920;5.6
603100;20090921;7
603100;20090922;3.4
603100;20090923;7.3
603100;20090924;9.7
603100;20090925;6.5
603100;20090926;5.6
603100;20090927;4.9
603100;20090928;5.3
603100;20090929;12.8
603100;20090930;6.9
603100;20081001;9
603100;20081002;8.8
603100;20081003;11.2
603100;20081004;8.4
603100;20081005;9.3
603100;20081006;11
603100;20081007;8.1
603100;20081008;3.3
603100;20081009;8.3
603100;20081010;2.2
603100;20081011;2.2
603100;20081012;8.5
